"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"店舗平均","-","-","19,092","-","-","11,572,656","2,201,551,588","-","-","18.8%","-","9,827"
"1 沼田店","P_4.00","1,028.1","218","40","158","128,189","23,374,044","15.4%","18.6%","18.2%","120.9%","9,225"
"2 渋川インター店","P_4.00","489.1","249","36","88","133,511","26,313,220","18.1%","14.5%","19.7%","80.2%","7,978"
"3 中之条店","P_4.00","836.1","129","13","142","40,560","6,845,176","17.0%","10.0%","16.9%","58.8%","5,050"
"4 前橋若宮店","P_4.00","1,363.1","267","49","222","174,527","26,769,376","16.3%","18.3%","15.3%","112.6%","10,392"
"5 前橋大利根店","P_4.00","1,448.6","352","42","318","155,190","29,853,148","21.9%","11.8%","19.2%","53.9%","6,287"
"6 ガーデン前橋店","P_4.00","1,589.8","354","57","346","211,538","38,886,024","21.8%","16.2%","18.4%","74.4%","8,620"
"7 富岡店","P_4.00","450.1","250","41","56","135,324","27,512,696","12.4%","16.6%","20.3%","133.2%","8,576"
"8 安中店","P_4.00","734.6","255","29","47","113,735","23,508,776","6.4%","11.3%","20.7%","177.0%","6,376"
"9 高崎本店","P_4.00","2,173.5","369","100","474","355,901","50,627,200","21.8%","27.1%","14.2%","124.2%","15,459"
"10 倉賀野店","P_4.00","1,196.3","276","23","209","83,546","17,310,084","17.5%","8.4%","20.7%","47.9%","4,433"
"11 金古店","P_4.00","1,576.4","376","62","321","218,156","34,100,844","20.3%","16.5%","15.6%","81.0%","8,534"
"12 伊勢崎店","P_4.00","1,414.1","214","19","238","68,841","11,229,140","16.8%","8.8%","16.3%","52.0%","4,695"
"13 大間々店","P_4.00","931.6","292","42","112","144,247","28,025,184","12.0%","14.4%","19.4%","120.2%","7,522"
"14 館林店","P_4.00","930.6","237","37","107","130,240","24,646,976","11.5%","15.6%","18.9%","135.1%","8,123"
"15 太田矢島店","P_4.00","1,641.6","222","42","330","147,642","30,405,292","20.1%","19.0%","20.6%","94.5%","10,409"
"16 太田店","P_4.00","2,269.6","320","50","432","172,026","27,553,092","19.0%","15.7%","16.0%","82.6%","7,988"
"17 上越店","P_4.00","1,369.5","357","31","223","96,360","19,783,801","16.3%","8.7%","19.4%","53.4%","4,466"
"18 上田店","P_4.35","1,490.0","280","51","288","164,673","26,822,040","19.3%","18.3%","16.1%","94.8%","8,849"
"19 S熊谷店","P_4.00","1,563.9","322","82","197","283,607","50,858,516","12.6%","25.5%","17.9%","203.0%","13,172"
"20 S鴻巣店","P_4.00","1,183.4","303","47","214","175,651","33,661,652","18.1%","15.5%","19.2%","85.5%","8,234"
"21 S上里店","P_4.00","1,535.6","280","37","145","132,014","18,967,524","9.4%","13.1%","14.4%","139.5%","6,946"
"22 入間店","P_4.00","1,579.3","304","37","336","132,865","27,152,008","21.3%","12.3%","20.4%","57.8%","6,354"
"23 坂戸店","P_4.00","1,436.5","318","106","302","348,309","59,895,472","21.0%","33.3%","17.2%","158.3%","18,071"
"24 花園店","P_4.00","1,617.0","332","92","193","325,600","67,084,704","12.0%","27.7%","20.6%","231.9%","14,927"
"25 杉戸店","P_4.00","1,409.9","223","24","267","91,191","18,602,608","19.0%","11.0%","20.4%","58.0%","5,881"
"26 羽生店","P_4.00","842.9","198","21","71","82,413","21,131,800","8.5%","10.4%","25.6%","123.2%","5,789"
"27 千葉みなと店","P_4.00","1,898.7","306","32","473","114,752","26,935,368","24.9%","10.4%","23.5%","41.8%","5,409"
"28 浜野店","P_4.00","1,956.5","318","62","374","234,772","41,152,816","19.1%","19.6%","17.5%","102.2%","10,590"
"29 佐倉店","P_4.00","1,449.2","286","66","262","227,176","39,815,332","18.1%","23.1%","17.5%","127.8%","12,275"
"30 S東金店","P_4.00","1,316.8","301","112","300","369,712","34,451,784","22.8%","37.4%","9.3%","164.1%","20,170"
"32 旭店","P_4.00","416.2","223","16","59","57,871","11,311,440","14.1%","7.2%","19.5%","50.8%","3,579"
"33 妙典駅前店","P_4.00","1,555.9","144","35","350","142,778","31,691,108","22.5%","24.4%","22.2%","108.4%","13,831"
"34 ＷＡＫＯ鹿島店","P_4.00","1,071.8","317","92","162","262,383","45,856,660","15.1%","28.8%","17.3%","190.5%","14,972"
"35 神栖店","P_4.00","1,691.7","320","52","349","159,377","27,486,011","20.6%","16.1%","17.0%","78.3%","8,224"
"36 立川店","P_4.00","1,646.2","319","28","429","95,134","26,380,820","26.1%","8.7%","27.3%","33.4%","4,549"
"37 新小岩店","P_4.00","1,830.8","227","37","377","122,464","26,624,197","20.6%","16.5%","21.4%","80.1%","8,911"
"38 八王子北野店","P_4.00","1,837.6","88","10","459","40,028","11,596,097","25.0%","11.6%","28.6%","46.7%","6,562"
