"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"30 S東金店","S_21.74","1,388.7","420","247","558","506,509","4,064,217","40.2%","59.0%","0.8%","146.8%","15,425"
"32 旭店","S_21.74","540.2","220","55","134","144,508","20,174,531","24.9%","24.9%","14.0%","100.1%","6,135"
"33 妙典駅前店","S_21.74","2,171.8","310","120","854","290,790","28,570,911","39.3%","38.8%","9.8%","98.7%","10,102"
"34 ＷＡＫＯ鹿島店","S_21.74","1,627.6","272","92","422","194,015","30,161,026","25.9%","33.7%","15.1%","130.2%","8,506"
"35 神栖店","S_21.74","2,253.8","372","147","754","307,537","50,865,749","33.5%","39.7%","15.9%","118.5%","10,347"
"36 立川店","S_21.74","2,180.5","407","99","789","202,588","22,075,121","36.2%","24.3%","9.6%","67.2%","6,469"
"37 新小岩店","S_21.74","2,098.3","277","96","807","203,045","36,729,294","38.5%","34.5%","17.2%","89.7%","9,049"
"38 八王子北野店","S_21.74","2,266.4","396","112","916","229,348","30,733,354","40.4%","28.2%","12.3%","69.8%","7,385"
"40 錦糸町店","S_21.74","2,250.6","426","202","945","415,829","45,068,215","42.0%","47.5%","9.7%","113.0%","12,369"
"41 座間店","S_21.74","1,790.9","356","102","877","238,919","26,264,174","49.0%","28.5%","11.0%","58.2%","7,271"
"42 平塚駅前店","S_21.74","1,650.9","379","127","611","319,810","45,848,240","37.0%","33.6%","14.3%","90.9%","8,691"
"43 上永谷店","S_21.74","1,477.6","250","56","513","142,409","13,199,675","34.7%","22.5%","9.3%","64.9%","5,939"
"44 姫路店　","S_21.74","1,700.0","391","155","649","310,206","31,725,401","38.2%","39.6%","9.9%","103.6%","9,819"
"45 新開地店","S_20.00","1,851.9","586","266","764","509,000","50,947,384","41.3%","45.4%","9.7%","109.9%","11,304"
"46 仙台東店","S_21.74","2,326.8","365","139","787","337,583","44,849,300","33.8%","38.0%","12.8%","112.3%","11,026"
"47 仙台泉店","S_21.74","2,542.0","372","140","949","347,061","53,676,271","37.3%","37.7%","15.1%","101.0%","10,704"
"48 福岡本店","S_21.74","4,109.9","519","210","1,506","434,844","61,671,705","36.6%","40.5%","12.4%","110.4%","10,415"
"49 筑紫野店","S_21.74","3,842.4","640","215","1,443","417,110","53,296,365","37.6%","33.6%","11.1%","89.4%","8,553"
"50 福重店","S_21.74","3,680.3","419","169","1,445","336,576","64,912,753","39.3%","40.2%","17.9%","102.5%","10,356"
"51 伊都店","S_21.74","1,993.3","360","92","766","189,361","32,524,556","38.4%","25.4%","15.8%","66.1%","6,386"
"52 飯塚店","S_21.74","2,555.0","559","152","953","301,369","53,168,035","37.3%","27.1%","15.4%","72.6%","6,795"
"53 中間店","S_21.74","2,726.7","335","122","933","234,316","30,152,250","34.2%","36.4%","11.3%","106.3%","9,278"
"54 門司店","S_21.74","700.0","221","54","175","105,137","20,826,624","25.0%","24.3%","18.1%","97.1%","5,987"
"55 松浦店","S_21.74","347.6","241","43","64","89,307","18,297,427","18.5%","18.1%","19.2%","97.7%","4,332"
"56 佐々インター店","S_21.74","2,030.4","463","210","737","407,338","67,636,634","36.3%","45.3%","14.5%","124.9%","11,263"
"57 大野店","S_21.74","624.0","217","54","147","122,567","27,538,438","23.5%","25.0%","21.2%","106.5%","6,651"
"58 佐世保南店","S_21.74","1,492.4","352","154","638","289,813","51,356,025","42.7%","43.9%","16.2%","102.6%","10,985"
"59 大村店","S_21.74","1,040.0","275","126","349","240,183","32,505,087","33.6%","45.8%","11.7%","136.4%","11,428"
"60 諫早店","S_21.74","2,215.7","480","159","820","303,035","42,363,501","37.0%","33.2%","12.2%","89.8%","8,223"
"61 長与店","S_21.74","803.7","349","145","378","278,837","44,496,270","47.1%","41.6%","13.9%","88.5%","10,519"
"62 女神店","S_21.74","1,350.9","480","190","456","360,759","69,201,182","33.8%","39.6%","17.1%","117.2%","9,628"
"63 大分本店","S_21.74","3,052.3","346","92","937","180,769","23,593,715","30.7%","26.4%","11.1%","86.2%","6,719"
"64 南大分店","S_21.74","1,845.9","366","142","652","267,261","38,318,145","35.3%","38.7%","12.5%","109.6%","9,725"
"65 日向店","S_20.00","1,102.9","374","142","352","241,251","36,867,203","31.9%","38.0%","12.7%","119.2%","9,396"
"66 都城店","S_21.74","2,377.7","440","116","855","213,340","29,393,123","36.0%","26.4%","11.7%","73.5%","6,521"
"67 大淀店","S_21.74","3,007.3","551","228","1,061","387,441","22,396,897","35.3%","41.4%","3.6%","117.3%","10,327"
"68 延岡店","S_20.00","1,097.6","393","161","389","273,223","37,738,471","35.4%","41.0%","11.5%","115.6%","10,175"
"69 松橋インター店","S_21.74","972.0","338","108","353","238,594","25,171,392","36.3%","32.1%","10.5%","88.4%","7,960"
"70 八代店","S_21.74","1,230.9","437","171","396","360,733","36,547,759","32.2%","39.0%","10.1%","121.2%","9,593"
