"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"37 新小岩店","S_21.74","2,005.5","280","103","777","226,383","43,607,646","38.8%","36.8%","18.4%","95.0%","9,265"
"38 八王子北野店","S_21.74","2,244.1","373","111","837","232,898","30,515,905","37.3%","29.7%","12.0%","79.6%","7,568"
"40 錦糸町店","S_21.74","2,211.1","394","198","932","421,920","49,752,784","42.2%","50.2%","10.5%","119.1%","12,831"
"41 座間店","S_21.74","2,126.8","354","95","982","241,144","30,770,151","46.2%","27.0%","12.8%","58.4%","7,016"
"42 平塚駅前店","S_21.74","1,620.4","377","126","573","327,314","43,739,693","35.3%","33.4%","13.4%","94.6%","8,712"
"43 上永谷店","S_21.74","1,342.8","249","52","434","136,185","13,936,392","32.3%","20.8%","10.2%","64.5%","5,498"
"44 姫路店　","S_21.74","1,698.1","389","131","615","287,332","34,017,986","36.2%","33.6%","11.6%","92.8%","8,245"
"45 新開地店","S_20.00","1,815.0","585","240","710","462,791","39,385,649","39.1%","41.0%","8.2%","104.7%","10,229"
"46 仙台東店","S_21.74","2,327.5","366","124","732","309,984","37,234,588","31.4%","33.8%","11.5%","107.6%","9,740"
"47 仙台泉店","S_21.74","2,480.5","347","134","871","345,412","54,736,474","35.1%","38.8%","15.4%","110.5%","11,164"
"48 福岡本店","S_21.74","4,017.7","460","173","1,371","367,671","52,973,074","34.1%","37.6%","12.7%","110.3%","9,652"
"49 筑紫野店","S_21.74","4,219.7","550","210","1,660","414,618","53,853,572","39.3%","38.2%","11.3%","97.1%","9,707"
"50 福重店","S_21.74","3,852.1","418","167","1,433","336,349","59,905,342","37.2%","39.9%","16.2%","107.2%","10,039"
"51 伊都店","S_21.74","1,992.1","360","83","726","178,206","33,416,833","36.4%","22.9%","17.4%","63.0%","5,832"
"52 飯塚店","S_21.74","2,383.9","463","151","875","299,622","45,356,544","36.7%","32.6%","13.1%","88.9%","8,041"
"53 中間店","S_21.74","2,726.3","333","112","903","222,279","26,495,572","33.1%","33.6%","10.3%","101.4%","8,533"
"54 門司店","S_21.74","695.7","221","55","176","110,916","18,067,115","25.3%","24.7%","14.7%","97.6%","6,247"
"55 松浦店","S_21.74","346.5","240","38","56","80,032","16,913,697","16.3%","15.7%","20.0%","96.2%","3,740"
"56 佐々インター店","S_21.74","1,974.2","462","196","647","409,214","73,262,179","32.8%","42.3%","15.8%","129.2%","10,361"
"57 大野店","S_21.74","592.4","217","51","130","118,118","25,641,215","22.0%","23.5%","20.2%","106.8%","6,188"
"58 佐世保南店","S_21.74","1,469.3","337","144","574","285,708","55,976,926","39.1%","42.7%","18.0%","109.4%","10,623"
"59 大村店","S_21.74","1,029.8","273","117","329","235,713","36,223,981","32.0%","42.8%","13.3%","133.7%","10,615"
"60 諫早店","S_21.74","2,133.5","438","141","761","285,997","44,105,080","35.7%","32.3%","13.5%","90.6%","7,955"
"61 長与店","S_21.74","799.6","345","136","355","278,448","42,812,524","44.4%","39.5%","13.1%","89.0%","9,823"
"62 女神店","S_21.74","1,289.2","478","182","398","365,580","74,889,868","30.9%","38.0%","18.4%","123.1%","9,199"
"63 大分本店","S_21.74","2,902.1","301","88","839","180,695","22,909,992","28.9%","29.4%","10.8%","101.8%","7,359"
"64 南大分店","S_21.74","1,728.4","365","122","547","246,990","31,267,582","31.6%","33.5%","10.9%","106.0%","8,368"
"65 日向店","S_20.00","1,068.3","339","128","319","222,640","30,455,099","29.9%","37.7%","10.8%","126.1%","9,235"
"66 都城店","S_21.74","2,338.9","440","121","833","237,929","35,950,638","35.6%","27.5%","12.8%","77.2%","6,657"
"67 大淀店","S_21.74","3,007.4","551","209","1,014","359,170","16,616,588","33.7%","38.0%","2.5%","112.6%","9,369"
"68 延岡店","S_20.00","1,043.0","351","130","329","224,485","39,843,303","31.6%","36.9%","15.5%","116.9%","8,919"
"69 松橋インター店","S_21.74","962.6","329","111","348","252,844","27,461,390","36.1%","33.7%","10.9%","93.3%","8,280"
"70 八代店","S_21.74","1,260.4","422","176","391","392,858","33,783,934","31.0%","41.8%","8.6%","134.7%","10,175"
