"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"店舗平均","-","-","576","-","-","60,003","17,118,625","-","-","27.5%","-","28,122"
"2 渋川インター店","P_0.20","36.0","36","25","25","4,197","1,041,732","70.0%","70.0%","24.8%","100.0%","35,165"
"3 中之条店","P_0.20","61.7","26","10","35","1,492","413,523","56.5%","37.7%","27.7%","66.6%","18,852"
"5 前橋大利根店","P_0.20","116.2","60","50","76","8,272","2,067,614","65.8%","83.2%","25.0%","126.5%","43,727"
"10 倉賀野店","P_0.20","70.6","71","44","44","1,694","295,942","62.7%","62.7%","17.5%","100.0%","31,970"
"16 太田店","P_0.20","36.0","36","27","27","4,157","1,331,634","74.9%","74.9%","32.0%","100.0%","38,141"
"17 上越店","P_0.20","179.7","86","43","74","5,818","1,815,686","41.2%","50.3%","26.5%","122.1%","24,117"
"27 千葉みなと店","P_0.20","36.4","36","28","28","4,846","1,344,709","76.5%","76.5%","27.7%","100.0%","39,149"
"32 旭店","P_0.20","38.0","38","21","21","3,085","611,576","54.8%","54.8%","19.8%","100.0%","26,358"
"42 平塚駅前店","P_0.50","134.0","35","18","66","6,146","1,582,533","49.4%","51.8%","25.7%","104.8%","27,165"
"43 上永谷店","P_0.50","90.0","49","16","30","6,514","2,232,805","33.7%","32.2%","34.3%","95.5%","15,555"
"51 伊都店","P_0.20","79.8","80","41","41","5,998","2,240,058","51.9%","51.9%","34.3%","100.0%","26,648"
"55 松浦店","P_0.20","59.4","39","19","25","2,485","785,515","42.6%","47.7%","28.3%","112.1%","23,231"
"63 大分本店","P_0.50","84.0","44","17","33","5,298","1,355,298","39.3%","38.4%","24.1%","97.7%","18,232"
