"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"店舗平均","-","-","19,244","-","-","13,448,310","2,493,905,629","-","-","18.3%","-","10,752"
"1 沼田店","P_4.00","1,023.4","212","37","154","129,870","26,347,924","15.0%","17.6%","20.3%","117.3%","9,138"
"2 渋川インター店","P_4.00","490.1","250","39","90","146,870","29,600,456","18.4%","15.6%","20.2%","84.9%","8,115"
"3 中之条店","P_4.00","831.4","129","12","139","40,896","9,662,860","16.7%","9.0%","23.6%","53.6%","4,657"
"4 前橋若宮店","P_4.00","1,802.9","267","52","361","202,539","37,639,364","20.0%","19.4%","18.6%","96.8%","10,883"
"5 前橋大利根店","P_4.00","1,874.9","344","47","473","183,313","36,075,584","25.3%","13.6%","19.7%","53.8%","7,241"
"6 ガーデン前橋店","P_4.00","1,647.6","352","61","353","242,613","42,966,056","21.4%","17.4%","17.7%","81.1%","9,390"
"7 富岡店","P_4.00","525.3","286","46","62","153,868","25,371,564","11.8%","16.2%","16.5%","137.7%","8,150"
"8 安中店","P_4.00","800.4","280","30","49","123,639","21,676,376","6.1%","10.7%","17.5%","176.6%","5,905"
"9 高崎本店","P_4.00","2,199.5","370","115","533","425,651","62,258,100","24.2%","31.0%","14.6%","128.1%","17,367"
"10 倉賀野店","P_4.00","1,189.3","275","28","232","100,368","18,886,020","19.5%","10.3%","18.8%","52.8%","5,265"
"11 金古店","P_4.00","1,610.9","376","63","353","232,799","42,888,112","21.9%","16.7%","18.4%","76.2%","8,737"
"12 伊勢崎店","P_4.00","1,093.5","222","22","190","88,379","25,167,480","17.4%","9.8%","28.5%","56.3%","5,191"
"13 大間々店","P_4.00","966.6","327","42","118","150,492","31,383,756","12.2%","12.9%","20.9%","105.5%","6,488"
"14 館林店","P_4.00","925.9","231","40","119","151,534","26,684,032","12.9%","17.5%","17.6%","136.0%","9,376"
"15 太田矢島店","P_4.00","1,674.9","223","45","342","164,807","22,978,516","20.4%","20.2%","13.9%","98.9%","11,296"
"16 太田店","P_4.00","2,054.9","314","43","390","166,250","31,331,588","19.0%","13.7%","18.8%","72.1%","7,135"
"17 上越店","P_4.00","1,402.7","351","37","229","120,120","27,764,819","16.3%","10.5%","22.1%","64.5%","5,313"
"18 上田店","P_4.35","1,334.4","273","58","210","207,383","44,003,920","15.7%","21.1%","21.0%","134.2%","10,709"
