"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"店舗平均","-","-","4,047","-","-","1,440,574","237,115,974","-","-","15.8%","-","11,806"
"1 沼田店","S_5.49","176.8","41","20","71","14,950","1,277,750","40.0%","49.6%","8.5%","124.1%","12,269"
"2 渋川インター店","S_5.49","81.0","36","17","32","12,679","1,573,694","39.6%","47.6%","12.4%","120.2%","11,128"
"3 中之条店","S_5.49","144.8","23","11","63","8,478","1,134,811","43.8%","48.4%","13.4%","110.5%","11,744"
"4 前橋若宮店","S_5.49","123.3","16","6","53","4,064","532,230","43.0%","37.1%","13.1%","86.2%","9,349"
"5 前橋大利根店","S_5.49","199.8","76","45","113","33,541","4,891,631","56.7%","59.1%","14.6%","104.3%","14,357"
"6 ガーデン前橋店","S_5.49","234.1","70","30","95","24,246","2,624,576","40.7%","43.2%","10.8%","106.3%","10,542"
"7 富岡店","S_5.49","85.8","35","9","15","7,378","993,717","17.3%","26.4%","13.5%","152.9%","6,320"
"8 安中店","S_5.49","150.5","99","40","46","27,010","3,994,847","30.4%","40.3%","14.8%","132.7%","9,770"
"9 高崎本店","S_5.49","251.4","34","23","154","18,376","1,489,567","61.1%","67.1%","8.1%","109.9%","17,407"
"10 倉賀野店","S_5.49","113.3","50","28","67","21,010","1,789,393","59.1%","55.5%","8.5%","93.9%","13,394"
"11 金古店","S_5.49","91.4","47","26","58","19,952","2,693,533","63.6%","55.5%","13.5%","87.4%","13,871"
"12 伊勢崎店","S_5.49","111.7","71","33","48","23,520","2,351,610","43.0%","47.1%","10.0%","109.4%","11,417"
"13 大間々店","S_5.49","116.6","84","46","61","33,809","5,138,211","52.3%","54.8%","15.2%","104.7%","13,406"
"14 館林店","S_5.49","199.7","40","20","60","15,669","1,463,308","29.9%","49.2%","9.3%","164.5%","12,045"
"15 太田矢島店","S_5.49","183.0","42","25","103","19,701","2,126,177","56.0%","58.6%","10.8%","104.6%","14,450"
"16 太田店","S_5.49","161.0","57","35","94","26,903","4,526,180","58.3%","61.9%","16.8%","106.1%","15,289"
"17 上越店","S_5.62","248.1","89","36","88","26,150","6,332,650","35.7%","40.8%","20.8%","114.4%","11,294"
"18 上田店","S_5.43","156.2","28","13","57","9,144","1,244,080","36.3%","44.4%","13.1%","122.4%","10,661"
"19 S熊谷店","S_5.49","239.9","49","29","111","21,003","2,610,578","46.3%","58.3%","12.4%","125.9%","14,070"
"20 S鴻巣店","S_5.49","235.7","86","41","118","31,894","3,958,667","49.9%","47.6%","12.4%","95.5%","11,844"
"21 S上里店","S_5.49","311.9","120","54","131","39,313","3,745,694","41.9%","45.0%","9.5%","107.4%","10,922"
"22 入間店","S_5.49","153.2","69","34","60","25,223","3,617,502","39.0%","49.5%","14.3%","127.0%","12,299"
"23 坂戸店","S_5.49","167.0","59","32","76","24,824","2,943,141","45.3%","54.9%","11.9%","121.1%","13,118"
"25 杉戸店","S_5.49","202.6","84","32","89","23,434","3,076,431","43.9%","38.3%","13.1%","87.1%","9,545"
"26 羽生店","S_5.49","299.7","80","28","108","20,785","3,003,177","36.0%","35.2%","14.4%","97.8%","8,774"
"27 千葉みなと店","S_5.49","287.7","138","82","170","56,586","8,386,939","59.1%","59.6%","14.8%","100.7%","14,560"
"28 浜野店","S_5.49","411.1","83","56","192","43,794","6,885,938","46.6%","67.5%","15.7%","144.9%","16,852"
"29 佐倉店","S_5.49","299.2","55","27","133","21,317","3,948,434","44.5%","48.6%","18.5%","109.2%","11,890"
"30 S東金店","S_5.49","162.7","47","30","77","23,829","3,595,983","47.2%","63.9%","15.1%","135.4%","16,503"
