"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"32 旭店","S_5.49","178.1","38","15","55","12,521","1,175,423","31.1%","40.4%","9.4%","129.9%","10,293"
"33 妙典駅前店","S_6.25","208.7","54","28","109","24,604","2,132,698","52.2%","52.5%","8.7%","100.6%","13,375"
"34 ＷＡＫＯ鹿島店","S_5.49","270.2","22","6","80","4,001","1,049,463","29.7%","26.9%","25.7%","90.6%","6,224"
"35 神栖店","S_5.49","219.4","37","15","71","10,459","2,130,659","32.5%","41.1%","19.5%","126.3%","10,216"
"36 立川店","S_5.49","404.1","85","29","194","21,453","5,500,958","48.1%","33.6%","24.5%","69.8%","8,509"
"38 八王子北野店","S_6.25","359.5","92","30","135","25,686","6,127,704","37.4%","32.5%","22.8%","86.8%","8,471"
"41 座間店","S_5.49","173.8","101","43","78","33,063","4,785,589","45.0%","43.1%","14.5%","95.8%","11,044"
"42 平塚駅前店","S_5.49","206.4","64","41","127","32,195","4,049,097","61.4%","64.3%","12.6%","104.8%","17,234"
"43 上永谷店","S_5.56","204.1","71","25","72","20,193","3,330,011","35.5%","35.6%","16.5%","100.5%","9,124"
"44 姫路店　","S_5.43","209.6","84","48","103","33,520","5,754,903","49.1%","56.9%","16.9%","115.9%","13,890"
"45 新開地店","S_5.49","387.0","114","54","197","38,417","6,379,810","51.0%","47.4%","16.3%","92.9%","12,358"
"46 仙台東店","S_5.49","28.0","28","17","17","14,697","2,479,980","60.2%","60.2%","16.4%","100.0%","17,086"
"47 仙台泉店","S_5.49","25.0","25","14","14","11,399","1,673,680","54.2%","54.2%","14.3%","100.0%","15,717"
"48 福岡本店","S_5.49","238.0","80","40","104","30,124","6,893,559","43.6%","49.8%","21.3%","114.3%","13,012"
"49 筑紫野店","S_5.49","320.9","111","58","127","42,167","9,919,621","39.5%","52.3%","22.2%","132.2%","13,120"
"50 福重店","S_5.49","490.0","60","30","249","21,866","4,764,282","50.7%","50.2%","20.5%","98.9%","12,587"
"51 伊都店","S_5.49","437.0","80","37","235","26,619","5,885,042","53.8%","46.4%","20.2%","86.3%","11,518"
"52 飯塚店","S_5.49","325.0","69","33","127","23,914","4,926,090","39.2%","47.4%","18.9%","121.0%","11,805"
"53 中間店","S_5.49","219.8","60","33","101","22,062","5,257,342","45.9%","55.8%","22.3%","121.6%","13,515"
"54 門司店","S_5.49","153.7","52","19","49","12,459","3,036,495","32.1%","36.5%","22.6%","113.9%","8,907"
"55 松浦店","S_5.49","97.0","80","22","24","14,690","3,360,811","25.3%","27.7%","20.7%","109.5%","6,846"
"56 佐々インター店","S_5.49","255.0","40","21","95","14,393","3,173,423","37.3%","52.0%","20.2%","139.5%","12,626"
"57 大野店","S_5.49","123.7","71","29","37","20,476","4,995,245","30.0%","40.2%","22.7%","133.8%","10,531"
"58 佐世保南店","S_5.49","120.8","41","20","57","14,751","3,406,918","47.4%","49.2%","21.8%","103.8%","12,199"
"59 大村店","S_5.49","142.0","57","19","52","14,316","2,741,560","36.9%","33.9%","17.7%","91.8%","8,549"
"60 諫早店","S_5.49","260.0","80","37","103","24,911","4,333,084","39.6%","46.0%","15.7%","116.3%","11,272"
"61 長与店","S_5.49","34.0","34","21","21","14,836","3,171,107","62.2%","62.2%","19.6%","100.0%","14,700"
"62 女神店","S_5.49","130.0","80","40","53","26,931","6,040,538","40.5%","49.6%","20.1%","122.5%","11,907"
"63 大分本店","S_5.49","447.0","86","39","169","27,804","6,427,317","37.7%","45.2%","21.4%","119.8%","11,562"
"64 南大分店","S_5.49","236.7","35","14","94","10,910","2,005,163","39.6%","41.1%","17.6%","103.7%","10,516"
"65 日向店","S_5.49","205.0","69","24","62","16,183","2,827,078","30.4%","34.1%","14.9%","112.2%","8,536"
"66 都城店","S_5.49","175.8","74","27","64","18,364","4,029,607","36.4%","35.9%","20.6%","98.8%","8,633"
"67 大淀店","S_5.49","390.0","78","39","174","26,444","4,315,104","44.6%","50.5%","14.9%","113.3%","12,365"
"68 延岡店","S_5.49","80.8","63","24","30","17,398","2,046,657","36.5%","38.7%","9.8%","106.0%","9,298"
"69 松橋インター店","S_5.49","67.4","67","29","29","20,665","2,221,977","42.5%","42.5%","10.8%","100.0%","10,320"
"70 八代店","S_5.49","81.0","41","25","44","17,517","2,817,530","53.8%","61.1%","16.1%","113.6%","14,700"
