"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"24 花園店","S_21.74","1,671.2","352","154","410","388,652","56,468,479","24.5%","43.6%","14.5%","177.7%","10,864"
"25 杉戸店","S_21.74","1,604.3","340","92","518","230,212","29,555,698","32.3%","27.1%","12.8%","83.8%","6,811"
"26 羽生店","S_21.74","1,218.1","319","74","281","176,643","18,395,435","23.0%","23.2%","10.4%","100.7%","5,763"
"27 千葉みなと店","S_21.74","2,226.5","310","79","1,030","212,631","26,314,476","46.2%","25.5%","12.4%","55.2%","6,513"
"28 浜野店","S_21.74","2,329.8","324","131","823","323,886","37,028,042","35.3%","40.5%","11.4%","114.7%","10,293"
"29 佐倉店","S_21.74","1,967.3","285","116","578","291,530","32,956,912","29.4%","40.6%","11.3%","138.2%","10,325"
"30 S東金店","S_21.74","1,387.5","418","224","509","491,180","-7,365,479","36.7%","53.6%","-1.5%","146.0%","14,125"
"32 旭店","S_21.74","532.1","220","46","117","132,877","16,985,734","22.0%","20.9%","12.8%","95.0%","5,170"
"33 妙典駅前店","S_21.74","1,991.7","309","98","703","263,942","29,807,199","35.3%","31.5%","11.3%","89.3%","8,301"
"34 ＷＡＫＯ鹿島店","S_21.74","1,821.8","248","77","433","170,311","33,034,767","23.8%","31.1%","18.9%","130.9%","7,759"
"35 神栖店","S_21.74","2,407.0","369","143","728","306,810","46,968,877","30.2%","38.8%","14.7%","128.3%","10,203"
"36 立川店","S_21.74","2,169.9","406","104","770","231,086","29,188,595","35.5%","25.6%","11.4%","72.1%","6,663"
"37 新小岩店","S_21.74","2,004.1","278","93","730","213,663","41,912,612","36.4%","33.6%","18.8%","92.3%","8,609"
"38 八王子北野店","S_21.74","2,258.5","391","106","815","233,907","34,674,352","36.1%","27.2%","13.7%","75.4%","6,979"
"40 錦糸町店","S_21.74","2,285.0","464","192","920","424,532","49,470,746","40.3%","41.3%","10.4%","102.6%","10,568"
"41 座間店","S_21.74","1,783.7","353","89","826","234,205","31,419,217","46.3%","25.2%","13.4%","54.5%","6,577"
"42 平塚駅前店","S_21.74","1,629.1","375","125","560","335,355","46,181,109","34.3%","33.4%","13.8%","97.3%","8,707"
"43 上永谷店","S_21.74","1,343.4","250","51","425","137,967","15,633,740","31.7%","20.5%","11.3%","64.7%","5,341"
"44 姫路店　","S_21.74","1,698.6","390","132","593","288,745","37,476,665","34.9%","33.9%","12.7%","97.0%","8,327"
"45 新開地店","S_20.00","1,814.0","584","232","680","478,206","47,541,070","37.5%","39.7%","9.7%","105.8%","9,883"
"46 仙台東店","S_21.74","2,323.0","361","122","697","321,935","42,833,051","30.0%","33.9%","12.8%","112.9%","9,874"
"47 仙台泉店","S_21.74","2,479.8","346","128","834","337,269","49,794,336","33.6%","37.0%","14.4%","110.1%","10,642"
"48 福岡本店","S_21.74","4,071.3","515","201","1,387","442,288","65,753,606","34.1%","39.0%","13.1%","114.6%","10,053"
"49 筑紫野店","S_21.74","3,821.2","624","195","1,382","412,952","59,588,243","36.2%","31.3%","12.8%","86.5%","7,936"
"50 福重店","S_21.74","3,675.6","417","145","1,352","314,399","58,560,323","36.8%","34.7%","17.1%","94.4%","8,879"
"51 伊都店","S_21.74","1,989.8","359","77","695","175,512","32,520,377","34.9%","21.4%","17.2%","61.4%","5,390"
"52 飯塚店","S_21.74","2,471.6","552","133","844","277,156","41,657,236","34.1%","24.1%","13.2%","70.7%","5,986"
"53 中間店","S_21.74","2,724.5","334","110","874","224,311","29,563,977","32.1%","33.1%","11.6%","103.1%","8,272"
"54 門司店","S_21.74","697.9","220","47","160","99,569","19,444,515","23.0%","21.5%","17.9%","93.4%","5,348"
"55 松浦店","S_21.74","345.4","238","34","53","77,804","17,340,164","15.3%","14.4%","21.1%","94.4%","3,458"
"56 佐々インター店","S_21.74","2,006.6","463","182","634","385,227","73,428,848","31.6%","39.2%","17.1%","124.3%","9,676"
"57 大野店","S_21.74","592.0","217","51","130","118,005","25,465,367","22.0%","23.3%","20.0%","106.0%","6,096"
"58 佐世保南店","S_21.74","1,483.3","348","131","548","272,298","50,179,505","37.0%","37.5%","16.8%","101.4%","9,264"
"59 大村店","S_21.74","1,004.6","273","105","306","220,976","39,617,836","30.4%","38.4%","16.0%","126.4%","9,460"
"60 諫早店","S_21.74","2,152.3","457","134","743","280,494","45,767,074","34.5%","29.4%","14.5%","85.2%","7,231"
"61 長与店","S_21.74","797.9","343","130","341","277,052","46,570,051","42.7%","37.9%","14.7%","88.9%","9,566"
"62 女神店","S_21.74","1,288.3","477","178","391","337,434","71,035,848","30.4%","37.2%","19.1%","122.6%","9,101"
"63 大分本店","S_21.74","2,939.1","338","84","812","176,927","27,644,146","27.6%","24.7%","13.8%","89.4%","6,231"
"64 南大分店","S_21.74","1,726.8","364","122","555","251,937","34,836,034","32.1%","33.4%","12.1%","103.9%","8,405"
"65 日向店","S_20.00","1,067.1","338","125","310","229,623","37,047,919","29.0%","36.9%","13.5%","127.1%","8,962"
"66 都城店","S_21.74","2,335.7","431","95","755","198,480","32,441,232","32.3%","22.1%","14.5%","68.4%","5,453"
"67 大淀店","S_21.74","3,005.1","549","189","972","353,423","25,144,379","32.3%","34.4%","5.1%","106.4%","8,468"
"68 延岡店","S_20.00","1,086.9","387","120","321","217,164","41,014,685","29.6%","31.1%","16.7%","105.1%","7,568"
"69 松橋インター店","S_21.74","970.9","337","97","323","226,029","25,312,918","33.3%","28.8%","11.2%","86.6%","7,087"
"70 八代店","S_21.74","1,273.5","436","160","370","366,763","33,940,003","29.1%","36.8%","9.3%","126.4%","8,968"
