"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"店舗平均","-","-","24,281","-","-","18,861,705","2,573,191,156","-","-","12.9%","-","8,332"
"1 沼田店","S_21.74","1,054.9","227","82","322","206,678","30,916,173","30.5%","36.3%","15.0%","118.8%","8,986"
"2 渋川インター店","S_21.74","520.6","281","96","179","237,356","30,661,086","34.3%","34.2%","12.9%","99.6%","8,531"
"3 中之条店","S_21.74","894.9","147","33","294","77,509","14,296,304","32.8%","22.2%","18.4%","67.6%","5,326"
"4 前橋若宮店","S_21.74","1,488.4","196","68","571","194,123","23,503,588","38.4%","34.4%","12.1%","89.7%","9,412"
"5 前橋大利根店","S_21.74","1,744.9","491","160","764","399,848","56,502,435","43.8%","32.7%","14.1%","74.6%","8,263"
"6 ガーデン前橋店","S_21.74","1,970.4","418","134","756","337,645","37,240,650","38.4%","32.0%","11.0%","83.5%","8,031"
"7 富岡店","S_21.74","388.0","245","79","102","201,409","28,575,890","26.4%","32.2%","14.2%","121.9%","7,916"
"8 安中店","S_21.74","619.9","211","77","126","189,313","23,950,652","20.4%","36.6%","12.7%","179.8%","9,092"
"9 高崎本店","S_21.74","2,472.3","428","216","1,078","553,684","62,236,041","43.6%","50.6%","11.2%","116.1%","13,372"
"10 倉賀野店","S_21.74","1,055.0","334","109","381","271,449","33,646,609","36.1%","32.8%","12.4%","90.7%","8,113"
"11 金古店","S_21.74","1,460.5","364","123","644","318,716","40,570,628","44.1%","33.8%","12.7%","76.6%","8,556"
"12 伊勢崎店","S_21.74","1,716.8","264","68","520","176,679","19,907,415","30.3%","25.7%","11.3%","84.8%","6,441"
"13 大間々店","S_21.74","864.6","332","107","254","271,315","35,048,503","29.4%","32.4%","12.9%","110.0%","7,980"
"14 館林店","S_21.74","1,199.1","363","104","286","267,539","32,262,044","23.8%","28.5%","12.1%","119.6%","7,148"
"15 太田矢島店","S_21.74","1,938.0","345","129","746","333,145","39,252,544","38.5%","37.3%","11.8%","96.9%","9,363"
"16 太田店","S_21.74","2,113.2","336","118","765","307,644","44,266,088","36.2%","35.3%","14.4%","97.4%","8,894"
"17 上越店","S_20.00","1,685.5","592","172","510","357,866","62,828,587","30.3%","29.0%","13.8%","95.9%","7,570"
"18 上田店","S_21.74","1,522.5","373","95","441","222,621","37,876,760","29.0%","25.4%","16.5%","87.8%","6,289"
"19 S熊谷店","S_21.74","2,053.3","403","182","545","446,179","61,302,175","26.6%","45.2%","13.7%","170.1%","11,039"
"20 S鴻巣店","S_21.74","1,690.2","453","151","535","375,033","43,946,194","31.6%","33.3%","11.7%","105.3%","8,330"
"21 S上里店","S_21.74","1,634.7","397","120","385","296,111","44,634,437","23.5%","30.2%","15.1%","128.4%","7,511"
"22 入間店","S_21.74","2,532.4","436","111","718","285,799","38,532,586","28.4%","25.5%","13.5%","90.0%","6,504"
"23 坂戸店","S_21.74","1,733.8","378","153","575","372,691","51,083,848","33.2%","40.4%","13.7%","121.9%","9,850"
