"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"29 佐倉店","P_4.00","1,466.3","286","66","259","235,469","37,685,072","17.7%","23.3%","16.0%","131.5%","12,313"
"30 S東金店","P_4.00","1,316.4","301","112","301","377,711","26,632,256","22.9%","37.3%","7.1%","162.9%","19,749"
"32 旭店","P_4.00","464.7","223","16","59","59,534","12,123,580","12.7%","7.1%","20.4%","56.0%","3,484"
"33 妙典駅前店","P_4.00","1,591.8","143","32","328","135,355","28,508,832","20.6%","22.4%","21.1%","108.6%","12,473"
"34 ＷＡＫＯ鹿島店","P_4.00","1,121.2","318","98","183","280,814","48,332,549","16.3%","30.9%","17.0%","189.2%","15,927"
"35 神栖店","P_4.00","1,741.7","319","62","374","189,881","38,185,853","21.5%","19.6%","19.9%","91.1%","9,753"
"36 立川店","P_4.00","1,648.0","321","35","457","124,673","32,637,395","27.7%","10.8%","25.8%","39.1%","5,671"
"37 新小岩店","P_4.00","1,919.5","227","37","380","130,813","30,597,111","19.8%","16.4%","23.0%","82.8%","8,946"
"38 八王子北野店","P_4.00","1,807.2","87","10","428","39,234","10,457,306","23.7%","11.1%","26.3%","47.1%","6,214"
"40 錦糸町店","P_4.00","1,784.6","456","165","513","541,608","110,804,563","28.7%","36.2%","20.0%","126.1%","20,081"
"41 座間店","P_4.00","1,567.9","324","35","450","123,043","24,184,096","28.7%","10.8%","19.7%","37.7%","5,813"
"42 平塚駅前店","P_4.00","1,755.5","322","55","325","196,985","41,930,748","18.5%","17.2%","21.3%","92.9%","9,034"
"43 上永谷店","P_4.00","1,545.5","140","12","325","46,759","10,219,600","21.0%","8.9%","21.9%","42.3%","4,512"
"44 姫路店　","P_4.08","1,323.5","236","28","252","100,297","20,232,939","19.0%","11.8%","20.1%","62.2%","6,158"
"45 新開地店","P_4.00","1,211.0","409","134","268","431,759","67,730,186","22.1%","32.8%","15.6%","148.4%","17,348"
"46 仙台東店","P_4.00","1,842.6","257","51","338","197,893","40,513,639","18.4%","20.0%","20.3%","109.1%","11,286"
"47 仙台泉店","P_4.00","2,237.2","373","85","537","300,155","59,715,586","24.0%","22.7%","19.7%","94.7%","12,673"
"48 福岡本店","P_4.00","3,264.9","396","76","621","230,769","40,337,759","19.0%","19.1%","16.8%","100.5%","10,282"
"49 筑紫野店","P_4.00","2,839.9","637","117","569","345,481","72,715,056","20.0%","18.4%","20.4%","91.7%","9,669"
"50 福重店","P_4.00","2,495.7","319","76","526","239,641","58,014,423","21.1%","23.9%","23.8%","113.3%","12,874"
"51 伊都店","P_4.00","1,745.1","239","26","341","85,733","22,248,710","19.5%","10.7%","25.6%","55.0%","5,640"
"52 飯塚店","P_4.00","1,897.6","308","47","340","143,706","32,390,460","17.9%","15.4%","21.9%","85.8%","8,149"
"53 中間店","P_4.00","2,196.1","244","31","399","93,048","22,710,834","18.2%","12.5%","23.8%","68.9%","6,528"
"54 門司店","P_4.00","542.8","159","19","59","57,797","15,501,604","10.9%","11.7%","26.2%","107.2%","6,202"
"55 松浦店","P_4.00","239.6","160","9","11","28,962","6,132,852","4.6%","5.7%","21.0%","122.7%","2,806"
"56 佐々インター店","P_4.00","1,567.9","319","80","241","232,821","57,887,654","15.4%","25.1%","24.1%","163.1%","12,905"
"57 大野店","P_4.00","358.4","119","14","30","47,120","14,026,543","8.3%","12.0%","29.4%","144.4%","6,086"
"58 佐世保南店","P_4.00","1,158.9","251","63","237","190,832","48,056,857","20.5%","25.1%","24.4%","122.4%","13,162"
"59 大村店","P_4.00","781.2","199","54","134","156,289","29,483,588","17.1%","27.3%","18.1%","159.5%","14,910"
"60 諫早店","P_4.00","1,583.3","326","59","302","187,866","41,660,614","19.1%","18.1%","21.8%","95.1%","9,493"
"61 長与店","P_4.00","706.6","252","39","159","120,210","29,380,306","22.5%","15.6%","23.9%","69.5%","8,050"
"62 女神店","P_4.00","1,100.7","399","74","133","203,576","46,600,908","12.1%","18.6%","22.1%","154.2%","9,479"
"63 大分本店","P_4.00","2,482.1","263","24","344","75,222","10,500,606","13.9%","9.0%","13.5%","64.9%","4,820"
"64 南大分店","P_4.00","1,504.0","335","62","291","171,432","35,735,346","19.3%","18.6%","20.1%","96.0%","9,588"
"65 日向店","P_4.00","1,025.0","315","59","147","165,802","30,358,325","14.3%","18.8%","17.2%","131.5%","9,884"
"66 都城店","P_4.00","1,934.0","249","25","425","78,846","17,694,342","22.0%","10.0%","21.9%","45.5%","5,333"
"67 大淀店","P_4.00","2,418.4","394","98","543","262,216","52,890,981","22.4%","24.7%","19.5%","110.2%","12,845"
"68 延岡店","P_4.00","956.8","349","84","159","231,705","51,305,988","16.6%","24.1%","21.6%","144.5%","12,949"
"69 松橋インター店","P_4.00","761.6","256","29","145","101,346","23,669,600","19.0%","11.5%","23.4%","60.6%","6,019"
"70 八代店","P_4.00","1,048.8","280","54","158","185,770","41,596,700","15.1%","19.3%","22.4%","127.9%","10,058"
