"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"店舗平均","-","-","19,190","-","-","11,932,516","2,356,243,096","-","-","19.5%","-","9,640"
"1 沼田店","P_4.00","1,022.2","212","36","143","127,933","24,154,000","14.0%","16.9%","18.9%","121.5%","8,914"
"2 渋川インター店","P_4.00","490.1","250","34","79","128,397","28,940,968","16.2%","13.8%","22.5%","85.1%","7,306"
"3 中之条店","P_4.00","830.2","128","12","127","41,750","7,033,612","15.3%","9.4%","16.8%","61.0%","4,919"
"4 前橋若宮店","P_4.00","1,364.8","269","48","225","183,482","33,994,856","16.5%","18.0%","18.5%","109.3%","9,905"
"5 前橋大利根店","P_4.00","1,444.6","354","43","332","165,543","36,111,528","23.0%","12.1%","21.8%","52.8%","6,425"
"6 ガーデン前橋店","P_4.00","1,608.7","353","54","342","206,263","44,744,596","21.2%","15.2%","21.7%","71.4%","7,979"
"7 富岡店","P_4.00","493.0","286","41","55","136,092","25,777,944","11.1%","14.2%","18.9%","127.6%","7,309"
"8 安中店","P_4.00","765.0","279","27","44","112,123","24,492,976","5.8%","9.8%","21.8%","169.6%","5,523"
"9 高崎本店","P_4.00","2,175.1","369","101","490","375,077","52,514,700","22.5%","27.5%","14.0%","122.0%","15,324"
"10 倉賀野店","P_4.00","1,195.6","281","24","217","87,185","12,145,780","18.2%","8.6%","13.9%","47.4%","4,542"
"11 金古店","P_4.00","1,570.5","376","60","330","218,372","41,144,800","21.0%","15.9%","18.8%","75.6%","8,151"
"12 伊勢崎店","P_4.00","1,426.3","221","19","198","77,762","16,533,040","13.9%","8.7%","21.3%","62.4%","4,696"
"13 大間々店","P_4.00","969.1","329","40","115","144,326","33,492,452","11.9%","12.2%","23.2%","103.1%","6,322"
"14 館林店","P_4.00","929.6","234","35","111","134,257","32,836,828","11.9%","15.2%","24.5%","127.0%","8,319"
"15 太田矢島店","P_4.00","1,672.1","223","43","321","152,610","27,736,336","19.2%","19.3%","18.2%","100.6%","10,577"
"16 太田店","P_4.00","2,012.1","316","41","369","151,325","28,286,456","18.4%","12.9%","18.7%","70.5%","6,713"
"17 上越店","P_4.00","1,409.2","357","33","220","103,758","27,596,641","15.6%","9.1%","25.4%","58.3%","4,642"
"18 上田店","P_4.35","1,303.6","278","56","208","198,719","35,039,260","15.9%","20.3%","17.5%","127.3%","10,310"
"19 S熊谷店","P_4.00","1,596.4","318","86","203","303,502","55,611,604","12.7%","27.1%","18.3%","212.8%","13,748"
"20 S鴻巣店","P_4.00","1,151.4","301","52","211","199,502","38,276,620","18.3%","17.4%","19.2%","94.8%","9,200"
"21 S上里店","P_4.00","1,536.8","280","37","148","133,159","28,277,984","9.6%","13.3%","21.2%","137.4%","6,808"
"22 入間店","P_4.00","1,580.2","302","37","330","138,005","27,848,384","20.9%","12.2%","20.2%","58.6%","6,381"
"23 坂戸店","P_4.00","1,433.2","319","102","326","345,910","56,832,000","22.7%","32.1%","16.4%","141.0%","16,729"
"24 花園店","P_4.00","1,657.3","375","105","212","371,935","68,571,532","12.8%","28.1%","18.4%","219.2%","14,608"
"25 杉戸店","P_4.00","1,409.8","222","24","269","94,043","19,123,916","19.1%","10.8%","20.3%","56.5%","5,823"
"26 羽生店","P_4.00","841.6","200","22","72","82,833","15,143,900","8.5%","11.0%","18.3%","129.2%","5,954"
"27 千葉みなと店","P_4.00","1,868.1","277","33","471","120,833","23,205,548","25.2%","11.7%","19.2%","46.5%","5,945"
"28 浜野店","P_4.00","1,992.0","317","65","373","249,651","49,383,468","18.7%","20.3%","19.8%","108.5%","10,788"
