"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"25 杉戸店","S_21.74","1,560.1","331","113","554","256,835","28,423,434","35.5%","34.1%","11.1%","96.0%","8,446"
"26 羽生店","S_21.74","1,201.6","301","102","317","216,994","18,920,785","26.4%","33.9%","8.7%","128.7%","8,432"
"27 千葉みなと店","S_21.74","2,191.7","287","96","1,040","235,277","21,188,219","47.5%","33.4%","9.0%","70.5%","8,380"
"28 浜野店","S_21.74","2,233.8","300","159","910","351,395","27,908,152","40.7%","53.0%","7.9%","130.0%","13,424"
"29 佐倉店","S_21.74","2,014.4","288","133","646","304,798","26,478,804","32.1%","46.2%","8.7%","144.2%","11,678"
"32 旭店","S_21.74","549.8","219","55","130","137,643","16,373,846","23.7%","25.3%","11.9%","106.9%","6,164"
"33 妙典駅前店","S_21.74","1,923.5","262","106","712","264,338","30,923,696","37.0%","40.6%","11.7%","109.9%","10,492"
"34 ＷＡＫＯ鹿島店","S_21.74","1,771.0","250","84","484","177,705","32,304,032","27.3%","33.8%","17.7%","123.8%","8,451"
"35 神栖店","S_21.74","2,342.2","363","160","783","335,933","51,045,619","33.4%","44.2%","14.6%","132.1%","11,545"
"36 立川店","S_21.74","1,955.5","330","118","739","248,987","28,263,373","37.8%","35.9%","10.2%","94.9%","9,380"
"37 新小岩店","S_21.74","2,005.6","280","114","765","231,167","37,687,719","38.1%","40.6%","15.4%","106.5%","10,269"
"38 八王子北野店","S_21.74","2,252.3","373","121","847","248,616","33,140,475","37.6%","32.5%","12.2%","86.5%","8,273"
"40 錦糸町店","S_21.74","2,172.0","361","195","936","403,309","44,378,900","43.1%","54.1%","9.7%","125.7%","13,790"
"41 座間店","S_21.74","2,126.3","356","108","1,010","260,164","26,088,650","47.5%","30.3%","10.0%","63.7%","7,914"
"42 平塚駅前店","S_21.74","1,620.0","377","141","595","352,840","41,573,999","36.7%","37.5%","11.8%","102.0%","9,809"
"43 上永谷店","S_21.74","1,342.5","249","56","455","142,371","16,148,413","33.9%","22.6%","11.3%","66.6%","6,006"
"44 姫路店　","S_21.74","1,680.6","372","141","622","294,498","27,704,528","37.0%","38.0%","9.1%","102.6%","9,386"
"45 新開地店","S_20.00","1,815.3","585","252","752","490,242","42,993,170","41.4%","43.2%","8.5%","104.2%","10,732"
"46 仙台東店","S_21.74","2,325.9","364","132","752","324,569","41,452,414","32.3%","36.2%","12.3%","112.0%","10,424"
"47 仙台泉店","S_21.74","2,421.4","346","151","825","367,823","38,087,314","34.1%","43.5%","10.0%","127.7%","12,530"
"48 福岡本店","S_21.74","3,995.7","439","202","1,465","408,523","50,948,952","36.7%","45.9%","10.8%","125.3%","11,787"
"49 筑紫野店","S_21.74","3,704.5","520","219","1,527","416,563","45,769,200","41.2%","42.1%","9.3%","102.2%","10,647"
"50 福重店","S_21.74","3,617.6","420","174","1,296","341,460","50,438,393","35.8%","41.5%","13.2%","115.9%","10,479"
"51 伊都店","S_21.74","1,993.8","360","92","740","187,980","29,085,846","37.1%","25.7%","14.0%","69.2%","6,443"
"52 飯塚店","S_21.74","2,331.8","417","155","883","300,426","39,502,105","37.9%","37.1%","11.3%","97.9%","9,230"
"53 中間店","S_21.74","2,739.7","336","130","906","248,259","26,051,528","33.1%","38.8%","8.8%","117.2%","9,632"
"54 門司店","S_21.74","696.0","221","63","184","124,665","22,771,520","26.4%","28.4%","16.8%","107.6%","7,013"
"55 松浦店","S_21.74","347.6","241","42","62","87,154","18,460,385","17.8%","17.4%","20.0%","97.8%","4,237"
"56 佐々インター店","S_21.74","1,975.8","463","211","678","420,693","61,025,416","34.3%","45.7%","12.4%","133.1%","11,265"
"57 大野店","S_21.74","592.3","217","58","131","124,119","22,060,803","22.0%","26.5%","16.2%","120.1%","6,894"
"58 佐世保南店","S_21.74","1,428.7","296","145","590","288,385","50,989,624","41.3%","49.0%","16.0%","118.6%","12,325"
"59 大村店","S_21.74","1,029.1","272","115","326","233,663","36,880,746","31.7%","42.4%","14.0%","133.7%","10,588"
"60 諫早店","S_21.74","2,135.8","440","160","795","308,124","43,175,781","37.2%","36.4%","12.2%","97.9%","8,927"
"61 長与店","S_21.74","796.3","341","148","368","294,107","41,624,006","46.3%","43.2%","11.9%","93.5%","10,825"
"62 女神店","S_21.74","1,291.0","480","203","437","387,325","66,647,310","33.9%","42.3%","15.0%","125.0%","10,426"
"63 大分本店","S_20.00","2,903.5","302","95","895","173,734","21,093,298","30.8%","31.5%","10.3%","102.3%","8,004"
"64 南大分店","S_21.74","1,729.6","366","134","578","263,386","34,081,186","33.4%","36.7%","11.2%","110.0%","9,176"
"65 日向店","S_20.00","1,070.6","341","143","336","236,781","22,288,125","31.4%","41.9%","6.8%","133.4%","10,302"
"66 都城店","S_21.74","1,884.1","431","163","724","301,613","25,577,109","38.4%","37.9%","6.5%","98.7%","9,356"
"67 大淀店","S_21.74","3,006.8","551","218","1,074","383,091","24,009,145","35.7%","39.6%","4.3%","110.9%","9,682"
"68 延岡店","S_20.00","1,042.5","351","150","360","250,702","35,961,790","34.5%","42.7%","12.2%","123.8%","10,399"
"69 松橋インター店","S_21.74","945.1","313","123","365","267,514","25,755,738","38.6%","39.3%","9.6%","102.0%","9,698"
"70 八代店","S_21.74","1,235.5","398","185","411","393,899","33,426,174","33.3%","46.4%","8.5%","139.6%","11,353"
