"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"19 S熊谷店","S_5.49","240.0","49","29","106","21,628","2,383,490","44.1%","60.0%","11.0%","136.1%","14,629"
"20 S鴻巣店","S_5.49","209.9","61","35","111","25,434","2,632,435","52.8%","56.8%","10.4%","107.6%","13,677"
"21 S上里店","S_5.49","271.7","80","44","116","31,254","3,993,885","42.5%","54.5%","12.8%","128.0%","13,029"
"22 入間店","S_5.49","160.1","76","31","57","21,782","2,588,874","35.4%","40.9%","11.9%","115.7%","10,073"
"23 坂戸店","S_5.49","157.0","49","30","76","24,018","3,185,346","48.4%","62.0%","13.3%","128.0%","14,499"
"25 杉戸店","S_5.49","158.0","40","20","74","14,681","2,043,935","46.9%","50.4%","13.9%","107.6%","12,425"
"26 羽生店","S_5.49","299.6","80","29","107","20,477","2,137,519","35.7%","35.8%","10.4%","100.2%","8,597"
"27 千葉みなと店","S_5.49","281.6","132","76","164","50,496","7,650,580","58.1%","57.8%","15.2%","99.5%","14,057"
"28 浜野店","S_5.49","397.8","70","47","170","35,102","4,055,011","42.8%","66.8%","11.6%","156.0%","16,761"
"29 佐倉店","S_5.49","298.6","55","30","137","23,179","2,526,625","45.9%","55.2%","10.9%","120.2%","13,708"
"32 旭店","S_5.49","179.5","39","13","49","10,437","1,180,883","27.3%","33.4%","11.3%","122.4%","8,297"
"33 妙典駅前店","S_6.25","202.2","47","23","105","19,055","3,318,091","51.8%","47.7%","17.4%","92.2%","12,239"
"34 ＷＡＫＯ鹿島店","S_5.49","267.0","22","6","79","3,871","556,430","29.7%","26.0%","13.7%","87.5%","6,107"
"35 神栖店","S_5.49","220.0","37","16","70","11,039","2,498,170","31.8%","43.0%","21.8%","135.3%","10,780"
"36 立川店","S_5.49","433.9","116","35","198","26,392","6,234,724","45.6%","30.3%","22.5%","66.5%","7,682"
"38 八王子北野店","S_6.25","350.8","91","31","135","25,781","5,741,574","38.5%","34.4%","21.3%","89.4%","8,858"
"41 座間店","S_5.49","173.9","101","48","81","33,094","4,561,082","46.9%","48.0%","13.8%","102.5%","11,954"
"42 平塚駅前店","S_5.49","206.5","64","37","119","28,490","4,531,886","57.5%","57.0%","15.9%","99.0%","15,253"
"43 上永谷店","S_5.56","204.6","72","27","73","20,982","3,082,365","35.7%","37.4%","14.7%","104.9%","9,632"
"44 姫路店　","S_5.43","225.7","100","53","107","35,964","5,234,220","47.2%","53.2%","14.3%","112.7%","12,986"
"45 新開地店","S_5.49","387.0","114","56","195","38,475","5,924,602","50.5%","48.7%","15.1%","96.4%","12,511"
"46 仙台東店","S_5.49","28.0","28","16","16","14,165","2,974,579","58.7%","58.7%","20.5%","100.0%","16,997"
"47 仙台泉店","S_5.49","25.0","25","14","14","12,044","1,324,962","57.2%","57.2%","10.6%","100.0%","16,265"
"48 福岡本店","S_5.49","238.0","80","43","104","29,927","5,484,493","43.9%","53.8%","16.6%","122.7%","13,815"
"49 筑紫野店","S_5.49","313.3","119","56","119","38,385","9,333,580","38.0%","46.8%","22.9%","123.0%","11,563"
"50 福重店","S_5.49","465.2","60","31","239","21,732","5,769,513","51.3%","51.0%","25.4%","99.4%","12,824"
"51 伊都店","S_5.49","436.6","80","37","231","26,130","5,109,450","52.9%","46.1%","17.8%","87.1%","11,464"
"52 飯塚店","S_5.49","323.0","67","35","124","24,219","5,609,347","38.3%","51.6%","21.6%","134.8%","12,844"
"53 中間店","S_5.49","220.0","60","35","100","22,571","4,889,563","45.6%","58.9%","20.2%","129.0%","14,479"
"54 門司店","S_5.49","153.9","52","20","49","12,475","2,558,545","31.9%","38.0%","19.0%","119.1%","9,222"
"55 松浦店","S_5.49","96.9","80","21","23","12,940","2,517,640","23.6%","25.7%","17.4%","109.0%","6,365"
"56 佐々インター店","S_5.49","253.4","40","19","89","13,297","2,618,094","35.0%","48.4%","18.1%","138.2%","11,789"
"57 大野店","S_5.49","129.5","70","25","35","18,041","4,026,680","27.4%","36.6%","20.6%","133.7%","9,748"
"58 佐世保南店","S_5.49","136.0","56","25","61","17,653","4,144,448","44.8%","44.6%","22.1%","99.6%","11,046"
"59 大村店","S_5.49","142.0","57","18","49","13,451","2,922,910","34.5%","32.3%","20.3%","93.8%","8,056"
"60 諫早店","S_5.49","258.1","78","39","102","26,480","6,308,141","39.3%","50.1%","22.0%","127.4%","12,529"
"61 長与店","S_5.49","38.0","38","20","20","14,793","3,467,242","52.1%","52.1%","21.9%","100.0%","12,885"
"62 女神店","S_5.49","128.6","79","39","54","26,031","6,291,258","42.1%","49.7%","22.0%","118.2%","11,802"
"63 大分本店","S_5.49","447.0","86","37","170","26,169","6,166,212","38.1%","43.3%","22.2%","113.8%","11,099"
"64 南大分店","S_5.49","236.9","35","14","94","10,125","1,747,387","39.5%","39.6%","16.2%","100.2%","9,941"
"65 日向店","S_5.49","206.2","69","25","64","17,715","3,662,577","31.3%","36.4%","18.4%","116.6%","9,112"
"66 都城店","S_5.49","145.0","43","22","57","15,053","3,820,896","39.1%","50.0%","24.2%","127.9%","12,171"
"67 大淀店","S_5.49","389.3","77","38","175","26,490","4,304,707","45.0%","48.8%","14.8%","108.4%","12,074"
"68 延岡店","S_5.49","80.5","62","23","30","16,631","2,419,976","36.8%","36.9%","13.0%","100.3%","9,237"
"69 松橋インター店","S_5.49","44.0","44","22","22","15,266","1,639,572","50.6%","50.6%","10.7%","100.0%","12,085"
"70 八代店","S_5.49","81.0","41","25","46","17,745","3,185,879","56.5%","61.8%","18.0%","109.3%","15,242"
