"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"店舗平均","-","-","14,391","-","-","3,803,567","841,058,546","-","-","21.5%","-","20,405"
"1 沼田店","P_1.00","1,185.4","283","105","414","67,595","14,550,147","34.9%","37.1%","21.5%","106.2%","18,520"
"2 渋川インター店","P_1.00","583.9","144","53","220","40,661","9,343,683","37.7%","37.1%","23.0%","98.4%","19,285"
"3 中之条店","P_1.00","993.4","126","35","361","23,594","5,824,624","36.3%","28.1%","24.7%","77.3%","13,913"
"4 前橋若宮店","P_1.00","1,007.2","135","59","356","45,086","9,576,990","35.3%","43.5%","21.2%","123.2%","23,206"
"5 前橋大利根店","P_1.00","1,727.6","236","90","618","68,307","14,344,991","35.8%","38.3%","21.0%","107.0%","19,850"
"6 ガーデン前橋店","P_1.00","1,280.7","211","83","396","60,156","11,550,274","30.9%","39.3%","19.2%","127.2%","19,920"
"7 富岡店","P_1.00","263.0","143","71","105","50,319","8,418,002","39.8%","49.7%","16.7%","125.0%","25,635"
"8 安中店","P_1.00","443.1","203","63","111","49,635","9,858,945","25.0%","31.1%","19.9%","124.4%","16,643"
"9 高崎本店","P_1.00","1,341.9","180","96","559","71,287","12,320,800","41.6%","53.2%","17.3%","127.9%","28,607"
"10 倉賀野店","P_1.00","1,138.6","298","73","394","51,359","8,691,522","34.6%","24.5%","16.9%","71.0%","12,024"
"11 金古店","P_1.00","1,188.9","209","89","493","66,199","14,623,416","41.5%","42.3%","22.1%","102.1%","21,932"
"12 伊勢崎店","P_1.00","708.1","154","42","265","31,999","8,600,250","37.4%","27.4%","26.9%","73.3%","13,948"
"13 大間々店","P_1.00","1,469.5","242","94","510","66,663","13,959,551","34.7%","39.1%","20.9%","112.6%","19,298"
"14 館林店","P_1.00","950.4","239","74","259","52,878","10,800,181","27.2%","31.0%","20.4%","114.1%","15,462"
"15 太田矢島店","P_1.00","1,277.0","212","105","503","73,721","14,754,312","39.4%","49.4%","20.0%","125.5%","25,144"
"16 太田店","P_1.00","1,679.0","285","110","644","78,681","15,702,438","38.4%","38.8%","20.0%","101.2%","19,935"
"17 上越店","P_1.00","1,219.2","239","64","349","40,253","8,531,455","28.6%","26.8%","18.9%","93.7%","13,822"
"18 上田店","P_1.09","804.4","157","72","233","51,534","11,668,788","29.0%","46.0%","22.3%","158.6%","22,930"
"19 S熊谷店","P_1.00","1,315.5","260","135","383","98,824","21,064,842","29.1%","51.8%","21.3%","177.8%","26,255"
"20 S鴻巣店","P_1.00","1,187.3","240","86","326","66,104","12,833,679","27.5%","35.8%","19.4%","130.3%","18,392"
"21 S上里店","P_1.00","1,464.6","237","69","363","51,748","12,625,017","24.8%","29.0%","24.4%","117.0%","14,636"
"22 入間店","P_1.00","1,924.1","214","67","643","47,384","9,776,541","33.4%","31.4%","20.6%","94.0%","15,980"
"23 坂戸店","P_1.00","1,083.4","198","85","400","61,704","12,284,288","36.9%","42.7%","19.9%","115.9%","21,317"
"24 花園店","P_1.00","1,121.2","171","103","392","70,558","12,456,004","34.9%","60.0%","17.7%","171.9%","29,761"
"25 杉戸店","P_1.00","1,149.7","167","46","404","36,419","8,778,538","35.1%","27.6%","24.1%","78.5%","13,918"
"26 羽生店","P_1.00","1,129.4","199","58","245","39,487","5,603,600","21.7%","29.2%","14.2%","134.8%","15,060"
"27 千葉みなと店","P_1.00","827.0","235","85","300","65,374","15,906,152","36.3%","36.0%","24.3%","99.2%","18,431"
"28 浜野店","P_1.00","1,158.9","192","77","317","59,803","13,627,321","27.4%","40.0%","22.8%","146.1%","21,643"
