"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"27 千葉みなと店","P_1.00","810.4","217","80","302","68,118","14,711,516","37.2%","37.0%","21.6%","99.3%","18,865"
"28 浜野店","P_1.00","1,130.9","191","77","329","68,191","15,214,987","29.1%","40.6%","22.3%","139.7%","21,450"
"29 佐倉店","P_1.00","1,227.1","192","89","416","71,192","15,546,843","33.9%","46.3%","21.8%","136.6%","23,890"
"30 S東金店","P_1.00","832.0","184","117","312","87,236","12,286,082","37.5%","63.3%","14.1%","168.9%","33,241"
"32 旭店","P_1.00","925.8","185","47","244","37,407","8,528,490","26.4%","25.6%","22.8%","97.2%","12,694"
"33 妙典駅前店","P_1.00","858.6","132","55","342","49,352","10,084,408","39.8%","41.6%","20.4%","104.4%","22,530"
"34 ＷＡＫＯ鹿島店","P_1.00","671.4","219","94","212","62,276","13,859,259","31.6%","42.7%","21.7%","135.4%","22,045"
"35 神栖店","P_1.00","872.2","176","64","290","44,919","13,220,584","33.3%","36.6%","29.0%","110.1%","18,494"
"36 立川店","P_1.00","842.7","199","47","318","36,323","10,531,477","37.7%","23.8%","28.1%","63.2%","12,856"
"37 新小岩店","P_1.00","1,656.4","246","89","501","63,969","18,416,008","30.3%","36.1%","28.1%","119.2%","18,899"
"38 八王子北野店","P_1.12","998.9","35","12","382","12,081","2,483,383","38.3%","33.9%","19.7%","88.5%","19,799"
"40 錦糸町店","P_1.00","652.7","113","51","250","38,633","12,855,872","38.3%","45.2%","32.6%","118.0%","23,875"
"41 座間店","P_1.00","759.0","251","88","337","72,939","18,142,041","44.5%","34.9%","24.9%","78.5%","18,009"
"42 平塚駅前店","P_1.00","995.4","194","65","372","55,250","14,877,138","37.4%","33.6%","26.9%","89.9%","17,882"
"43 上永谷店","P_1.00","725.3","130","44","299","37,717","10,348,550","41.2%","33.7%","27.4%","81.7%","17,831"
"44 姫路店　","P_1.02","904.3","202","63","314","41,700","10,600,678","34.7%","30.9%","25.2%","89.2%","15,049"
"45 新開地店","P_1.00","894.4","228","119","374","73,130","13,087,768","41.8%","52.3%","17.7%","125.1%","25,719"
"46 仙台東店","P_1.00","1,088.4","180","77","337","60,599","12,869,672","31.0%","42.7%","20.8%","137.9%","23,462"
"47 仙台泉店","P_1.00","920.6","167","89","346","69,970","13,846,761","37.6%","53.2%","19.5%","141.5%","29,550"
"48 福岡本店","P_1.00","1,959.7","199","99","776","66,035","19,285,623","39.6%","50.0%","27.7%","126.2%","26,744"
"49 筑紫野店","P_1.00","2,253.7","376","168","839","115,313","28,621,043","37.2%","44.6%","23.4%","119.9%","23,392"
"50 福重店","P_1.00","1,740.0","200","98","748","69,225","18,276,215","43.0%","49.0%","25.4%","113.8%","25,899"
"51 伊都店","P_1.00","1,669.0","239","81","666","58,051","14,847,266","39.9%","33.7%","24.7%","84.5%","18,161"
"52 飯塚店","P_1.00","1,950.1","309","128","712","79,039","18,724,008","36.5%","41.4%","22.2%","113.3%","21,090"
"53 中間店","P_1.00","1,339.8","205","81","482","47,742","10,508,764","35.9%","39.7%","20.6%","110.5%","19,749"
"54 門司店","P_1.00","587.1","203","65","171","38,830","8,255,093","29.1%","32.2%","19.6%","110.5%","16,122"
"55 松浦店","P_1.00","339.6","200","38","57","26,375","8,596,637","16.8%","19.1%","31.0%","113.6%","9,650"
"56 佐々インター店","P_1.00","1,429.6","197","122","523","70,967","11,802,045","36.6%","61.6%","14.3%","168.6%","31,038"
"57 大野店","P_1.00","601.8","196","60","129","41,417","10,688,269","21.4%","30.7%","24.4%","143.1%","15,912"
"58 佐世保南店","P_1.00","1,220.8","180","91","546","57,759","15,655,574","44.8%","50.9%","25.8%","113.7%","26,011"
"59 大村店","P_1.00","824.0","207","89","282","51,679","10,951,935","34.2%","43.1%","19.5%","125.9%","22,401"
"60 諫早店","P_1.00","1,447.1","317","124","544","82,574","22,264,502","37.6%","39.0%","25.7%","103.9%","20,562"
"61 長与店","P_1.00","592.3","212","108","286","68,912","17,201,380","48.2%","51.1%","23.1%","105.9%","26,254"
"62 女神店","P_1.00","1,261.2","318","149","426","96,902","27,410,674","33.8%","46.7%","26.3%","138.5%","23,798"
"63 大分本店","P_1.00","2,086.7","261","108","602","68,558","15,516,453","28.9%","41.2%","21.1%","142.9%","21,683"
"64 南大分店","P_1.00","870.3","263","107","322","64,772","15,392,385","36.9%","40.9%","22.5%","110.6%","21,025"
"65 日向店","P_1.00","1,220.8","271","114","403","71,799","17,994,489","33.0%","41.9%","22.7%","127.0%","21,243"
"66 都城店","P_1.00","2,081.0","275","91","866","55,389","13,876,932","41.6%","33.1%","23.3%","79.5%","17,386"
"67 大淀店","P_1.00","1,651.2","310","148","790","88,310","18,944,424","47.9%","47.7%","20.4%","99.6%","24,335"
"68 延岡店","P_1.00","1,064.3","212","96","425","57,002","12,563,627","39.9%","45.3%","20.3%","113.4%","23,116"
"69 松橋インター店","P_1.00","1,056.8","172","52","387","35,215","6,081,500","36.6%","30.0%","17.3%","81.9%","15,845"
"70 八代店","P_1.00","1,737.6","239","95","573","63,043","10,801,700","33.0%","39.7%","17.1%","120.4%","20,073"
