"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"店舗平均","-","-","75","-","-","17,947","3,634,282","-","-","19.2%","-","15,874"
"10 倉賀野店","S_2.50","35.9","36","27","27","9,572","1,539,558","73.8%","73.8%","16.1%","100.0%","17,620"
"63 大分本店","S_2.50","156.0","40","24","85","8,375","2,094,724","54.8%","59.1%","22.8%","107.9%","14,254"
