"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"店舗平均","-","-","4,094","-","-","1,612,926","284,086,395","-","-","17.0%","-","12,478"
"1 沼田店","S_5.49","223.0","41","22","91","16,966","3,390,275","40.8%","52.8%","20.0%","129.4%","13,053"
"2 渋川インター店","S_5.49","126.9","35","19","52","15,437","2,333,153","41.0%","53.3%","15.1%","130.0%","13,509"
"3 中之条店","S_5.49","191.0","23","10","84","8,111","1,609,846","43.7%","42.7%","19.8%","97.7%","10,259"
"4 前橋若宮店","S_5.49","123.4","16","7","46","6,724","1,076,645","37.6%","44.5%","16.0%","118.5%","11,752"
"5 前橋大利根店","S_5.49","199.5","76","44","105","35,698","5,791,375","52.8%","58.5%","16.2%","110.7%","14,770"
"6 ガーデン前橋店","S_5.49","273.4","69","35","113","28,633","3,425,824","41.3%","50.8%","12.0%","122.9%","12,499"
"7 富岡店","S_5.49","58.8","36","13","17","10,405","1,661,695","29.5%","36.3%","16.0%","123.1%","9,047"
"8 安中店","S_5.49","120.5","97","43","48","31,020","3,516,261","39.4%","44.3%","11.3%","112.3%","10,919"
"9 高崎本店","S_5.49","296.1","35","25","170","21,315","2,443,297","57.3%","71.3%","11.5%","124.4%","18,998"
"10 倉賀野店","S_5.49","116.8","54","28","68","23,378","3,251,307","58.2%","51.4%","13.9%","88.3%","12,716"
"11 金古店","S_5.49","131.9","48","26","73","21,437","3,666,019","55.4%","54.8%","17.1%","99.0%","13,719"
"12 伊勢崎店","S_5.49","297.8","77","39","179","29,012","3,618,471","60.0%","50.2%","12.5%","83.8%","12,426"
"13 大間々店","S_5.49","116.0","83","45","60","35,238","3,814,917","51.3%","53.8%","10.8%","104.9%","13,308"
"14 館林店","S_5.49","218.9","59","26","66","20,777","3,220,361","30.2%","43.8%","15.5%","145.0%","10,754"
"15 太田矢島店","S_5.49","261.3","42","22","133","18,892","2,976,869","50.8%","53.2%","15.8%","104.8%","13,331"
"16 太田店","S_5.49","239.3","90","50","125","38,022","5,357,177","52.2%","55.7%","14.1%","106.7%","14,106"
"17 上越店","S_5.62","194.5","80","37","72","28,827","6,964,100","37.2%","46.7%","21.2%","125.5%","11,860"
"18 上田店","S_5.43","221.8","26","11","76","8,471","1,999,760","34.0%","41.7%","23.2%","122.4%","10,021"
"19 S熊谷店","S_5.49","371.9","49","29","127","23,718","3,271,611","34.2%","58.8%","13.8%","171.9%","14,645"
"20 S鴻巣店","S_5.49","256.6","87","43","131","34,721","4,288,389","51.1%","50.0%","12.4%","97.9%","12,151"
"21 S上里店","S_5.49","345.3","120","49","127","38,961","3,968,849","36.9%","40.7%","10.2%","110.3%","10,088"
"22 入間店","S_5.49","204.0","88","32","63","27,187","4,641,597","31.1%","36.9%","17.1%","118.7%","9,227"
"23 坂戸店","S_5.49","164.5","56","32","78","26,090","3,042,321","47.4%","57.9%","11.7%","122.1%","14,014"
"25 杉戸店","S_5.49","242.6","84","34","110","26,618","4,938,533","45.5%","41.0%","18.6%","90.2%","10,226"
"26 羽生店","S_5.49","318.9","80","27","114","21,805","3,184,835","35.9%","34.1%","14.6%","94.9%","8,546"
"27 千葉みなと店","S_5.49","315.2","165","95","179","70,978","10,746,373","56.8%","57.4%","15.1%","101.1%","14,268"
"28 浜野店","S_5.49","412.3","85","52","193","44,117","6,068,963","46.7%","61.9%","13.8%","132.4%","16,096"
"29 佐倉店","S_5.49","292.9","35","24","135","19,842","2,399,895","46.1%","67.8%","12.1%","147.0%","17,030"
"30 S東金店","S_5.49","185.5","47","31","83","26,494","4,421,514","44.7%","66.2%","16.7%","148.2%","17,249"
"32 旭店","S_5.49","179.4","39","18","56","14,529","1,312,358","31.4%","45.9%","9.0%","146.2%","11,049"
"33 妙典駅前店","S_6.25","208.0","53","31","107","29,733","4,451,141","51.7%","58.8%","15.0%","113.8%","15,278"
"34 ＷＡＫＯ鹿島店","S_5.49","240.2","31","11","77","8,515","2,137,430","32.0%","36.9%","24.5%","115.5%","9,240"
"35 神栖店","S_5.49","133.2","28","13","47","9,733","1,868,292","35.4%","47.0%","18.3%","132.8%","12,316"
"36 立川店","S_5.49","497.9","74","23","231","18,896","3,920,028","46.3%","31.1%","19.6%","67.2%","8,223"
"38 八王子北野店","S_6.25","360.9","93","33","142","29,605","7,845,335","39.5%","35.4%","25.5%","89.6%","9,183"
"41 座間店","S_5.49","173.7","101","53","90","41,969","5,028,133","52.0%","52.7%","12.0%","101.3%","13,810"
"42 平塚駅前店","S_5.49","188.2","64","42","126","34,270","5,030,329","67.0%","66.1%","14.7%","98.8%","17,555"
"43 上永谷店","S_5.56","192.4","71","28","75","22,970","2,996,644","38.7%","39.1%","13.0%","100.9%","10,201"
"44 姫路店　","S_5.43","209.0","83","49","107","38,050","6,826,243","51.3%","59.0%","17.6%","114.9%","14,706"
"45 新開地店","S_5.49","386.3","114","58","193","44,351","8,400,073","49.9%","51.2%","18.7%","102.6%","13,260"
"46 仙台東店","S_5.49","28.0","28","17","17","15,453","3,046,883","60.0%","60.0%","19.2%","100.0%","17,815"
"47 仙台泉店","S_5.49","39.0","39","20","20","17,209","2,670,629","51.0%","51.0%","15.2%","100.0%","14,717"
"48 福岡本店","S_5.49","237.9","80","44","111","33,327","8,297,812","46.5%","55.1%","23.3%","118.7%","14,090"
"49 筑紫野店","S_5.49","318.0","108","56","123","41,940","9,829,079","38.6%","51.9%","22.0%","134.4%","13,115"
"50 福重店","S_5.49","489.7","60","30","252","22,390","5,052,252","51.4%","49.5%","21.3%","96.2%","12,725"
"51 伊都店","S_5.49","436.7","80","41","234","29,932","6,505,089","53.5%","51.3%","20.0%","95.8%","12,741"
"52 飯塚店","S_5.49","332.0","76","36","136","27,566","5,565,967","40.8%","46.8%","18.5%","114.6%","11,912"
"53 中間店","S_5.49","300.0","60","32","138","23,010","5,942,888","46.0%","52.8%","24.3%","114.9%","13,132"
"54 門司店","S_5.49","154.0","52","21","51","14,810","3,690,182","33.1%","40.1%","23.1%","121.2%","9,958"
"55 松浦店","S_5.49","97.0","80","21","24","15,578","3,120,286","24.7%","26.8%","17.8%","108.8%","6,700"
"56 佐々インター店","S_5.49","255.6","40","21","97","15,896","4,298,884","37.9%","53.1%","25.5%","139.9%","12,830"
"57 大野店","S_5.49","121.6","72","30","41","23,547","4,978,888","33.4%","41.6%","19.4%","124.4%","10,993"
"58 佐世保南店","S_5.49","116.0","36","18","56","14,349","3,542,791","48.7%","51.3%","23.7%","105.4%","12,991"
"59 大村店","S_5.49","134.0","57","22","50","17,258","3,859,613","37.5%","38.5%","21.1%","102.6%","9,685"
"60 諫早店","S_5.49","220.0","80","40","102","28,824","6,208,874","46.5%","50.1%","20.0%","107.7%","12,400"
"61 長与店","S_5.49","30.8","31","19","19","15,325","3,000,126","63.3%","63.3%","17.9%","100.0%","16,047"
"62 女神店","S_5.49","130.0","80","36","50","26,706","6,161,374","38.4%","45.5%","20.9%","118.4%","11,253"
