"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"50 福重店","P_4.00","2,495.9","319","84","566","287,044","63,204,303","22.7%","26.4%","21.6%","116.4%","14,495"
"51 伊都店","P_4.00","1,744.9","240","30","387","106,203","26,252,651","22.2%","12.3%","24.5%","55.6%","6,546"
"52 飯塚店","P_4.00","1,909.2","311","52","404","172,661","36,164,135","21.2%","16.7%","20.5%","78.8%","8,916"
"53 中間店","P_4.00","2,163.5","244","38","446","126,341","24,396,302","20.6%","15.6%","18.7%","75.5%","8,189"
"54 門司店","P_4.00","542.8","159","19","61","62,737","16,549,837","11.3%","11.7%","25.9%","103.4%","6,376"
"55 松浦店","P_4.00","238.6","159","11","14","39,244","12,679,914","5.8%","7.0%","32.1%","120.6%","3,542"
"56 佐々インター店","P_4.00","1,560.5","317","96","283","307,931","73,383,758","18.1%","30.4%","23.2%","167.6%","15,882"
"57 大野店","P_4.00","326.4","119","17","32","61,127","18,314,416","9.8%","14.4%","29.6%","147.3%","7,390"
"58 佐世保南店","P_4.00","1,152.2","251","70","275","240,019","66,957,518","23.8%","28.0%","27.3%","117.3%","14,993"
"59 大村店","P_4.00","750.8","199","57","144","183,133","38,314,627","19.2%","28.5%","20.4%","148.1%","15,690"
"60 諫早店","P_4.00","1,574.5","317","68","335","234,398","60,325,166","21.3%","21.4%","25.4%","100.6%","11,357"
"61 長与店","P_4.00","704.7","251","45","176","153,785","40,895,275","25.0%","18.1%","26.0%","72.5%","9,624"
"62 女神店","P_4.00","1,012.2","398","76","143","247,701","66,716,749","14.1%","19.2%","26.4%","135.8%","10,003"
"63 大分本店","P_4.00","2,507.0","263","25","383","89,000","22,712,452","15.3%","9.4%","25.2%","61.3%","5,173"
"64 南大分店","P_4.00","1,444.2","335","70","333","214,400","43,583,847","23.0%","21.0%","19.7%","91.3%","11,148"
"65 日向店","P_4.00","1,024.1","315","69","166","208,198","37,675,153","16.2%","21.9%","17.2%","135.6%","11,449"
"66 都城店","P_4.00","1,900.5","250","31","464","105,692","24,317,546","24.4%","12.6%","22.5%","51.7%","6,691"
"67 大淀店","P_4.00","2,418.8","395","105","583","303,358","51,469,888","24.1%","26.5%","16.4%","109.8%","13,954"
"68 延岡店","P_4.00","956.4","349","105","192","304,262","66,856,124","20.1%","30.2%","21.5%","150.0%","16,326"
"69 松橋インター店","P_4.00","761.6","256","36","166","134,735","30,276,200","21.8%","14.1%","22.5%","64.9%","7,515"
"70 八代店","P_4.00","1,047.7","280","59","174","226,206","39,787,200","16.7%","21.1%","17.6%","126.9%","11,366"
