"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"店舗平均","-","-","19,057","-","-","14,569,012","2,889,755,397","-","-","19.6%","-","11,144"
"1 沼田店","P_4.00","1,028.6","217","44","171","160,752","35,549,416","16.6%","20.1%","22.1%","120.8%","10,389"
"2 渋川インター店","P_4.00","490.2","250","41","97","163,775","37,414,968","19.9%","16.3%","22.8%","82.2%","8,696"
"3 中之条店","P_4.00","836.6","129","14","155","49,855","13,532,524","18.5%","10.8%","27.1%","58.5%","5,483"
"4 前橋若宮店","P_4.00","1,359.4","263","51","239","203,626","37,889,468","17.6%","19.3%","18.6%","110.2%","10,808"
"5 前橋大利根店","P_4.00","1,448.2","352","51","358","210,516","46,112,892","24.7%","14.4%","21.9%","58.4%","7,722"
"6 ガーデン前橋店","P_4.00","1,595.4","353","64","371","263,477","55,873,400","23.2%","18.2%","21.2%","78.5%","9,826"
"7 富岡店","P_4.00","450.7","251","46","62","169,633","37,951,016","13.7%","18.2%","22.4%","132.6%","9,299"
"8 安中店","P_4.00","731.6","252","34","54","148,051","30,950,876","7.4%","13.6%","20.9%","183.3%","7,662"
"9 高崎本店","P_4.00","2,177.5","368","114","538","457,388","62,379,300","24.7%","31.0%","13.6%","125.6%","17,830"
"10 倉賀野店","P_4.00","1,201.7","282","28","234","110,620","19,314,924","19.5%","10.0%","17.5%","51.3%","5,242"
"11 金古店","P_4.00","1,575.5","375","70","357","276,245","51,990,228","22.7%","18.6%","18.8%","82.1%","9,821"
"12 伊勢崎店","P_4.00","1,435.4","214","26","280","103,684","17,898,860","19.5%","12.1%","17.3%","62.1%","6,461"
"13 大間々店","P_4.00","936.5","296","52","130","194,358","35,348,008","13.9%","17.6%","18.2%","126.7%","9,008"
"14 館林店","P_4.00","933.6","239","41","123","165,880","35,316,448","13.1%","17.2%","21.3%","131.2%","9,206"
"15 太田矢島店","P_4.00","1,640.2","222","51","371","193,679","35,664,828","22.6%","22.8%","18.4%","100.6%","12,465"
"16 太田店","P_4.00","2,268.2","320","62","482","224,199","22,680,220","21.2%","19.2%","10.1%","90.6%","10,038"
"17 上越店","P_4.00","1,370.6","359","35","219","120,986","27,536,385","16.0%","9.8%","21.7%","61.3%","4,950"
"18 上田店","P_4.35","1,500.0","279","58","312","209,082","30,606,320","20.8%","20.8%","14.5%","99.9%","10,304"
"19 S熊谷店","P_4.00","1,561.5","321","95","224","359,317","70,741,824","14.3%","29.6%","19.7%","206.3%","15,324"
"20 S鴻巣店","P_4.00","1,183.9","301","56","240","226,746","55,114,092","20.3%","18.5%","24.3%","91.1%","9,559"
"21 S上里店","P_4.00","1,535.6","280","42","164","167,744","32,388,072","10.7%","15.0%","19.3%","140.7%","7,991"
"22 入間店","P_4.00","1,577.7","302","44","381","176,142","43,951,484","24.2%","14.6%","25.0%","60.6%","7,607"
"23 坂戸店","P_4.00","1,436.1","318","118","346","423,597","75,227,176","24.1%","37.1%","17.8%","154.0%","19,559"
"24 花園店","P_4.00","1,621.0","338","105","218","407,152","84,882,476","13.4%","31.0%","20.8%","230.3%","16,528"
"25 杉戸店","P_4.00","1,410.0","223","29","303","118,252","25,142,680","21.5%","13.2%","21.3%","61.2%","6,983"
"26 羽生店","P_4.00","845.6","199","24","81","99,988","19,308,600","9.6%","12.2%","19.3%","127.5%","6,603"
"27 千葉みなと店","P_4.00","1,897.3","306","34","523","137,102","27,814,988","27.6%","11.0%","20.3%","40.0%","5,830"
"28 浜野店","P_4.00","1,986.0","318","72","420","299,522","60,669,768","21.1%","22.6%","20.3%","106.9%","12,339"
"29 佐倉店","P_4.00","1,449.9","286","74","284","285,564","55,265,316","19.6%","25.8%","19.4%","131.4%","13,990"
"30 S東金店","P_4.00","1,315.4","300","123","325","447,945","40,683,076","24.7%","41.1%","9.1%","166.5%","22,213"
"32 旭店","P_4.00","414.6","221","19","66","77,541","16,547,720","15.9%","8.7%","21.3%","54.7%","4,445"
"33 妙典駅前店","P_4.00","1,554.7","143","38","394","167,506","31,999,440","25.3%","26.3%","19.1%","103.7%","14,930"
"34 ＷＡＫＯ鹿島店","P_4.00","1,072.3","317","105","188","326,907","50,854,133","17.6%","33.1%","15.4%","188.4%","17,371"
"35 神栖店","P_4.00","1,690.8","319","62","403","207,161","41,626,310","23.8%","19.5%","19.9%","82.0%","9,910"
"36 立川店","P_4.00","1,645.9","321","29","455","117,114","31,281,444","27.7%","9.2%","26.3%","33.3%","4,949"
"37 新小岩店","P_4.00","1,870.3","228","42","419","151,890","31,030,278","22.4%","18.6%","20.0%","82.8%","10,127"
"38 八王子北野店","P_4.00","1,852.0","88","11","488","48,315","13,417,698","26.4%","12.5%","27.5%","47.3%","7,063"
"40 錦糸町店","P_4.00","1,759.1","457","181","550","611,284","120,818,545","31.3%","39.5%","19.4%","126.5%","21,881"
"41 座間店","P_4.00","1,568.8","325","40","499","145,397","28,140,876","31.8%","12.2%","19.4%","38.4%","6,462"
"42 平塚駅前店","P_4.00","1,755.9","322","63","363","245,604","51,139,180","20.7%","19.5%","20.8%","94.5%","10,548"
"43 上永谷店","P_4.00","1,554.5","139","12","355","49,982","14,461,620","22.8%","8.4%","28.9%","36.8%","4,521"
"44 姫路店　","P_4.08","1,322.9","236","36","284","133,253","28,435,069","21.4%","15.1%","21.3%","70.6%","7,804"
"45 新開地店","P_4.00","1,181.7","409","148","296","502,115","75,157,896","25.0%","36.1%","14.9%","144.3%","19,209"
"46 仙台東店","P_4.00","1,803.6","258","64","418","265,312","55,119,233","23.2%","24.9%","20.7%","107.5%","14,333"
"47 仙台泉店","P_4.00","2,121.2","333","111","634","418,797","74,334,430","29.9%","33.5%","17.6%","111.9%","19,351"
"48 福岡本店","P_4.00","3,230.3","400","84","676","280,875","53,976,852","20.9%","21.0%","18.7%","100.1%","11,177"
"49 筑紫野店","P_4.00","2,838.8","637","136","630","436,910","85,381,979","22.2%","21.4%","19.0%","96.3%","11,252"
