"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"店舗平均","-","-","19,345","-","-","15,508,706","2,901,130,882","-","-","18.5%","-","12,042"
"1 沼田店","P_4.00","1,021.0","212","43","174","151,788","30,839,188","17.0%","20.2%","20.3%","118.8%","10,338"
"2 渋川インター店","P_4.00","489.0","249","44","100","170,474","29,639,060","20.4%","17.6%","17.4%","86.2%","9,357"
"3 中之条店","P_4.00","829.6","129","15","157","52,801","12,598,528","19.0%","11.3%","23.9%","59.9%","5,831"
"4 前橋若宮店","P_4.00","1,803.0","267","60","424","234,585","36,966,248","23.5%","22.3%","15.8%","94.7%","12,367"
"5 前橋大利根店","P_4.00","1,844.9","315","60","557","235,885","48,407,704","30.2%","19.2%","20.5%","63.5%","10,126"
"6 ガーデン前橋店","P_4.00","1,253.4","354","75","328","304,516","67,951,876","26.2%","21.3%","22.3%","81.4%","11,455"
"7 富岡店","P_4.00","525.2","285","55","75","185,887","34,387,608","14.2%","19.1%","18.5%","134.4%","9,645"
"8 安中店","P_4.00","799.8","280","36","60","146,530","33,764,636","7.5%","12.8%","23.0%","170.4%","6,975"
"9 高崎本店","P_4.00","2,139.2","368","134","634","503,294","63,117,500","29.6%","36.3%","12.5%","122.5%","20,415"
"10 倉賀野店","P_4.00","1,160.0","246","33","266","120,318","21,339,392","22.9%","13.5%","17.7%","58.8%","6,896"
"11 金古店","P_4.00","1,610.7","376","72","420","285,324","55,909,208","26.1%","19.2%","19.6%","73.7%","10,384"
"12 伊勢崎店","P_4.00","1,097.9","222","29","219","114,403","26,204,000","20.0%","13.2%","22.9%","66.1%","6,809"
"13 大間々店","P_4.00","971.9","332","48","140","179,303","31,851,552","14.4%","14.5%","17.8%","100.6%","7,456"
"14 館林店","P_4.00","931.4","237","48","140","190,739","38,693,872","15.1%","20.3%","20.3%","134.6%","11,132"
"15 太田矢島店","P_4.00","1,674.5","223","55","398","211,751","44,470,984","23.8%","24.6%","21.0%","103.6%","13,729"
"16 太田店","P_4.00","2,254.5","314","51","495","195,519","32,780,872","21.9%","16.3%","16.8%","74.1%","8,391"
"17 上越店","P_4.00","1,383.3","331","43","269","145,410","39,940,049","19.5%","13.1%","26.3%","67.1%","6,638"
"18 上田店","P_4.35","1,374.1","312","68","241","251,398","59,804,280","17.6%","21.9%","23.6%","124.7%","11,055"
"19 S熊谷店","P_4.00","1,692.2","320","99","238","372,083","70,027,264","14.1%","31.1%","18.8%","220.9%","16,201"
"20 S鴻巣店","P_4.00","1,253.5","300","77","263","297,696","50,558,172","21.0%","25.7%","17.0%","122.6%","13,582"
"21 S上里店","P_4.00","1,499.1","277","48","184","183,704","35,663,892","12.2%","17.2%","19.4%","140.6%","8,940"
"22 入間店","P_4.00","1,617.0","301","50","403","182,970","38,381,476","24.9%","16.5%","21.0%","66.2%","8,444"
"23 坂戸店","P_4.00","1,434.5","317","119","356","435,685","73,446,272","24.8%","37.7%","16.9%","151.8%","19,975"
"24 花園店","P_4.00","1,694.9","374","136","263","500,053","84,334,572","15.5%","36.4%","16.9%","234.5%","19,027"
"25 杉戸店","P_4.00","1,449.6","223","33","325","128,982","25,381,732","22.4%","15.0%","19.7%","66.8%","8,071"
