"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"28 浜野店","P_1.00","1,151.1","191","81","338","69,134","17,780,549","29.4%","42.6%","25.7%","144.9%","22,637"
"29 佐倉店","P_1.00","1,220.6","200","95","458","71,229","15,990,337","37.5%","47.4%","22.4%","126.4%","23,961"
"30 S東金店","P_1.00","794.5","187","130","357","85,200","9,523,676","45.0%","69.5%","11.2%","154.5%","35,969"
"32 旭店","P_1.00","950.5","181","53","275","39,759","7,283,060","28.9%","29.0%","18.3%","100.4%","14,202"
"33 妙典駅前店","P_1.00","866.7","126","57","361","46,396","9,087,785","41.7%","45.6%","19.6%","109.4%","24,213"
"34 ＷＡＫＯ鹿島店","P_1.00","702.1","247","107","237","66,936","15,728,945","33.8%","43.2%","23.0%","127.7%","22,042"
"35 神栖店","P_1.00","905.3","176","72","333","48,088","11,089,856","36.8%","40.6%","22.5%","110.2%","20,719"
"36 立川店","P_1.00","792.7","239","70","321","47,847","11,822,097","40.5%","29.3%","23.8%","72.3%","15,411"
"37 新小岩店","P_1.00","1,685.7","247","110","549","72,447","16,714,736","32.6%","44.6%","22.5%","137.0%","22,927"
"38 八王子北野店","P_1.12","1,027.5","63","23","423","21,931","6,473,746","41.2%","37.0%","28.7%","89.8%","21,403"
"40 錦糸町店","P_1.00","646.7","157","81","294","59,806","19,101,253","45.4%","51.9%","31.3%","114.4%","27,403"
"41 座間店","P_1.00","935.3","251","92","463","78,079","22,022,204","49.5%","36.7%","28.2%","74.0%","19,304"
"42 平塚駅前店","P_1.00","997.0","196","79","405","65,828","17,893,203","40.6%","40.3%","27.2%","99.2%","21,377"
"43 上永谷店","P_1.00","736.7","132","52","328","44,217","12,605,620","44.5%","39.4%","28.5%","88.6%","20,652"
"44 姫路店　","P_1.02","901.5","200","71","352","47,433","12,173,267","39.0%","35.4%","25.5%","90.7%","16,918"
"45 新開地店","P_1.00","966.1","260","137","434","80,219","13,233,848","45.0%","52.9%","16.3%","117.6%","26,776"
"46 仙台東店","P_1.00","1,035.5","183","86","336","68,775","14,146,024","32.5%","47.1%","20.2%","144.9%","27,256"
"47 仙台泉店","P_1.00","1,025.0","167","87","372","72,513","18,403,998","36.3%","52.2%","25.1%","143.9%","30,258"
"48 福岡本店","P_1.00","1,999.7","239","124","829","80,281","19,739,830","41.5%","52.0%","23.2%","125.3%","27,655"
"49 筑紫野店","P_1.00","2,320.8","467","186","888","123,892","31,053,433","38.3%","39.9%","23.6%","104.2%","20,862"
"50 福重店","P_1.00","1,698.8","160","87","761","61,270","18,289,006","44.8%","54.3%","29.0%","121.2%","29,123"
"51 伊都店","P_1.00","1,627.5","239","88","662","61,149","14,902,670","40.7%","37.0%","23.4%","90.9%","19,793"
"52 飯塚店","P_1.00","2,020.7","351","142","753","83,260","17,837,794","37.3%","40.5%","20.0%","108.6%","20,462"
"53 中間店","P_1.00","1,340.8","206","88","520","52,977","13,322,184","38.8%","42.7%","23.9%","110.2%","21,631"
"54 門司店","P_1.00","585.7","202","69","182","41,032","8,216,715","31.0%","34.0%","18.6%","109.7%","17,035"
"55 松浦店","P_1.00","339.9","200","38","56","25,781","9,543,891","16.4%","19.1%","35.5%","116.4%","9,554"
"56 佐々インター店","P_1.00","1,429.5","196","123","548","72,568","14,057,350","38.3%","62.6%","17.1%","163.3%","32,074"
"57 大野店","P_1.00","570.7","197","71","148","46,307","12,629,664","26.0%","36.0%","25.9%","138.6%","18,238"
"58 佐世保南店","P_1.00","1,253.3","214","116","579","70,513","16,471,158","46.2%","54.5%","22.0%","118.0%","28,125"
"59 大村店","P_1.00","746.6","207","92","296","53,084","12,235,558","39.6%","44.2%","21.4%","111.7%","23,123"
"60 諫早店","P_1.00","1,448.6","319","135","586","86,207","23,142,015","40.4%","42.3%","25.5%","104.7%","21,991"
"61 長与店","P_1.00","595.5","216","118","316","71,967","18,857,721","53.1%","54.6%","24.3%","102.9%","27,706"
"62 女神店","P_1.00","1,226.2","319","166","455","105,305","30,567,061","37.1%","52.1%","27.0%","140.3%","26,365"
"63 大分本店","P_1.00","1,898.5","261","112","606","67,342","13,674,616","31.9%","42.9%","18.9%","134.5%","21,973"
"64 南大分店","P_1.00","869.2","261","112","334","67,520","15,459,768","38.5%","42.8%","21.7%","111.1%","22,352"
"65 日向店","P_1.00","1,542.0","270","117","537","67,572","14,025,839","34.8%","43.2%","18.3%","124.1%","21,368"
"66 都城店","P_1.00","1,878.2","272","91","885","55,836","14,550,261","47.1%","33.6%","24.3%","71.3%","17,369"
"67 大淀店","P_1.00","1,650.5","310","160","881","91,854","20,171,627","53.4%","51.6%","20.8%","96.7%","26,181"
"68 延岡店","P_1.00","1,085.4","234","95","442","56,600","13,875,751","40.7%","40.7%","22.8%","100.1%","20,616"
"69 松橋インター店","P_1.00","1,074.9","181","57","399","38,777","7,528,400","37.1%","31.3%","19.4%","84.3%","16,458"
"70 八代店","P_1.00","1,740.0","241","115","613","73,833","13,335,400","35.2%","47.6%","18.1%","135.3%","23,820"
