"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"30 S東金店","S_21.74","1,387.8","419","271","637","531,764","-47,379,327","45.9%","64.5%","-8.9%","140.5%","16,438"
"32 旭店","S_21.74","550.8","220","55","140","151,535","18,549,371","25.4%","25.2%","12.2%","98.9%","6,109"
"33 妙典駅前店","S_21.74","2,091.3","298","117","805","299,390","37,117,980","38.5%","39.1%","12.4%","101.6%","9,984"
"34 ＷＡＫＯ鹿島店","S_21.74","1,771.3","249","91","491","197,259","37,534,429","27.7%","36.4%","18.6%","131.6%","9,122"
"35 神栖店","S_21.74","2,342.6","365","160","781","352,080","68,825,023","33.4%","43.8%","19.0%","131.4%","11,337"
"36 立川店","S_21.74","1,956.5","329","100","774","229,909","36,110,795","39.6%","30.2%","14.5%","76.4%","7,867"
"37 新小岩店","S_21.74","2,005.9","280","110","813","250,516","49,312,838","40.5%","39.4%","18.8%","97.1%","10,035"
"38 八王子北野店","S_21.74","2,244.2","373","115","903","254,903","40,620,893","40.3%","30.8%","14.9%","76.5%","7,840"
"40 錦糸町店","S_21.74","2,177.5","361","181","960","406,714","47,410,827","44.1%","50.2%","10.4%","113.9%","12,729"
"41 座間店","S_21.74","2,126.2","353","106","1,077","276,563","31,275,347","50.7%","30.0%","11.3%","59.2%","7,790"
"42 平塚駅前店","S_21.74","1,621.2","378","137","632","364,162","51,175,219","39.0%","36.1%","14.1%","92.7%","9,349"
"43 上永谷店","S_21.74","1,342.6","249","56","485","147,359","12,710,238","36.1%","22.7%","8.6%","62.7%","5,798"
"44 姫路店　","S_21.74","1,695.9","387","144","666","327,140","41,457,712","39.3%","37.1%","12.4%","94.5%","9,082"
"45 新開地店","S_20.00","1,815.8","585","254","770","516,219","55,927,358","42.4%","43.4%","10.5%","102.2%","10,668"
"46 仙台東店","S_21.74","2,326.7","365","124","786","333,706","54,850,433","33.8%","34.1%","16.0%","101.0%","9,931"
"47 仙台泉店","S_21.74","2,472.8","347","145","984","388,930","58,906,353","39.8%","41.9%","14.7%","105.2%","12,126"
"48 福岡本店","S_21.74","3,996.0","439","177","1,435","398,090","77,288,874","35.9%","40.3%","17.8%","112.3%","10,332"
"49 筑紫野店","S_21.74","3,704.7","520","204","1,551","431,128","67,660,737","41.9%","39.2%","14.1%","93.6%","9,883"
"50 福重店","S_21.74","3,614.2","419","169","1,392","367,977","67,526,881","38.5%","40.3%","16.8%","104.7%","10,410"
"51 伊都店","S_21.74","1,992.9","360","83","745","188,055","33,457,318","37.4%","23.2%","16.5%","62.1%","5,896"
"52 飯塚店","S_21.74","2,348.1","417","139","907","303,623","51,382,397","38.6%","33.4%","15.0%","86.5%","8,383"
"53 中間店","S_21.74","2,727.8","335","117","951","244,040","35,434,293","34.9%","34.9%","12.9%","100.1%","8,797"
"54 門司店","S_21.74","695.3","220","55","181","118,591","24,031,137","26.0%","24.9%","18.9%","95.8%","6,105"
"55 松浦店","S_21.74","346.2","240","42","64","95,205","23,612,405","18.4%","17.6%","23.8%","95.8%","4,293"
"56 佐々インター店","S_21.74","1,975.5","463","202","690","448,462","86,532,415","34.9%","43.7%","17.3%","125.0%","10,747"
"57 大野店","S_21.74","593.0","218","57","139","134,019","26,775,431","23.4%","26.1%","18.5%","111.3%","6,944"
"58 佐世保南店","S_21.74","1,428.0","295","143","595","300,339","55,779,007","41.6%","48.4%","17.0%","116.3%","12,198"
"59 大村店","S_21.74","1,030.5","273","119","335","253,479","33,834,634","32.5%","43.7%","11.4%","134.1%","10,937"
"60 諫早店","S_21.74","2,134.4","438","147","817","316,841","58,134,793","38.3%","33.6%","16.5%","87.7%","8,284"
"61 長与店","S_21.74","800.3","345","146","385","311,958","47,869,428","48.1%","42.2%","13.3%","87.7%","10,502"
"62 女神店","S_21.74","1,290.3","479","188","432","385,518","75,110,741","33.5%","39.3%","17.6%","117.2%","9,479"
"63 大分本店","S_21.74","3,206.2","302","176","985","168,458","23,249,623","30.7%","29.1%","12.0%","94.7%","7,456"
"63 大分本店","S_20.00","3,206.2","302","176","985","24,784","6,828,390","30.7%","29.1%","25.9%","94.7%","7,302"
"64 南大分店","S_21.74","1,729.4","365","128","585","268,852","40,074,759","33.8%","35.0%","13.1%","103.4%","8,641"
"65 日向店","S_20.00","1,070.2","341","141","354","258,920","36,829,496","33.1%","41.3%","11.6%","124.7%","10,009"
"66 都城店","S_21.74","2,337.0","438","146","996","285,166","22,719,478","42.6%","33.3%","5.8%","78.2%","8,142"
"67 大淀店","S_21.74","3,366.5","551","197","1,136","378,861","33,824,884","33.8%","35.8%","7.1%","106.1%","8,725"
"68 延岡店","S_20.00","1,044.0","352","139","354","253,406","44,396,837","33.9%","39.5%","15.4%","116.4%","9,639"
"69 松橋インター店","S_21.74","947.6","314","110","362","265,623","29,590,176","38.3%","35.2%","11.1%","92.1%","8,653"
"70 八代店","S_21.74","1,234.8","397","178","410","414,726","36,390,741","33.2%","44.9%","8.8%","135.2%","11,044"
