"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"店舗平均","-","-","4,069","-","-","1,560,174","258,169,850","-","-","15.9%","-","12,405"
"1 沼田店","S_5.49","177.9","41","22","78","16,572","2,846,460","44.1%","52.9%","17.2%","120.1%","13,067"
"2 渋川インター店","S_5.49","80.9","36","19","35","14,662","1,312,157","43.5%","52.2%","8.9%","120.0%","12,501"
"3 中之条店","S_5.49","145.9","24","13","70","9,662","581,111","47.7%","53.1%","6.0%","111.4%","12,555"
"5 前橋大利根店","S_5.49","194.7","71","46","122","35,154","3,882,451","62.9%","64.7%","11.0%","103.0%","15,691"
"6 ガーデン前橋店","S_5.49","189.7","66","35","86","27,004","4,121,633","45.4%","52.2%","15.3%","114.9%","12,451"
"7 富岡店","S_5.49","85.7","35","12","18","9,288","1,719,638","21.4%","35.0%","18.5%","163.4%","8,255"
"8 安中店","S_5.49","150.8","100","44","51","31,520","3,113,227","33.5%","44.4%","9.9%","132.5%","10,764"
"9 高崎本店","S_5.49","236.8","34","23","158","19,448","2,832,994","66.7%","66.9%","14.6%","100.3%","17,827"
"10 倉賀野店","S_5.49","103.2","41","25","69","19,975","1,888,150","66.5%","61.5%","9.5%","92.4%","14,677"
"11 金古店","S_5.49","90.7","47","29","64","22,310","1,929,312","70.5%","61.6%","8.6%","87.4%","15,314"
"12 伊勢崎店","S_5.49","111.7","71","36","52","26,741","3,433,279","46.2%","51.3%","12.8%","110.9%","12,452"
"13 大間々店","S_5.49","96.0","63","38","55","28,918","3,424,021","57.3%","59.9%","11.8%","104.5%","14,599"
"14 館林店","S_5.49","199.1","40","21","68","17,319","2,123,626","34.4%","52.2%","12.3%","151.9%","12,803"
"15 太田矢島店","S_5.49","182.5","42","26","113","20,619","2,403,949","61.7%","61.6%","11.7%","99.7%","15,083"
"16 太田店","S_5.49","160.5","57","40","103","30,160","5,524,254","64.4%","70.7%","18.3%","109.8%","17,299"
"17 上越店","S_5.62","275.1","116","42","98","31,162","6,407,450","35.5%","36.2%","17.4%","102.1%","9,206"
