"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"店舗平均","-","-","24,110","-","-","18,797,920","2,539,702,862","-","-","12.8%","-","8,183"
"1 沼田店","S_21.74","1,037.4","228","87","325","219,568","28,647,608","31.4%","38.0%","13.0%","121.0%","9,393"
"2 渋川インター店","S_21.74","501.0","261","97","179","247,007","28,986,239","35.7%","37.2%","11.7%","104.1%","9,293"
"3 中之条店","S_21.74","878.0","149","31","296","74,926","8,028,805","33.7%","20.6%","10.7%","61.2%","4,985"
"4 前橋若宮店","S_21.74","1,803.0","197","66","664","194,351","28,621,500","36.8%","33.5%","14.7%","91.0%","9,113"
"5 前橋大利根店","S_21.74","2,059.6","492","158","851","402,572","54,805,695","41.3%","32.1%","13.6%","77.7%","8,092"
"6 ガーデン前橋店","S_21.74","1,965.2","419","134","741","342,284","44,939,262","37.7%","31.9%","13.1%","84.6%","7,894"
"7 富岡店","S_21.74","365.7","246","81","104","206,504","26,507,606","28.3%","32.9%","12.8%","116.2%","7,892"
"8 安中店","S_21.74","596.9","211","77","123","193,181","26,263,501","20.7%","36.6%","13.6%","176.8%","9,020"
"9 高崎本店","S_21.74","2,468.5","429","213","1,035","556,322","56,899,986","41.9%","49.6%","10.2%","118.4%","13,154"
"10 倉賀野店","S_21.74","1,053.3","332","105","371","259,022","33,129,090","35.2%","31.5%","12.8%","89.5%","7,717"
"11 金古店","S_21.74","1,456.1","366","115","610","311,619","36,212,436","41.9%","31.5%","11.6%","75.1%","8,084"
"12 伊勢崎店","S_21.74","1,720.4","267","67","514","182,795","24,882,480","29.9%","25.2%","13.6%","84.4%","6,412"
"13 大間々店","S_21.74","866.3","333","108","260","277,430","32,736,155","30.0%","32.4%","11.8%","108.0%","7,962"
"14 館林店","S_21.74","1,201.3","366","102","276","265,476","34,708,871","23.0%","27.8%","13.1%","120.9%","6,804"
"15 太田矢島店","S_21.74","1,957.2","347","124","734","332,981","44,786,738","37.5%","35.8%","13.5%","95.4%","8,972"
"16 太田店","S_21.74","2,123.8","353","122","759","319,808","42,109,305","35.7%","34.6%","13.2%","96.7%","8,772"
"17 上越店","S_20.00","1,655.5","598","175","501","373,684","58,193,024","30.2%","29.3%","11.9%","96.9%","7,653"
"18 上田店","S_21.74","1,512.5","371","101","438","231,686","31,124,940","28.9%","27.2%","12.9%","94.1%","6,854"
"19 S熊谷店","S_21.74","2,078.5","395","184","548","453,601","45,079,913","26.4%","46.7%","9.9%","177.1%","11,416"
"20 S鴻巣店","S_21.74","1,688.7","451","151","519","375,981","43,480,456","30.7%","33.5%","11.6%","108.9%","8,322"
"21 S上里店","S_21.74","1,634.6","398","119","381","299,637","37,417,523","23.3%","29.8%","12.5%","127.8%","7,473"
"22 入間店","S_21.74","2,498.3","436","106","700","284,146","35,934,216","28.0%","24.3%","12.6%","86.9%","6,244"
"23 坂戸店","S_21.74","1,738.1","380","149","522","374,413","44,548,914","30.1%","39.3%","11.9%","130.9%","9,708"
"24 花園店","S_21.74","1,676.0","354","147","407","387,022","49,407,175","24.3%","41.5%","12.8%","171.2%","10,402"
"25 杉戸店","S_21.74","1,570.6","342","91","492","233,721","32,557,285","31.3%","26.7%","13.9%","85.1%","6,724"
"26 羽生店","S_21.74","1,220.3","318","71","274","178,022","21,155,216","22.4%","22.2%","11.9%","99.1%","5,551"
"27 千葉みなと店","S_21.74","2,213.6","305","75","965","211,373","27,845,089","43.6%","24.7%","13.2%","56.6%","6,322"
"28 浜野店","S_21.74","2,332.5","325","122","783","317,368","35,659,412","33.6%","37.6%","11.2%","111.9%","9,623"
"29 佐倉店","S_21.74","1,969.2","285","111","565","283,408","39,333,414","28.7%","38.8%","13.9%","135.4%","9,973"
"30 S東金店","S_21.74","1,402.5","419","230","538","511,116","-7,488,327","38.4%","54.9%","-1.5%","143.1%","14,415"
"32 旭店","S_21.74","752.7","221","87","156","134,796","16,320,578","20.7%","19.6%","12.1%","94.9%","5,361"
"33 妙典駅前店","S_21.74","1,974.5","310","93","676","260,009","34,483,370","34.2%","30.1%","13.3%","88.0%","7,872"
"34 ＷＡＫＯ鹿島店","S_21.74","1,754.7","249","80","418","179,518","33,133,201","23.8%","31.9%","18.0%","133.9%","7,933"
"35 神栖店","S_21.74","2,340.7","364","134","702","298,453","49,738,302","30.0%","36.8%","16.1%","122.6%","9,510"
"36 立川店","S_21.74","2,039.3","402","118","701","266,536","30,285,040","34.4%","29.3%","10.1%","85.3%","7,619"
"37 新小岩店","S_21.74","2,006.0","280","87","706","210,924","43,174,712","35.2%","31.1%","19.6%","88.3%","7,957"
"38 八王子北野店","S_21.74","2,245.0","374","101","792","227,009","31,683,744","35.3%","27.1%","12.8%","76.9%","6,986"
"40 錦糸町店","S_21.74","2,551.0","445","185","984","418,314","50,027,273","38.6%","41.5%","10.7%","107.6%","10,653"
"41 座間店","S_21.74","2,127.5","354","89","971","235,881","29,984,351","45.6%","25.1%","12.7%","54.9%","6,499"
"42 平塚駅前店","S_21.74","1,630.1","378","120","550","327,783","48,804,476","33.8%","31.7%","14.9%","93.8%","8,250"
"43 上永谷店","S_21.74","1,343.3","249","49","419","133,251","13,700,540","31.2%","19.8%","10.3%","63.5%","5,191"
"44 姫路店　","S_21.74","1,696.5","387","119","570","268,363","32,671,326","33.6%","30.7%","11.9%","91.4%","7,540"
"45 新開地店","S_20.00","1,807.1","584","225","667","482,819","51,239,759","36.9%","38.6%","10.3%","104.7%","9,682"
"46 仙台東店","S_21.74","2,326.2","364","115","718","302,886","38,866,954","30.9%","31.5%","12.3%","102.2%","9,070"
"47 仙台泉店","S_21.74","2,481.1","347","117","831","318,196","47,059,193","33.5%","33.7%","14.4%","100.6%","9,744"
"48 福岡本店","S_21.74","4,045.9","493","162","1,333","364,286","60,032,393","32.9%","33.0%","14.8%","100.0%","8,410"
"49 筑紫野店","S_21.74","3,961.7","581","191","1,396","401,369","59,856,053","35.2%","32.8%","13.2%","93.2%","8,335"
"50 福重店","S_21.74","4,259.3","417","149","1,729","319,543","59,636,196","40.6%","35.6%","17.0%","87.7%","9,001"
"51 伊都店","S_21.74","1,986.5","359","78","693","177,266","33,317,501","34.9%","21.7%","17.4%","62.1%","5,465"
"52 飯塚店","S_21.74","2,430.8","513","121","839","268,451","50,109,001","34.5%","23.5%","16.7%","68.3%","5,866"
"53 中間店","S_21.74","2,724.0","334","103","851","217,097","34,635,721","31.2%","30.7%","14.5%","98.4%","7,752"
"54 門司店","S_21.74","695.3","220","49","164","103,645","21,445,092","23.6%","22.1%","19.0%","93.4%","5,434"
"55 松浦店","S_21.74","345.6","239","33","53","78,449","16,847,716","15.5%","14.0%","20.5%","90.6%","3,515"
"56 佐々インター店","S_21.74","1,973.1","464","176","612","384,844","66,775,207","31.0%","37.9%","15.4%","122.1%","9,300"
"57 大野店","S_21.74","591.6","217","48","130","115,457","20,246,422","22.0%","22.4%","16.1%","101.8%","5,842"
"58 佐世保南店","S_21.74","1,449.2","347","131","533","273,185","49,339,473","36.8%","37.7%","16.5%","102.4%","9,446"
"59 大村店","S_21.74","1,016.7","274","105","302","222,232","39,173,819","29.7%","38.5%","15.5%","129.5%","9,503"
"60 諫早店","S_21.74","2,133.8","438","129","718","281,154","54,772,245","33.7%","29.5%","17.8%","87.6%","7,258"
"61 長与店","S_21.74","798.0","344","125","339","271,850","44,404,924","42.4%","36.4%","14.2%","85.7%","9,088"
"62 女神店","S_21.74","1,287.2","477","164","371","340,797","65,425,460","28.8%","34.4%","17.2%","119.2%","8,435"
"63 大分本店","S_21.74","2,901.0","301","76","783","166,958","24,513,414","27.0%","25.4%","12.9%","94.0%","6,488"
"64 南大分店","S_21.74","1,726.5","364","116","521","248,464","35,130,512","30.2%","31.9%","12.4%","105.6%","8,046"
"65 日向店","S_20.00","1,066.8","339","118","296","224,494","34,049,283","27.8%","34.8%","12.4%","125.2%","8,543"
"66 都城店","S_21.74","2,336.2","438","93","755","200,770","32,870,220","32.3%","21.3%","14.3%","66.1%","5,209"
"67 大淀店","S_21.74","3,008.0","552","196","969","362,613","33,215,210","32.2%","35.4%","7.1%","110.0%","8,811"
"68 延岡店","S_20.00","1,042.1","350","115","319","217,513","40,794,019","30.6%","32.8%","16.5%","107.1%","7,997"
"69 松橋インター店","S_21.74","969.0","335","97","329","236,487","30,147,002","33.9%","29.1%","12.7%","85.7%","7,162"
"70 八代店","S_21.74","1,272.2","434","148","348","355,248","35,279,633","27.4%","34.1%","9.9%","124.7%","8,336"
