"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"店舗平均","-","-","527","-","-","56,970","15,285,994","-","-","25.7%","-","27,584"
"2 渋川インター店","P_0.20","19.8","20","15","15","2,757","765,138","77.0%","77.0%","27.7%","100.0%","38,650"
"3 中之条店","P_0.20","45.8","26","10","26","1,574","442,774","56.1%","40.2%","28.1%","71.6%","19,147"
"5 前橋大利根店","P_0.20","106.8","51","43","68","7,391","1,745,603","63.7%","84.5%","23.6%","132.7%","45,053"
"16 太田店","P_0.20","36.0","36","27","27","4,280","1,325,312","75.1%","75.1%","31.0%","100.0%","37,381"
"17 上越店","P_0.20","173.2","79","40","70","5,725","1,796,742","40.6%","51.0%","26.9%","125.7%","24,608"
"27 千葉みなと店","P_0.20","37.1","37","27","27","4,912","1,275,019","72.0%","72.0%","26.0%","100.0%","37,032"
"32 旭店","P_0.20","37.6","38","22","22","3,205","765,954","59.2%","59.2%","23.9%","100.0%","29,348"
"42 平塚駅前店","P_0.50","133.6","35","18","61","6,198","1,474,062","45.8%","52.5%","23.8%","114.6%","25,896"
"43 上永谷店","P_0.50","90.0","49","16","30","7,102","1,900,960","33.1%","33.3%","26.8%","100.6%","16,536"
"51 伊都店","P_0.20","80.0","80","39","39","5,736","1,826,337","49.3%","49.3%","28.7%","100.0%","24,690"
"55 松浦店","P_0.20","59.8","40","18","24","2,675","860,962","40.1%","44.4%","29.1%","110.6%","22,850"
"63 大分本店","P_0.50","84.0","44","16","31","5,414","1,107,131","36.8%","35.6%","18.6%","96.7%","17,893"
