"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"47 仙台泉店","P_1.00","881.2","167","77","298","62,805","15,639,606","33.8%","45.9%","24.6%","136.0%","25,463"
"48 福岡本店","P_1.00","1,961.0","200","99","757","65,012","16,751,835","38.6%","49.6%","24.3%","128.5%","26,294"
"49 筑紫野店","P_1.00","2,254.3","376","158","795","107,234","23,745,243","35.3%","42.1%","20.7%","119.3%","21,949"
"50 福重店","P_1.00","1,740.0","200","91","729","63,728","17,308,421","41.9%","45.8%","26.3%","109.3%","23,966"
"51 伊都店","P_1.00","1,669.0","239","81","635","55,786","13,640,468","38.0%","33.9%","23.5%","89.0%","18,136"
"52 飯塚店","P_1.00","1,973.0","311","130","695","76,957","16,788,734","35.2%","41.8%","20.3%","118.7%","20,901"
"53 中間店","P_1.00","1,340.3","205","81","490","47,375","11,162,861","36.6%","39.3%","22.2%","107.4%","19,398"
"54 門司店","P_1.00","587.4","203","67","172","39,052","8,729,221","29.3%","33.1%","20.7%","113.0%","16,330"
"55 松浦店","P_1.00","339.4","199","34","53","22,765","7,504,048","15.5%","17.2%","31.5%","110.8%","8,484"
"56 佐々インター店","P_1.00","1,432.6","197","117","502","70,266","11,767,933","35.1%","59.4%","14.4%","169.6%","30,534"
"57 大野店","P_1.00","605.3","199","60","133","40,462","9,985,811","22.0%","30.2%","23.3%","136.9%","15,520"
"58 佐世保南店","P_1.00","1,219.2","178","97","530","59,794","12,666,962","43.4%","54.3%","19.7%","125.0%","27,985"
"59 大村店","P_1.00","784.1","206","84","269","47,756","9,257,031","34.3%","40.8%","17.7%","119.0%","21,006"
"60 諫早店","P_1.00","1,449.7","320","123","539","79,159","20,020,997","37.2%","38.4%","24.0%","103.1%","20,014"
"61 長与店","P_1.00","595.3","215","112","290","69,791","18,098,721","48.7%","51.9%","24.0%","106.5%","26,503"
"62 女神店","P_1.00","1,224.6","318","150","427","97,993","28,367,123","34.8%","47.2%","26.9%","135.5%","23,980"
"63 大分本店","P_1.00","1,898.8","262","98","536","61,188","13,175,656","28.2%","37.5%","20.1%","132.7%","19,585"
"64 南大分店","P_1.00","869.2","261","101","297","60,527","13,012,156","34.2%","38.6%","20.2%","113.0%","20,065"
"65 日向店","P_1.00","1,220.8","271","111","387","65,970","14,712,395","31.7%","41.1%","19.8%","129.7%","20,409"
"66 都城店","P_1.00","1,880.3","274","76","761","45,970","7,802,621","40.5%","27.9%","15.3%","68.9%","14,595"
"67 大淀店","P_1.00","1,652.0","311","154","811","87,067","16,605,115","49.1%","49.6%","17.9%","101.0%","25,651"
"68 延岡店","P_1.00","1,086.1","234","89","409","53,561","11,024,233","37.6%","37.9%","18.8%","100.8%","19,418"
"69 松橋インター店","P_1.00","1,056.8","172","51","361","34,062","5,786,100","34.2%","29.4%","17.0%","86.2%","15,561"
"70 八代店","P_1.00","1,738.4","239","103","566","68,332","12,111,000","32.6%","43.1%","17.7%","132.4%","21,609"
