"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"23 坂戸店","P_4.00","1,637.7","319","98","379","344,616","64,492,000","23.2%","30.6%","18.7%","132.0%","16,172"
"24 花園店","P_4.00","1,657.5","374","105","213","390,103","69,325,532","12.9%","28.2%","17.8%","219.0%","14,949"
"25 杉戸店","P_4.00","1,450.0","223","26","265","102,712","23,476,560","18.3%","11.8%","22.9%","64.6%","6,153"
"26 羽生店","P_4.00","839.9","199","20","74","84,616","19,402,800","8.8%","10.3%","22.9%","117.6%","5,783"
"27 千葉みなと店","P_4.00","1,868.1","277","32","453","125,967","25,844,992","24.2%","11.7%","20.5%","48.3%","5,983"
"28 浜野店","P_4.00","1,993.3","318","66","367","255,906","43,629,460","18.4%","20.6%","17.0%","112.1%","10,946"
"29 佐倉店","P_4.00","1,464.6","285","65","261","244,556","35,694,428","17.8%","22.9%","14.6%","128.5%","12,521"
"30 S東金店","P_4.00","1,317.0","301","117","317","411,383","20,898,648","24.1%","38.8%","5.1%","161.1%","21,146"
"32 旭店","P_4.00","463.7","223","16","58","60,718","15,921,860","12.5%","7.3%","26.2%","58.2%","3,598"
"33 妙典駅前店","P_4.00","1,587.0","142","33","320","141,310","26,199,168","20.2%","23.1%","18.5%","114.3%","12,762"
"34 ＷＡＫＯ鹿島店","P_4.00","1,119.9","318","101","181","297,713","48,850,484","16.2%","31.7%","16.2%","195.9%","16,637"
"35 神栖店","P_4.00","1,738.4","319","60","370","186,722","32,134,313","21.3%","18.7%","17.0%","87.9%","9,370"
"36 立川店","P_4.00","1,613.7","322","38","446","137,055","27,970,716","27.7%","11.9%","20.0%","43.2%","6,112"
"37 新小岩店","P_4.00","1,919.8","228","42","380","149,214","27,555,568","19.8%","18.5%","18.0%","93.7%","10,335"
"38 八王子北野店","P_4.00","1,807.6","88","10","411","46,878","16,290,683","22.8%","11.9%","34.3%","52.1%","6,913"
"40 錦糸町店","P_4.00","1,798.8","460","170","498","574,658","109,997,406","27.7%","36.9%","18.7%","133.1%","20,416"
"41 座間店","P_4.00","2,092.5","323","35","660","123,848","28,029,848","31.5%","10.8%","22.6%","34.2%","5,758"
"42 平塚駅前店","P_4.00","1,756.4","322","55","322","203,772","44,501,780","18.3%","17.1%","21.8%","93.3%","9,084"
"43 上永谷店","P_4.00","1,544.6","139","11","321","47,699","14,231,500","20.8%","8.0%","29.8%","38.7%","4,350"
"44 姫路店　","P_4.08","1,323.2","236","29","260","105,863","24,366,655","19.6%","12.1%","22.9%","61.6%","6,209"
"45 新開地店","P_4.00","1,212.5","409","132","265","444,011","61,298,709","21.8%","32.3%","13.7%","147.9%","17,338"
"46 仙台東店","P_4.00","1,842.8","257","52","337","211,451","41,303,402","18.3%","20.4%","19.4%","111.6%","11,810"
"47 仙台泉店","P_4.00","2,236.4","372","88","522","328,012","57,208,448","23.3%","23.6%","17.3%","101.0%","13,922"
"48 福岡本店","P_4.00","3,267.9","399","72","580","227,124","41,848,115","17.7%","17.9%","17.7%","101.1%","9,767"
"49 筑紫野店","P_4.00","2,839.2","636","118","556","351,204","66,480,562","19.6%","18.6%","18.2%","95.0%","9,644"
"50 福重店","P_4.00","2,504.3","320","74","528","253,328","54,470,757","21.1%","23.3%","21.1%","110.3%","13,082"
"51 伊都店","P_4.00","1,746.5","239","27","344","88,845","17,831,800","19.7%","11.1%","19.7%","56.3%","5,687"
"52 飯塚店","P_4.00","1,900.6","311","44","338","141,932","26,978,380","17.8%","14.1%","18.4%","79.4%","7,712"
"53 中間店","P_4.00","2,195.9","245","29","391","92,127","19,296,799","17.8%","11.7%","20.4%","65.5%","6,228"
"54 門司店","P_4.00","544.0","160","19","58","65,020","12,469,546","10.6%","12.1%","18.4%","114.5%","6,779"
"55 松浦店","P_4.00","239.8","160","10","12","32,589","11,087,852","5.1%","6.1%","33.7%","119.3%","3,082"
"56 佐々インター店","P_4.00","1,605.0","318","81","247","243,536","59,547,025","15.4%","25.6%","23.7%","166.0%","13,104"
"57 大野店","P_4.00","357.5","119","15","31","51,139","17,355,724","8.8%","12.3%","33.5%","140.1%","6,427"
"58 佐世保南店","P_4.00","1,196.5","251","71","247","215,756","49,007,457","20.6%","28.3%","22.0%","137.2%","15,152"
"59 大村店","P_4.00","787.2","198","54","134","163,844","26,746,055","17.0%","27.3%","15.6%","160.6%","14,871"
"60 諫早店","P_4.00","1,616.3","358","59","297","195,486","40,245,758","18.4%","16.6%","20.2%","90.1%","8,643"
"61 長与店","P_4.00","706.6","252","41","159","132,684","32,760,782","22.6%","16.5%","24.0%","73.0%","8,737"
"62 女神店","P_4.00","1,094.4","392","74","130","225,532","51,408,729","11.9%","18.8%","22.0%","157.4%","9,787"
"63 大分本店","P_4.00","2,482.7","263","24","334","80,588","13,875,482","13.4%","9.2%","16.6%","68.2%","4,852"
"64 南大分店","P_4.00","1,504.8","335","63","281","181,291","34,680,074","18.7%","18.7%","18.4%","99.9%","9,846"
"65 日向店","P_4.00","1,025.8","316","60","147","174,057","33,214,035","14.3%","19.1%","17.8%","133.1%","10,020"
"66 都城店","P_4.00","1,932.5","249","25","410","82,508","17,427,202","21.2%","10.1%","20.6%","47.4%","5,430"
"67 大淀店","P_4.00","2,418.4","394","105","559","283,562","43,664,786","23.1%","26.6%","14.7%","115.1%","13,920"
"68 延岡店","P_4.00","958.0","349","82","161","251,530","58,668,394","16.8%","23.5%","22.7%","139.9%","12,650"
"69 松橋インター店","P_4.00","762.0","256","29","143","104,765","20,232,100","18.7%","11.2%","19.3%","59.5%","5,994"
"70 八代店","P_4.00","1,050.0","281","53","152","185,059","31,462,300","14.5%","19.0%","17.0%","130.9%","10,008"
