"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"店舗平均","-","-","100","-","-","24,164","5,033,448","-","-","19.9%","-","16,288"
"10 倉賀野店","S_2.50","35.9","36","31","31","10,792","2,169,974","85.2%","85.2%","20.1%","100.0%","20,235"
"18 上田店","S_2.72","25.9","26","10","10","4,010","891,150","40.4%","40.4%","21.6%","100.0%","9,733"
"63 大分本店","S_2.50","198.9","40","28","103","9,363","1,972,324","51.7%","70.5%","19.0%","136.3%","17,011"
