"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"49 筑紫野店","P_1.00","2,260.3","376","157","840","107,526","24,361,343","37.2%","41.8%","21.3%","112.4%","21,888"
"50 福重店","P_1.00","1,738.9","198","94","740","66,338","17,261,401","42.6%","47.4%","25.0%","111.3%","24,971"
"51 伊都店","P_1.00","1,667.7","239","79","637","56,524","14,230,788","38.2%","33.0%","24.2%","86.3%","17,487"
"52 飯塚店","P_1.00","1,855.8","309","127","691","74,113","14,801,706","37.3%","41.0%","18.4%","110.1%","20,305"
"53 中間店","P_1.00","1,164.4","204","96","468","57,019","12,667,179","40.2%","47.2%","20.6%","117.3%","23,132"
"54 門司店","P_1.00","587.4","203","68","177","40,278","9,880,821","30.1%","33.5%","22.9%","111.3%","16,488"
"55 松浦店","P_1.00","339.6","200","35","54","22,729","8,062,011","15.8%","17.5%","33.7%","110.8%","8,262"
"56 佐々インター店","P_1.00","1,432.3","198","116","512","71,091","16,411,115","35.8%","58.8%","20.8%","164.5%","29,658"
"57 大野店","P_1.00","604.3","198","62","136","41,835","12,627,637","22.4%","31.1%","28.8%","138.7%","15,592"
"58 佐世保南店","P_1.00","1,220.5","179","95","552","59,207","13,619,879","45.2%","53.2%","21.5%","117.5%","27,130"
"59 大村店","P_1.00","823.2","206","90","261","50,655","10,764,141","31.7%","43.6%","19.5%","137.3%","22,333"
"60 諫早店","P_1.00","1,446.6","317","128","534","81,088","20,550,698","36.9%","40.4%","24.1%","109.5%","20,631"
"61 長与店","P_1.00","595.5","216","108","294","67,044","19,148,359","49.4%","49.9%","26.8%","101.2%","24,775"
"62 女神店","P_1.00","1,261.0","318","154","435","95,169","25,845,763","34.5%","48.3%","25.0%","140.2%","24,096"
"63 大分本店","P_1.00","1,849.5","261","98","586","60,226","14,915,569","31.7%","37.5%","23.2%","118.4%","19,186"
"64 南大分店","P_1.00","823.8","260","104","324","63,411","16,065,129","39.3%","40.0%","24.2%","101.6%","20,415"
"65 日向店","P_1.00","1,263.0","273","116","420","70,191","12,979,897","33.3%","42.7%","16.0%","128.1%","20,873"
"66 都城店","P_1.00","1,880.5","275","80","772","49,204","12,803,645","41.0%","29.0%","24.3%","70.6%","15,157"
"67 大淀店","P_1.00","1,587.3","308","155","812","93,183","20,122,481","51.2%","50.4%","20.5%","98.5%","25,277"
"68 延岡店","P_1.00","1,104.4","212","99","421","59,495","12,192,564","38.1%","46.7%","18.7%","122.5%","23,890"
"69 松橋インター店","P_1.00","1,055.9","172","46","379","33,111","8,141,500","35.9%","26.9%","24.6%","74.8%","14,246"
"70 八代店","P_1.00","1,739.5","241","89","580","57,606","11,363,500","33.3%","37.0%","19.7%","111.2%","18,099"
