"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"48 福岡本店","P_4.00","3,205.9","400","80","643","264,945","41,053,292","20.0%","20.1%","14.8%","100.2%","10,932"
"49 筑紫野店","P_4.00","2,750.2","634","128","541","404,799","74,872,464","19.7%","20.2%","17.8%","102.6%","10,450"
"50 福重店","P_4.00","2,516.3","318","87","531","284,435","54,632,443","21.1%","27.3%","18.7%","129.2%","14,789"
"51 伊都店","P_4.00","1,652.7","239","27","355","92,881","22,534,834","21.5%","11.4%","23.9%","53.1%","5,768"
"52 飯塚店","P_4.00","1,874.5","311","41","336","138,686","28,875,028","17.9%","13.3%","20.2%","74.1%","7,209"
"53 中間店","P_4.00","1,987.4","244","35","370","112,103","23,578,716","18.6%","14.2%","20.4%","76.0%","7,314"
"54 門司店","P_4.00","543.0","159","16","55","54,560","11,888,763","10.1%","10.0%","21.1%","98.5%","5,618"
"55 松浦店","P_4.00","240.0","160","10","13","33,866","10,005,377","5.3%","6.2%","29.2%","116.9%","3,017"
"56 佐々インター店","P_4.00","1,561.9","318","81","243","262,554","66,983,122","15.6%","25.5%","24.7%","164.0%","13,184"
"57 大野店","P_4.00","326.4","119","15","28","51,997","16,040,008","8.7%","12.8%","30.4%","147.9%","6,359"
"58 佐世保南店","P_4.00","1,152.6","251","58","235","194,134","44,513,061","20.4%","23.2%","22.3%","113.6%","12,496"
"59 大村店","P_4.00","752.0","200","53","125","165,405","36,902,440","16.6%","26.7%","21.7%","161.0%","14,496"
"60 諫早店","P_4.00","1,576.9","319","57","286","188,027","45,306,570","18.1%","17.9%","23.8%","98.7%","9,269"
"61 長与店","P_4.00","678.9","252","42","176","137,204","32,593,091","25.9%","16.6%","23.2%","64.3%","8,598"
"62 女神店","P_4.00","1,012.3","399","71","129","229,931","55,789,433","12.8%","17.7%","23.5%","138.5%","9,163"
"63 大分本店","P_4.00","2,347.8","263","20","336","69,265","12,964,497","14.3%","7.7%","18.3%","53.9%","4,066"
"64 南大分店","P_4.00","1,432.9","335","64","297","190,981","35,336,000","20.7%","19.0%","17.8%","91.7%","10,115"
"65 日向店","P_4.00","1,024.2","314","61","147","185,408","37,919,381","14.3%","19.3%","19.4%","134.6%","10,032"
"66 都城店","P_4.00","1,897.6","249","31","398","99,680","18,697,536","21.0%","12.4%","18.0%","59.3%","6,498"
"67 大淀店","P_4.00","2,419.1","395","115","539","322,048","42,484,181","22.3%","29.0%","12.5%","130.3%","14,986"
"68 延岡店","P_4.00","955.8","348","101","168","299,719","58,369,173","17.6%","28.9%","18.8%","164.6%","15,399"
"69 松橋インター店","P_4.00","762.0","256","27","140","101,349","19,817,300","18.3%","10.5%","19.6%","57.1%","5,563"
"70 八代店","P_4.00","1,048.9","280","51","147","190,411","33,052,300","14.0%","18.3%","17.4%","130.9%","9,464"
