"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"店舗平均","-","-","24,890","-","-","22,297,954","2,930,460,365","-","-","12.4%","-","9,270"
"1 沼田店","S_21.74","1,077.7","242","91","350","236,603","39,756,328","32.5%","37.5%","16.8%","115.6%","9,268"
"2 渋川インター店","S_21.74","524.8","285","98","191","270,503","38,959,282","36.3%","34.5%","14.4%","94.9%","8,805"
"3 中之条店","S_21.74","917.7","150","34","316","89,201","13,675,585","34.4%","22.9%","15.3%","66.5%","5,722"
"4 前橋若宮店","S_21.74","1,528.8","197","75","581","223,513","28,638,501","38.0%","38.1%","12.8%","100.3%","10,264"
"5 前橋大利根店","S_21.74","1,815.4","450","183","803","473,518","59,773,915","44.3%","40.6%","12.6%","91.7%","10,340"
"6 ガーデン前橋店","S_21.74","2,051.3","419","157","812","412,816","53,124,236","39.6%","37.5%","12.9%","94.9%","9,428"
"7 富岡店","S_21.74","395.1","247","91","116","231,925","34,885,933","29.3%","36.7%","15.0%","125.2%","8,730"
"8 安中店","S_21.74","652.2","238","85","140","216,652","32,154,500","21.5%","35.7%","14.8%","165.9%","8,872"
"9 高崎本店","S_21.74","2,526.5","446","231","1,159","628,740","72,265,498","45.9%","51.7%","11.5%","112.8%","13,752"
"10 倉賀野店","S_21.74","1,128.3","336","136","434","350,684","44,636,999","38.5%","40.5%","12.7%","105.2%","10,028"
"11 金古店","S_21.74","1,534.5","367","142","665","380,026","48,481,652","43.4%","38.7%","12.8%","89.2%","9,899"
"12 伊勢崎店","S_21.74","1,971.6","338","95","871","248,610","29,309,336","44.2%","28.1%","11.8%","63.7%","7,091"
"13 大間々店","S_21.74","983.6","377","123","294","311,142","38,638,846","29.9%","32.7%","12.4%","109.4%","8,076"
"14 館林店","S_21.74","1,181.5","389","113","295","302,516","40,522,111","25.0%","29.0%","13.4%","116.1%","7,363"
"15 太田矢島店","S_21.74","2,246.3","343","127","878","341,037","36,466,281","39.1%","36.9%","10.7%","94.4%","9,442"
"16 太田店","S_21.74","2,837.5","565","206","1,123","506,789","38,745,281","39.6%","36.4%","7.6%","91.9%","9,158"
"17 上越店","S_20.00","1,703.0","603","190","549","418,208","64,204,267","32.3%","31.5%","11.8%","97.6%","8,301"
"18 上田店","S_21.74","2,028.3","346","125","702","269,148","17,442,440","34.6%","36.1%","6.0%","104.5%","8,890"
"19 S熊谷店","S_21.74","1,838.0","420","192","591","504,928","51,869,260","32.2%","45.6%","10.3%","141.9%","11,393"
"20 S鴻巣店","S_21.74","1,584.8","375","162","594","430,321","44,410,347","37.5%","43.3%","10.3%","115.5%","10,976"
"21 S上里店","S_21.74","1,422.4","399","118","381","306,533","37,887,937","26.8%","29.6%","12.4%","110.5%","7,444"
"22 入間店","S_21.74","2,577.6","436","123","777","327,683","40,730,717","30.1%","28.1%","12.4%","93.3%","7,130"
"23 坂戸店","S_21.74","1,806.1","379","171","678","450,211","53,654,998","37.5%","45.1%","11.9%","120.2%","11,166"
