"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"33 妙典駅前店","S_6.25","209.0","54","31","116","28,585","3,249,756","55.5%","56.5%","11.4%","101.8%","14,198"
"34 ＷＡＫＯ鹿島店","S_5.49","226.0","31","11","71","8,635","1,625,466","31.5%","35.2%","18.2%","111.8%","8,787"
"35 神栖店","S_5.49","336.0","40","14","132","11,194","2,470,859","39.4%","36.2%","21.3%","91.9%","9,206"
"36 立川店","S_5.49","500.0","76","23","245","19,273","4,166,209","49.0%","30.7%","20.4%","62.7%","8,064"
"38 八王子北野店","S_6.25","361.0","93","29","146","26,218","6,210,977","40.3%","31.0%","22.6%","76.9%","7,957"
"41 座間店","S_5.49","174.0","101","54","89","42,502","5,701,390","51.1%","53.9%","13.4%","105.5%","13,641"
"42 平塚駅前店","S_5.49","188.4","65","43","129","33,634","4,761,802","68.5%","65.4%","14.2%","95.6%","17,176"
"43 上永谷店","S_5.56","192.4","71","29","79","24,411","3,408,311","41.2%","40.6%","14.0%","98.5%","10,341"
"44 姫路店　","S_5.43","208.9","83","53","114","39,613","6,984,124","54.5%","63.6%","17.4%","116.8%","15,583"
"45 新開地店","S_5.49","408.0","114","59","201","44,694","6,865,720","49.2%","51.4%","15.1%","104.4%","12,871"
"46 仙台東店","S_5.49","27.7","28","17","17","15,626","2,789,432","61.2%","61.2%","17.4%","100.0%","17,682"
"47 仙台泉店","S_5.49","35.2","35","18","18","16,888","2,768,649","52.4%","52.4%","16.1%","100.0%","15,304"
"48 福岡本店","S_5.49","278.0","80","45","129","33,124","7,324,749","46.2%","56.5%","20.7%","122.2%","14,546"
"49 筑紫野店","S_5.49","325.7","108","59","125","43,823","10,245,043","38.3%","54.2%","21.8%","141.6%","13,743"
"50 福重店","S_5.49","488.8","60","31","250","23,461","4,140,481","51.2%","51.6%","16.4%","100.8%","12,942"
"51 伊都店","S_5.49","435.8","79","39","240","28,163","6,487,639","55.2%","49.0%","21.0%","88.7%","12,105"
"52 飯塚店","S_5.49","331.3","75","35","136","27,294","6,553,011","41.0%","46.6%","22.3%","113.6%","11,685"
"53 中間店","S_5.49","140.0","60","36","74","25,466","5,339,909","53.0%","59.2%","19.3%","111.7%","14,584"
"54 門司店","S_5.49","153.8","52","17","45","13,034","2,505,173","29.4%","33.6%","17.7%","114.2%","8,393"
"55 松浦店","S_5.49","80.0","80","22","22","16,025","3,245,697","27.5%","27.5%","18.1%","100.0%","6,776"
"56 佐々インター店","S_5.49","254.7","40","23","100","16,931","3,649,267","39.4%","56.8%","19.6%","144.1%","13,703"
"57 大野店","S_5.49","121.0","71","32","43","24,546","4,688,877","35.8%","45.7%","17.2%","127.8%","11,825"
"58 佐世保南店","S_5.49","115.7","36","21","60","16,138","3,191,074","51.7%","59.0%","18.3%","114.2%","15,081"
"59 大村店","S_5.49","151.1","56","22","56","17,827","3,690,629","37.2%","40.0%","19.1%","107.5%","9,887"
"60 諫早店","S_5.49","219.2","79","42","103","31,094","6,305,207","46.9%","52.5%","18.6%","111.9%","13,150"
"61 長与店","S_5.49","51.3","36","23","29","17,608","3,466,657","55.6%","64.6%","18.1%","116.3%","16,270"
"62 女神店","S_5.49","130.0","80","45","57","31,769","7,268,717","44.2%","56.0%","20.8%","126.8%","13,346"
"63 大分本店","S_5.49","403.0","86","43","170","31,259","5,099,512","42.3%","49.6%","14.6%","117.3%","12,427"
"64 南大分店","S_5.49","192.7","35","16","94","12,643","2,511,844","48.9%","46.1%","18.7%","94.3%","11,635"
"65 日向店","S_5.49","170.0","34","18","70","13,812","2,673,294","40.9%","53.0%","16.8%","129.6%","13,185"
"66 都城店","S_5.49","175.8","74","34","69","25,008","4,860,729","39.2%","46.0%","18.5%","117.1%","11,349"
"67 大淀店","S_5.49","408.0","78","40","194","31,346","6,811,407","47.6%","50.9%","20.3%","107.0%","12,819"
"68 延岡店","S_5.49","60.0","42","24","32","18,265","4,047,723","53.2%","57.5%","20.5%","108.0%","14,063"
"69 松橋インター店","S_5.49","63.8","64","31","31","23,162","2,834,913","48.0%","48.0%","12.2%","100.0%","11,491"
"70 八代店","S_5.49","124.7","41","19","52","14,595","1,703,909","41.4%","46.2%","11.7%","111.5%","11,607"
