"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"店舗平均","-","-","24,654","-","-","20,452,714","2,674,140,378","-","-","12.4%","-","8,929"
"1 沼田店","S_21.74","1,067.4","234","90","350","228,519","39,287,804","32.8%","38.7%","17.2%","117.9%","9,605"
"2 渋川インター店","S_21.74","524.0","284","98","190","252,164","32,695,671","36.2%","34.4%","13.0%","94.9%","8,670"
"3 中之条店","S_21.74","907.4","150","35","315","91,166","14,065,912","34.8%","23.5%","15.4%","67.6%","5,900"
"4 前橋若宮店","S_21.74","1,528.8","197","73","553","205,737","26,503,501","36.1%","36.9%","12.9%","102.2%","10,046"
"5 前橋大利根店","S_21.74","1,820.0","456","163","760","413,306","53,479,975","41.7%","35.9%","12.9%","85.9%","9,142"
"6 ガーデン前橋店","S_21.74","2,049.8","418","158","775","394,211","38,139,283","37.8%","37.7%","9.7%","99.8%","9,520"
"7 富岡店","S_21.74","395.0","247","85","108","208,916","28,487,176","27.3%","34.4%","13.6%","126.4%","8,213"
"8 安中店","S_21.74","653.8","240","80","130","199,871","28,656,327","19.9%","33.3%","14.3%","167.8%","8,283"
"9 高崎本店","S_21.74","2,526.4","445","219","1,093","581,854","62,127,614","43.3%","49.2%","10.7%","113.7%","13,227"
"10 倉賀野店","S_21.74","1,125.0","333","123","418","311,857","43,132,805","37.2%","36.9%","13.8%","99.2%","9,203"
"11 金古店","S_21.74","1,532.4","366","132","643","343,743","44,329,675","42.0%","36.1%","12.9%","86.0%","9,219"
"12 伊勢崎店","S_21.74","1,982.6","339","100","937","247,733","19,986,719","47.3%","29.4%","8.1%","62.3%","7,536"
"13 大間々店","S_21.74","967.9","377","115","278","286,481","35,514,999","28.7%","30.4%","12.4%","105.9%","7,507"
"14 館林店","S_21.74","1,192.3","387","111","286","282,213","39,132,347","24.0%","28.7%","13.9%","119.6%","7,183"
"15 太田矢島店","S_21.74","2,243.1","342","115","840","296,587","32,476,869","37.5%","33.5%","11.0%","89.3%","8,485"
"16 太田店","S_21.74","2,831.0","563","202","1,072","474,727","31,015,389","37.9%","35.9%","6.5%","94.8%","9,092"
"17 上越店","S_20.00","1,705.1","603","175","523","369,215","58,042,084","30.7%","29.0%","12.2%","94.6%","7,653"
"18 上田店","S_21.74","2,068.3","367","116","676","245,777","16,285,200","32.7%","31.6%","6.1%","96.6%","7,793"
"19 S熊谷店","S_21.74","2,150.7","420","182","594","459,887","58,890,305","27.6%","43.3%","12.8%","156.6%","10,610"
"20 S鴻巣店","S_21.74","1,663.4","428","144","552","361,069","35,796,281","33.2%","33.7%","9.9%","101.7%","8,695"
"21 S上里店","S_21.74","1,597.5","399","112","394","288,866","40,380,283","24.7%","28.1%","14.0%","113.8%","7,121"
"22 入間店","S_21.74","2,552.9","437","112","745","294,558","34,925,523","29.2%","25.6%","11.9%","87.6%","6,650"
"23 坂戸店","S_21.74","1,788.6","378","161","599","408,825","48,587,366","33.5%","42.5%","11.9%","126.9%","10,452"
"24 花園店","S_21.74","1,762.1","397","151","406","393,106","58,445,304","23.0%","38.1%","14.9%","165.4%","9,656"
"25 杉戸店","S_21.74","1,611.4","343","88","543","232,680","34,760,217","33.7%","25.6%","14.9%","76.1%","6,624"
"26 羽生店","S_21.74","1,243.3","320","71","287","180,160","18,156,085","23.1%","22.4%","10.1%","96.8%","5,528"
"27 千葉みなと店","S_21.74","2,295.6","377","93","1,083","253,659","31,970,282","47.2%","24.8%","12.6%","52.6%","6,375"
"28 浜野店","S_21.74","2,283.7","324","143","906","354,920","35,546,324","39.7%","44.0%","10.0%","111.0%","11,459"
"29 佐倉店","S_21.74","1,983.8","308","128","595","326,941","36,717,107","30.0%","41.5%","11.2%","138.5%","10,589"
"30 S東金店","S_21.74","1,387.8","419","239","551","529,319","15,083,326","39.7%","57.1%","2.8%","143.9%","15,036"
"32 旭店","S_21.74","542.0","220","56","131","155,546","22,483,388","24.2%","25.5%","14.5%","105.3%","6,108"
"33 妙典駅前店","S_21.74","2,180.5","310","113","841","303,910","35,463,520","38.6%","36.4%","11.7%","94.5%","9,563"
"34 ＷＡＫＯ鹿島店","S_21.74","1,640.3","273","103","439","224,558","31,106,961","26.8%","37.6%","13.3%","140.5%","9,720"
"35 神栖店","S_21.74","1,833.5","382","155","655","333,898","45,858,104","35.7%","40.7%","13.2%","113.9%","10,630"
"36 立川店","S_21.74","2,182.1","408","91","769","212,275","30,006,109","35.2%","22.2%","12.8%","63.1%","5,898"
"37 新小岩店","S_21.74","2,100.0","279","108","793","239,638","35,808,174","37.7%","38.6%","14.1%","102.2%","9,907"
"38 八王子北野店","S_21.74","2,261.8","380","102","909","235,803","33,119,271","40.2%","26.9%","12.9%","67.0%","7,081"
"40 錦糸町店","S_21.74","2,185.7","361","209","968","440,231","43,685,207","44.3%","58.0%","8.7%","130.9%","15,017"
"41 座間店","S_21.74","1,802.6","355","92","878","246,606","32,174,501","48.7%","26.0%","13.0%","53.4%","6,737"
"42 平塚駅前店","S_21.74","1,650.5","379","128","625","352,922","47,971,000","37.8%","33.7%","13.6%","89.0%","8,853"
"43 上永谷店","S_21.74","1,344.7","251","53","455","146,143","14,411,891","33.8%","21.1%","9.9%","62.5%","5,538"
"44 姫路店　","S_21.74","1,695.4","386","140","628","311,528","34,137,257","37.1%","36.3%","10.7%","98.0%","9,111"
"45 新開地店","S_20.00","1,806.3","586","263","753","527,208","58,687,745","41.7%","44.9%","10.8%","107.7%","11,261"
"46 仙台東店","S_21.74","2,327.8","366","128","742","336,514","43,114,137","31.9%","34.9%","12.3%","109.6%","10,377"
"47 仙台泉店","S_21.74","2,524.9","342","136","901","353,951","49,763,621","35.7%","39.9%","13.7%","111.8%","11,626"
"48 福岡本店","S_21.74","4,102.1","518","199","1,500","437,302","64,906,634","36.6%","38.3%","13.2%","104.8%","9,932"
"49 筑紫野店","S_21.74","3,853.8","631","199","1,427","424,098","63,463,572","37.0%","31.6%","13.2%","85.3%","8,090"
"50 福重店","S_21.74","3,730.5","419","167","1,448","350,641","59,690,933","38.8%","39.8%","15.7%","102.6%","10,249"
"51 伊都店","S_21.74","2,043.5","356","94","788","206,191","30,354,080","38.6%","26.4%","13.2%","68.4%","6,741"
"52 飯塚店","S_21.74","2,893.2","551","144","1,059","310,889","44,006,986","36.6%","26.2%","12.1%","71.5%","6,712"
"53 中間店","S_21.74","2,492.7","329","121","931","255,707","35,007,707","37.3%","36.7%","11.9%","98.2%","9,457"
"54 門司店","S_21.74","696.3","217","54","176","116,889","25,039,151","25.3%","24.7%","19.9%","97.6%","6,191"
"55 松浦店","S_21.74","361.7","240","45","68","96,364","19,477,626","18.8%","18.7%","18.9%","99.6%","4,464"
"56 佐々インター店","S_21.74","2,023.5","462","196","689","411,393","75,450,986","34.0%","42.4%","16.5%","124.6%","10,440"
"57 大野店","S_21.74","620.4","213","48","135","117,335","29,986,866","21.7%","22.6%","24.4%","104.1%","6,066"
"58 佐世保南店","S_21.74","1,491.5","351","153","600","300,071","56,666,027","40.2%","43.5%","17.4%","108.2%","11,015"
"59 大村店","S_21.74","1,033.6","274","119","339","243,213","42,834,997","32.8%","43.6%","15.8%","133.1%","10,847"
"60 諫早店","S_21.74","2,214.1","478","150","796","309,158","53,699,994","36.0%","31.4%","15.5%","87.3%","7,829"
"61 長与店","S_21.74","800.8","346","146","379","302,759","49,601,960","47.4%","42.3%","14.3%","89.3%","10,702"
"62 女神店","S_21.74","1,346.5","477","185","442","377,366","80,266,016","32.8%","38.7%","19.4%","117.8%","9,434"
"63 大分本店","S_21.74","3,131.6","345","101","1,054","200,123","28,525,899","33.7%","29.1%","12.3%","86.6%","7,369"
"64 南大分店","S_21.74","1,858.6","366","145","674","287,400","36,799,362","36.2%","39.5%","10.8%","109.0%","10,095"
"65 日向店","S_20.00","1,105.3","377","145","357","258,720","37,352,400","32.3%","38.6%","11.7%","119.4%","9,696"
"66 都城店","S_21.74","2,373.6","434","97","811","210,599","37,879,821","34.2%","22.4%","16.2%","65.5%","5,505"
"67 大淀店","S_21.74","3,043.0","552","224","1,056","407,716","39,441,765","34.7%","40.7%","7.6%","117.2%","10,140"
"68 延岡店","S_20.00","1,100.7","394","163","372","286,207","40,180,090","33.8%","41.4%","11.7%","122.5%","10,344"
"69 松橋インター店","S_21.74","966.4","332","101","348","244,394","27,967,478","36.1%","30.5%","11.4%","84.5%","7,575"
"70 八代店","S_21.74","1,225.5","436","161","375","359,392","45,131,389","30.6%","37.0%","12.6%","121.0%","9,022"
