"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"店舗平均","-","-","18,667","-","-","12,329,450","2,186,761,039","-","-","17.5%","-","10,037"
"1 沼田店","P_4.00","1,026.1","218","36","147","125,864","22,118,356","14.4%","16.7%","17.6%","116.1%","8,635"
"2 渋川インター店","P_4.00","486.5","246","35","83","139,403","27,800,640","17.0%","14.1%","19.9%","82.6%","7,851"
"3 中之条店","P_4.00","834.1","129","13","132","42,893","7,203,016","15.8%","9.9%","16.8%","62.3%","4,964"
"4 前橋若宮店","P_4.00","1,365.2","269","49","219","183,837","37,569,348","16.0%","18.4%","20.4%","114.8%","9,992"
"5 前橋大利根店","P_4.00","1,377.1","281","40","309","163,501","31,781,224","22.4%","14.3%","19.4%","63.8%","7,726"
"6 ガーデン前橋店","P_4.00","1,574.6","339","58","337","223,813","41,731,060","21.4%","17.2%","18.6%","80.2%","9,007"
"7 富岡店","P_4.00","450.4","250","39","53","139,475","28,098,404","11.9%","15.8%","20.1%","133.0%","8,008"
"8 安中店","P_4.00","709.6","230","27","45","110,349","20,607,912","6.3%","11.8%","18.7%","187.9%","6,449"
"9 高崎本店","P_4.00","2,097.8","367","102","467","375,193","54,433,500","22.2%","27.7%","14.5%","124.7%","15,391"
"10 倉賀野店","P_4.00","1,392.6","273","23","220","84,846","17,329,072","15.8%","8.5%","20.4%","53.9%","4,190"
"11 金古店","P_4.00","1,576.4","377","59","312","224,922","43,181,452","19.8%","15.7%","19.2%","79.0%","8,252"
"12 伊勢崎店","P_4.00","1,303.4","179","20","335","78,996","17,711,940","25.7%","11.0%","22.4%","43.0%","5,796"
"13 大間々店","P_4.00","897.5","293","39","106","144,881","26,040,960","11.8%","13.4%","18.0%","113.3%","6,998"
"14 館林店","P_4.00","929.2","235","35","106","139,049","24,301,512","11.4%","14.7%","17.5%","129.4%","8,240"
"15 太田矢島店","P_4.00","1,604.1","220","42","333","161,239","34,453,660","20.7%","19.1%","21.4%","92.3%","10,844"
"16 太田店","P_4.00","2,201.4","285","53","443","188,636","27,250,832","20.1%","18.5%","14.4%","92.0%","9,290"
"17 上越店","P_4.00","1,345.2","333","32","210","107,994","24,211,348","15.6%","9.5%","21.3%","61.1%","4,867"
"18 上田店","P_4.35","1,483.0","272","59","262","200,288","16,692,200","17.6%","21.6%","8.2%","122.6%","10,473"
"19 S熊谷店","P_4.00","1,571.3","321","83","188","303,544","55,968,496","12.0%","25.8%","18.4%","215.6%","13,471"
"20 S鴻巣店","P_4.00","1,182.5","301","50","207","193,202","37,151,368","17.5%","16.5%","19.2%","93.9%","8,909"
"21 S上里店","P_4.00","1,733.5","279","37","153","143,568","30,072,840","8.8%","13.4%","20.9%","151.1%","7,055"
"22 入間店","P_4.00","1,548.6","303","36","316","138,304","31,531,092","20.4%","11.9%","22.8%","58.4%","6,162"
"23 坂戸店","P_4.00","1,438.3","317","100","291","372,262","59,981,052","20.3%","31.4%","16.1%","155.1%","16,981"
"24 花園店","P_4.00","1,587.6","332","95","188","354,033","63,196,232","11.8%","28.5%","17.9%","241.0%","15,154"
"25 杉戸店","P_4.00","1,409.5","223","23","257","91,875","17,770,404","18.2%","10.2%","19.3%","55.9%","5,523"
"26 羽生店","P_4.00","841.3","198","21","69","85,722","17,040,100","8.2%","10.4%","19.9%","126.1%","5,618"
"27 千葉みなと店","P_4.00","1,897.8","306","30","466","113,640","22,460,024","24.6%","9.9%","19.8%","40.5%","4,965"
"28 浜野店","P_4.00","1,915.8","319","61","375","237,224","46,652,580","19.6%","19.0%","19.7%","97.1%","10,124"
"29 佐倉店","P_4.00","1,447.2","284","64","249","233,381","39,583,100","17.2%","22.5%","17.0%","130.8%","12,185"
"30 S東金店","P_4.00","1,314.3","301","107","283","380,143","34,613,184","21.5%","35.5%","9.1%","165.2%","19,193"
"32 旭店","P_4.00","416.3","223","12","55","50,521","12,546,880","13.2%","5.6%","24.8%","42.4%","2,910"
"33 妙典駅前店","P_4.00","1,546.1","143","32","345","141,695","27,508,404","22.3%","22.6%","19.4%","101.1%","12,795"
"34 ＷＡＫＯ鹿島店","P_4.00","1,072.1","318","93","164","275,845","47,707,873","15.3%","29.3%","17.1%","192.0%","15,275"
"35 神栖店","P_4.00","1,675.6","320","53","345","169,651","33,784,149","20.6%","16.7%","19.7%","81.1%","8,413"
"36 立川店","P_4.00","1,639.8","318","23","439","91,287","23,173,406","26.8%","7.3%","25.0%","27.4%","4,003"
"37 新小岩店","P_4.00","1,831.9","228","49","382","158,158","19,662,121","20.9%","21.5%","12.0%","102.8%","11,560"
"38 八王子北野店","P_4.00","1,808.0","88","9","430","38,839","10,867,629","23.8%","10.7%","27.6%","45.1%","6,014"
"40 錦糸町店","P_4.00","1,756.2","457","184","528","584,799","83,790,979","30.1%","40.1%","13.9%","133.6%","21,809"
"41 座間店","P_4.00","1,564.6","321","33","440","120,467","23,718,824","28.2%","10.4%","19.7%","37.0%","5,625"
"42 平塚駅前店","P_4.00","1,756.5","323","55","326","209,518","41,153,712","18.5%","17.1%","19.6%","92.4%","9,244"
"43 上永谷店","P_4.00","1,556.0","140","10","318","40,192","9,306,240","20.5%","7.1%","23.2%","34.9%","3,712"
"44 姫路店　","P_4.08","1,320.6","234","29","255","103,813","19,286,857","19.3%","12.3%","18.5%","63.8%","6,334"
"45 新開地店","P_4.00","1,103.1","409","134","260","420,343","57,087,717","23.6%","32.7%","13.5%","138.6%","17,147"
"46 仙台東店","P_4.00","1,762.3","256","53","343","208,620","39,696,177","19.4%","20.8%","18.9%","107.1%","11,780"
"47 仙台泉店","P_4.00","2,068.3","334","102","524","355,025","39,514,948","25.3%","30.7%","11.0%","121.2%","18,122"
"48 福岡本店","P_4.00","3,233.5","399","78","610","249,107","40,868,295","18.9%","19.5%","15.7%","103.6%","10,690"
"49 筑紫野店","P_4.00","2,771.4","629","122","561","384,048","77,470,345","20.2%","19.4%","19.5%","95.8%","10,161"
"50 福重店","P_4.00","2,540.8","319","82","533","257,253","52,454,454","21.0%","25.7%","19.9%","122.5%","14,061"
"51 伊都店","P_4.00","1,682.5","236","27","364","89,543","19,501,058","21.6%","11.6%","21.5%","53.4%","5,885"
"52 飯塚店","P_4.00","1,903.9","307","42","353","138,522","26,871,325","18.6%","13.6%","18.9%","73.5%","7,505"
"53 中間店","P_4.00","1,985.0","241","35","380","108,948","21,271,414","19.1%","14.5%","18.9%","75.8%","7,527"
"54 門司店","P_4.00","542.1","158","17","56","55,311","13,208,715","10.4%","10.8%","23.3%","103.6%","5,860"
"55 松浦店","P_4.00","238.0","158","10","12","31,603","8,095,991","5.1%","6.1%","25.3%","120.4%","3,015"
"56 佐々インター店","P_4.00","1,555.6","319","89","251","253,719","47,640,651","16.1%","27.8%","18.0%","172.5%","13,981"
"57 大野店","P_4.00","323.4","116","15","29","48,596","9,670,386","8.8%","12.7%","19.5%","143.2%","6,292"
"58 佐世保南店","P_4.00","1,153.6","250","61","245","188,316","45,931,708","21.2%","24.4%","23.8%","115.1%","12,657"
"59 大村店","P_4.00","751.7","200","56","130","164,709","30,204,011","17.4%","27.9%","17.7%","161.1%","15,298"
"60 諫早店","P_4.00","1,576.5","319","58","314","185,102","45,452,831","19.9%","18.1%","24.2%","91.0%","9,690"
"61 長与店","P_4.00","706.9","252","42","170","131,870","33,962,404","24.1%","16.6%","25.1%","68.9%","8,778"
"62 女神店","P_4.00","1,008.3","398","74","134","213,208","40,238,199","13.3%","18.5%","18.1%","139.5%","9,413"
"63 大分本店","P_4.00","2,429.6","264","21","381","66,935","13,699,288","15.7%","7.9%","20.1%","50.4%","4,219"
"64 南大分店","P_4.00","1,434.0","336","67","309","184,910","36,221,458","21.5%","19.9%","18.9%","92.5%","10,526"
"65 日向店","P_4.00","1,025.0","315","61","147","171,876","29,578,298","14.3%","19.2%","16.2%","133.9%","10,020"
"66 都城店","P_4.00","1,893.4","246","32","419","99,581","11,920,995","22.1%","13.0%","11.4%","58.6%","6,637"
"67 大淀店","P_4.00","2,419.8","396","106","533","290,438","33,402,847","22.0%","26.9%","10.8%","122.0%","14,352"
"68 延岡店","P_4.00","956.5","349","106","180","288,217","53,299,142","18.8%","30.4%","17.8%","161.7%","16,174"
"69 松橋インター店","P_4.00","760.2","254","27","148","102,424","22,612,200","19.4%","10.8%","22.1%","55.6%","5,780"
"70 八代店","P_4.00","1,047.0","281","50","148","174,369","25,842,200","14.2%","17.9%","14.8%","126.3%","9,346"
