"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"30 S東金店","S_5.49","186.0","47","27","78","22,253","2,795,166","41.7%","57.1%","12.6%","136.9%","14,749"
"32 旭店","S_5.49","179.3","39","15","54","11,531","1,532,940","29.9%","37.3%","13.3%","124.9%","8,911"
"33 妙典駅前店","S_6.25","209.0","54","29","107","26,769","3,713,635","51.4%","53.8%","13.9%","104.8%","13,749"
"34 ＷＡＫＯ鹿島店","S_5.49","219.4","31","11","70","8,534","2,303,638","32.1%","36.4%","26.3%","113.3%","9,102"
"35 神栖店","S_5.49","329.4","33","13","124","9,653","2,348,186","37.7%","39.4%","23.6%","104.6%","9,824"
"36 立川店","S_5.49","499.7","76","22","239","17,826","4,104,943","47.7%","28.7%","21.9%","60.0%","7,660"
"38 八王子北野店","S_6.25","361.0","93","29","137","25,274","6,666,580","38.0%","31.0%","25.3%","81.5%","7,986"
"41 座間店","S_5.49","174.0","101","49","84","38,376","6,166,017","48.5%","48.4%","16.1%","99.7%","12,641"
"42 平塚駅前店","S_5.49","189.0","65","37","122","29,229","4,595,649","64.6%","56.9%","15.7%","88.1%","15,130"
"43 上永谷店","S_5.56","192.1","71","27","74","22,476","2,790,913","38.6%","38.4%","12.4%","99.3%","9,965"
"44 姫路店　","S_5.43","207.7","82","49","108","36,686","7,946,458","51.9%","59.7%","21.4%","115.1%","15,024"
"45 新開地店","S_5.49","407.8","114","54","203","38,647","5,444,314","49.7%","47.6%","13.8%","95.6%","12,109"
"46 仙台東店","S_5.49","27.3","27","16","16","14,335","3,113,013","59.5%","59.5%","21.2%","100.0%","17,296"
"47 仙台泉店","S_5.49","40.6","41","17","17","14,928","2,178,780","42.3%","42.3%","14.3%","100.0%","12,319"
"48 福岡本店","S_5.49","246.2","80","42","112","30,385","6,417,900","45.6%","52.1%","19.7%","114.1%","13,576"
"49 筑紫野店","S_5.49","320.2","108","56","117","40,382","8,364,250","36.6%","51.9%","19.2%","142.0%","13,052"
"50 福重店","S_5.49","489.0","60","30","243","21,754","4,687,276","49.8%","49.2%","20.3%","98.8%","12,323"
"51 伊都店","S_5.49","436.0","80","37","231","26,672","7,337,989","52.9%","46.2%","25.6%","87.2%","11,387"
"52 飯塚店","S_5.49","409.1","75","35","161","26,989","5,372,266","39.5%","46.7%","18.1%","118.2%","11,942"
"53 中間店","S_5.49","140.0","60","36","73","24,381","5,132,190","52.1%","59.8%","19.3%","114.8%","14,516"
"54 門司店","S_5.49","154.0","52","18","47","13,447","2,669,276","30.2%","34.9%","18.3%","115.5%","8,802"
"55 松浦店","S_5.49","79.4","79","21","21","14,982","3,774,647","26.0%","26.0%","23.0%","100.0%","6,592"
"56 佐々インター店","S_5.49","254.0","39","21","94","15,413","3,774,242","37.1%","54.1%","22.7%","145.7%","13,542"
"57 大野店","S_5.49","121.8","72","30","41","22,801","5,394,472","33.5%","41.8%","22.0%","124.9%","10,938"
"58 佐世保南店","S_5.49","114.6","36","20","57","14,424","3,096,602","49.4%","56.4%","20.1%","114.1%","14,398"
"59 大村店","S_5.49","139.1","57","23","52","17,783","3,441,988","37.7%","41.0%","17.7%","108.9%","10,481"
"60 諫早店","S_5.49","220.0","80","43","105","29,635","5,608,722","47.7%","53.3%","17.1%","111.8%","13,388"
"61 長与店","S_5.49","34.2","34","22","22","16,390","3,812,437","65.1%","65.1%","21.8%","100.0%","16,607"
"62 女神店","S_5.49","130.0","80","39","53","26,678","6,671,882","40.7%","49.1%","23.0%","120.8%","11,901"
"63 大分本店","S_5.49","402.8","86","41","158","29,066","5,822,023","39.3%","47.4%","18.3%","120.6%","11,952"
"64 南大分店","S_5.49","193.0","35","16","85","12,011","2,642,876","44.2%","44.9%","21.0%","101.6%","11,439"
"65 日向店","S_5.49","170.0","34","16","64","11,320","1,402,156","37.8%","46.7%","10.2%","123.7%","11,683"
"66 都城店","S_5.49","176.0","74","33","65","22,646","4,323,091","36.7%","44.0%","18.0%","119.9%","10,801"
"67 大淀店","S_5.49","438.5","78","40","190","29,963","5,888,600","43.4%","51.7%","18.4%","119.1%","13,257"
"68 延岡店","S_5.49","60.0","42","24","31","17,076","3,947,241","51.2%","57.5%","21.3%","112.4%","14,237"
"69 松橋インター店","S_5.49","64.0","64","29","29","21,325","2,901,701","45.3%","45.3%","13.6%","100.0%","11,134"
"70 八代店","S_5.49","125.0","41","18","49","12,825","1,684,912","39.6%","43.7%","13.1%","110.4%","10,800"
