"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"21 S上里店","P_1.00","1,597.9","198","62","423","50,058","9,994,905","26.5%","31.5%","20.0%","119.0%","16,102"
"22 入間店","P_1.00","1,798.6","171","51","591","42,249","10,929,325","32.9%","29.8%","25.9%","90.6%","15,356"
"23 坂戸店","P_1.00","1,018.6","187","85","378","62,677","12,712,109","37.1%","45.3%","20.3%","122.0%","22,244"
"24 花園店","P_1.00","1,148.8","168","81","346","64,340","12,522,302","30.1%","48.0%","19.5%","159.4%","24,636"
"25 杉戸店","P_1.00","1,109.2","167","38","380","33,694","7,562,641","34.2%","23.0%","22.4%","67.2%","11,960"
"26 羽生店","P_1.00","1,067.4","197","44","210","34,682","6,642,000","19.7%","22.3%","19.2%","113.0%","11,479"
"27 千葉みなと店","P_1.00","808.8","216","72","294","60,805","12,259,772","36.3%","33.6%","20.2%","92.4%","17,502"
"28 浜野店","P_1.00","1,132.0","192","69","324","57,877","11,961,274","28.7%","36.0%","20.7%","125.5%","18,831"
"29 佐倉店","P_1.00","1,228.2","193","90","403","69,531","15,529,340","32.8%","46.6%","22.3%","142.1%","23,917"
"30 S東金店","P_1.00","833.4","185","107","292","81,368","14,885,173","35.0%","57.5%","18.3%","164.3%","30,516"
"32 旭店","P_1.00","1,214.2","186","41","308","30,070","6,481,460","25.3%","22.2%","21.6%","87.7%","10,460"
"33 妙典駅前店","P_1.00","857.6","131","49","333","43,507","9,181,204","38.8%","37.7%","21.1%","97.2%","20,092"
"34 ＷＡＫＯ鹿島店","P_1.00","656.7","217","93","202","58,267","11,837,641","30.8%","43.1%","19.7%","139.9%","21,993"
"35 神栖店","P_1.00","1,137.3","161","58","331","38,200","7,808,354","29.1%","36.2%","20.0%","124.5%","18,144"
"36 立川店","P_1.00","784.1","140","40","320","29,622","8,205,315","40.8%","28.2%","26.9%","69.2%","14,991"
"37 新小岩店","P_1.00","1,593.7","248","93","484","61,993","15,330,597","30.4%","37.5%","24.0%","123.4%","19,132"
"38 八王子北野店","P_1.12","1,064.0","56","15","387","14,186","4,148,912","36.4%","26.0%","28.4%","71.4%","14,967"
"40 錦糸町店","P_1.00","725.6","179","84","280","56,340","9,709,462","38.5%","46.9%","16.6%","121.8%","24,374"
"41 座間店","P_1.00","744.1","251","89","328","70,603","16,744,311","44.1%","35.4%","23.7%","80.1%","18,575"
"42 平塚駅前店","P_1.00","996.6","196","64","368","50,337","11,914,441","36.9%","32.5%","23.7%","88.1%","17,247"
"43 上永谷店","P_1.00","724.9","130","44","302","36,192","7,554,110","41.7%","34.2%","20.9%","82.0%","18,101"
"44 姫路店　","P_1.02","903.4","201","57","318","39,210","8,225,796","35.1%","28.5%","20.8%","81.0%","14,302"
"45 新開地店","P_1.00","935.6","229","124","384","70,294","10,666,194","41.1%","54.3%","14.9%","132.2%","26,934"
"46 仙台東店","P_1.00","1,127.7","180","72","322","54,270","9,749,520","28.6%","39.8%","17.5%","139.3%","21,889"
"47 仙台泉店","P_1.00","961.1","167","82","324","60,312","10,995,090","33.7%","49.2%","17.9%","145.9%","27,240"
"48 福岡本店","P_1.00","1,960.6","200","95","780","58,279","13,970,418","39.8%","47.4%","22.4%","119.3%","25,352"
"49 筑紫野店","P_1.00","2,274.8","376","148","809","99,001","22,646,253","35.6%","39.4%","21.4%","110.7%","20,516"
"50 福重店","P_1.00","1,739.0","199","95","726","61,438","15,965,782","41.7%","47.4%","24.9%","113.7%","24,613"
"51 伊都店","P_1.00","1,667.4","240","75","630","52,785","12,202,204","37.8%","31.4%","22.2%","83.1%","16,945"
"52 飯塚店","P_1.00","2,141.4","311","126","744","73,042","16,561,830","34.7%","40.6%","21.1%","117.0%","20,438"
"53 中間店","P_1.00","1,165.7","206","90","467","52,733","11,417,804","40.0%","44.0%","20.2%","109.8%","22,040"
"54 門司店","P_1.00","587.6","204","66","171","37,320","8,308,835","29.1%","32.5%","20.6%","111.6%","16,211"
"55 松浦店","P_1.00","339.1","199","36","55","22,990","7,246,552","16.2%","18.2%","29.8%","112.3%","9,092"
"56 佐々インター店","P_1.00","1,431.6","199","116","513","64,642","12,796,440","35.8%","58.0%","17.4%","161.9%","29,233"
"57 大野店","P_1.00","602.1","196","65","142","43,101","11,032,942","23.5%","32.9%","24.1%","139.9%","16,803"
"58 佐世保南店","P_1.00","1,222.9","179","92","548","55,354","14,609,024","44.8%","51.1%","25.0%","114.1%","26,715"
"59 大村店","P_1.00","823.5","207","88","263","48,520","11,534,867","31.9%","42.6%","22.1%","133.3%","22,458"
"60 諫早店","P_1.00","1,449.9","320","126","548","75,763","18,990,050","37.8%","39.3%","23.8%","103.9%","20,267"
"61 長与店","P_1.00","595.7","216","107","290","63,460","16,369,197","48.8%","49.8%","24.1%","102.1%","25,285"
"62 女神店","P_1.00","1,260.5","317","153","434","87,911","23,120,323","34.5%","48.0%","24.3%","139.4%","24,016"
"63 大分本店","P_1.00","1,828.3","261","96","559","56,282","12,437,972","30.6%","36.8%","20.6%","120.4%","19,172"
"64 南大分店","P_1.00","856.1","261","104","326","59,344","13,980,564","38.1%","39.9%","22.4%","104.6%","20,597"
"65 日向店","P_1.00","1,251.0","272","116","414","66,802","15,175,373","33.1%","42.7%","20.4%","129.2%","21,123"
"66 都城店","P_1.00","1,880.8","275","81","781","48,481","11,199,247","41.5%","29.4%","21.4%","70.8%","15,425"
"67 大淀店","P_1.00","1,605.5","311","146","786","83,857","19,482,211","49.0%","47.0%","22.1%","96.0%","24,006"
"68 延岡店","P_1.00","1,104.8","213","102","432","56,195","10,320,508","39.1%","47.7%","16.7%","122.0%","24,170"
"69 松橋インター店","P_1.00","1,055.9","172","49","372","31,716","5,784,700","35.2%","28.4%","18.2%","80.6%","14,773"
"70 八代店","P_1.00","1,738.4","240","93","567","58,227","12,811,800","32.6%","38.7%","22.0%","118.5%","19,115"
