"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"32 旭店","P_4.00","416.5","224","15","59","50,479","10,774,340","14.3%","6.7%","21.3%","47.0%","3,379"
"33 妙典駅前店","P_4.00","1,554.0","142","31","337","117,520","19,251,244","21.7%","21.9%","16.4%","100.9%","12,354"
"34 ＷＡＫＯ鹿島店","P_4.00","1,070.7","317","93","170","245,610","40,571,885","15.8%","29.4%","16.3%","185.5%","15,031"
"35 神栖店","P_4.00","1,690.7","319","60","349","161,996","29,726,396","20.7%","18.7%","18.2%","90.3%","9,151"
"36 立川店","P_4.00","1,645.0","318","26","409","82,998","18,296,219","24.9%","8.3%","21.7%","33.5%","4,305"
"37 新小岩店","P_4.00","1,830.5","227","39","372","118,091","23,393,640","20.3%","17.1%","19.4%","83.9%","9,524"
"38 八王子北野店","P_4.00","1,807.8","88","10","418","34,243","9,728,489","23.1%","11.4%","28.1%","49.2%","6,079"
"40 錦糸町店","P_4.00","1,755.1","457","174","493","478,916","70,269,890","28.1%","38.1%","14.2%","135.5%","20,840"
"41 座間店","P_4.00","1,565.8","322","35","440","106,106","20,205,888","28.1%","11.0%","19.0%","39.3%","5,745"
"42 平塚駅前店","P_4.00","1,756.7","323","57","318","181,430","39,621,888","18.1%","17.6%","21.8%","97.4%","9,353"
"43 上永谷店","P_4.00","1,556.0","140","10","323","35,831","8,030,940","20.7%","7.3%","22.4%","35.2%","3,786"
"44 姫路店　","P_4.08","1,322.4","235","29","254","89,058","16,753,882","19.2%","12.3%","18.8%","63.8%","6,321"
"45 新開地店","P_4.00","1,108.8","409","131","256","355,853","46,942,394","23.1%","31.9%","13.1%","138.1%","16,598"
"46 仙台東店","P_4.00","1,763.5","258","51","332","167,946","21,863,453","18.8%","19.9%","12.9%","105.7%","11,035"
"47 仙台泉店","P_4.00","2,083.5","336","92","496","282,761","30,818,424","23.8%","27.5%","10.7%","115.4%","15,923"
"48 福岡本店","P_4.00","3,229.7","398","78","575","213,634","41,498,688","17.8%","19.5%","18.8%","109.4%","10,330"
"49 筑紫野店","P_4.00","2,786.6","637","124","533","320,509","50,944,180","19.1%","19.4%","15.2%","101.5%","10,083"
"50 福重店","P_4.00","2,560.2","319","77","508","214,135","43,482,279","19.9%","24.1%","19.9%","121.3%","13,214"
"51 伊都店","P_4.00","1,697.1","239","27","336","76,499","14,168,116","19.8%","11.2%","18.3%","56.4%","5,815"
"52 飯塚店","P_4.00","1,908.7","310","47","337","126,532","23,822,978","17.6%","15.1%","18.2%","85.5%","7,986"
"53 中間店","P_4.00","1,986.5","243","33","379","90,208","16,578,066","19.1%","13.6%","17.8%","71.2%","7,195"
"54 門司店","P_4.00","543.0","159","17","57","48,452","9,324,819","10.5%","10.6%","18.7%","100.8%","5,842"
"55 松浦店","P_4.00","238.5","159","9","11","24,410","7,066,204","4.7%","5.4%","28.8%","115.5%","2,622"
"56 佐々インター店","P_4.00","1,558.0","317","81","242","202,839","36,569,734","15.5%","25.7%","17.3%","165.7%","13,079"
"57 大野店","P_4.00","325.1","118","15","30","42,638","10,608,642","9.2%","13.1%","24.3%","142.1%","6,362"
"58 佐世保南店","P_4.00","1,150.1","250","56","226","155,890","38,979,570","19.7%","22.6%","24.3%","114.8%","12,037"
"59 大村店","P_4.00","750.9","199","55","129","139,591","25,192,517","17.2%","27.6%","17.3%","160.6%","14,949"
"60 諫早店","P_4.00","1,575.7","318","55","296","150,860","36,588,663","18.8%","17.2%","23.8%","91.3%","9,000"
"61 長与店","P_4.00","705.0","250","41","164","107,801","25,431,050","23.3%","16.2%","22.9%","69.6%","8,471"
"62 女神店","P_4.00","1,011.9","398","66","124","170,854","40,036,179","12.2%","16.5%","22.7%","135.4%","8,373"
"63 大分本店","P_4.00","2,494.4","263","20","334","56,298","9,465,668","13.4%","7.5%","16.5%","55.6%","3,939"
"64 南大分店","P_4.00","1,432.9","335","62","294","155,073","30,417,689","20.5%","18.3%","18.9%","89.5%","9,720"
"65 日向店","P_4.00","1,024.4","314","57","143","142,476","27,616,478","14.0%","18.2%","18.4%","130.2%","9,344"
"66 都城店","P_4.00","1,897.2","249","28","404","77,516","14,731,801","21.3%","11.4%","18.6%","53.5%","5,933"
"67 大淀店","P_4.00","2,419.3","395","101","522","239,369","37,706,693","21.6%","25.5%","15.1%","118.0%","13,188"
"68 延岡店","P_4.00","955.1","347","96","166","238,137","51,049,192","17.3%","27.8%","20.8%","160.1%","14,849"
"69 松橋インター店","P_4.00","760.2","254","28","149","84,587","14,530,900","19.6%","11.0%","17.2%","56.1%","5,721"
"70 八代店","P_4.00","1,048.4","280","47","146","146,096","26,932,700","13.9%","17.0%","18.4%","122.2%","8,710"
