"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"58 佐世保南店","P_1.00","1,220.8","179","90","547","47,398","11,388,927","44.8%","50.2%","22.6%","112.0%","26,139"
"59 大村店","P_1.00","824.0","207","88","264","41,988","9,860,626","32.0%","42.6%","21.6%","133.2%","22,196"
"60 諫早店","P_1.00","1,448.0","318","120","532","64,900","15,796,355","36.7%","37.8%","23.0%","102.8%","19,555"
"61 長与店","P_1.00","593.6","214","106","290","54,599","13,321,919","48.8%","49.7%","22.5%","101.9%","25,048"
"62 女神店","P_1.00","1,259.6","317","152","430","78,551","20,658,628","34.2%","48.1%","24.3%","140.8%","23,908"
"63 大分本店","P_1.00","1,814.4","261","98","553","52,553","13,145,869","30.5%","37.4%","23.5%","122.6%","19,690"
"64 南大分店","P_1.00","870.8","263","111","325","57,228","13,951,397","37.3%","42.1%","23.2%","112.8%","21,819"
"65 日向店","P_1.00","1,220.6","271","114","387","58,533","12,363,167","31.7%","41.9%","18.7%","132.3%","20,949"
"66 都城店","P_1.00","1,880.8","275","86","780","43,307","8,770,418","41.5%","31.1%","18.4%","75.0%","16,381"
"67 大淀店","P_1.00","1,652.2","311","146","797","74,523","15,974,077","48.2%","46.8%","20.3%","97.0%","23,903"
"68 延岡店","P_1.00","1,105.1","213","99","423","48,933","11,132,599","38.3%","46.7%","21.0%","122.0%","23,514"
"69 松橋インター店","P_1.00","1,056.7","172","46","370","25,874","4,803,300","35.1%","26.8%","18.6%","76.4%","14,063"
"70 八代店","P_1.00","1,737.8","239","93","560","51,956","10,491,600","32.2%","38.9%","20.2%","120.7%","19,235"
