"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"店舗平均","-","-","74","-","-","16,536","2,745,070","-","-","15.4%","-","16,529"
"10 倉賀野店","S_2.50","35.5","36","28","28","9,024","1,225,980","79.1%","79.1%","13.6%","100.0%","18,904"
"63 大分本店","S_2.50","167.9","40","24","94","7,512","1,519,090","56.3%","59.7%","17.6%","106.1%","14,344"
