"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"29 佐倉店","P_4.00","1,448.0","284","65","252","237,870","33,959,868","17.4%","22.7%","14.3%","130.6%","11,991"
"30 S東金店","P_4.00","1,316.8","301","116","293","412,830","40,135,864","22.2%","38.4%","9.7%","172.7%","20,549"
"32 旭店","P_4.00","416.4","223","15","59","60,109","14,315,060","14.1%","6.6%","23.8%","46.9%","3,354"
"33 妙典駅前店","P_4.00","1,554.5","142","31","338","141,645","23,746,188","21.7%","22.0%","16.8%","101.2%","12,442"
"34 ＷＡＫＯ鹿島店","P_4.00","1,070.6","317","92","167","292,891","47,104,006","15.6%","29.2%","15.9%","187.3%","15,009"
"35 神栖店","P_4.00","1,690.6","319","58","346","188,890","35,506,769","20.5%","18.0%","18.6%","88.1%","8,864"
"36 立川店","P_4.00","1,645.0","318","26","408","98,007","23,418,788","24.8%","8.2%","23.5%","33.0%","4,251"
"37 新小岩店","P_4.00","1,830.8","227","38","373","139,559","27,238,466","20.4%","16.9%","19.1%","82.7%","9,384"
"38 八王子北野店","P_4.00","1,807.8","88","10","419","41,359","11,535,558","23.2%","11.5%","27.6%","49.6%","6,149"
"40 錦糸町店","P_4.00","1,755.2","457","175","496","577,978","89,962,033","28.3%","38.4%","15.1%","135.7%","21,000"
"41 座間店","P_4.00","1,565.8","322","35","440","125,614","23,485,768","28.1%","11.0%","18.7%","39.0%","5,700"
"42 平塚駅前店","P_4.00","1,756.7","323","56","319","213,771","47,433,452","18.2%","17.4%","22.2%","95.7%","9,258"
"43 上永谷店","P_4.00","1,556.0","140","10","321","43,218","10,644,840","20.6%","7.4%","24.6%","35.9%","3,842"
"44 姫路店　","P_4.08","1,322.7","236","29","256","107,606","21,956,504","19.4%","12.4%","20.3%","63.9%","6,334"
"45 新開地店","P_4.00","1,108.0","409","130","256","430,370","60,224,641","23.1%","31.8%","13.9%","137.6%","16,614"
"46 仙台東店","P_4.00","1,763.6","258","52","337","204,397","28,109,959","19.1%","20.3%","13.6%","106.1%","11,277"
"47 仙台泉店","P_4.00","2,083.6","336","92","502","341,286","41,331,820","24.1%","27.5%","11.9%","114.3%","16,036"
"48 福岡本店","P_4.00","3,230.4","399","76","574","251,056","46,091,041","17.8%","19.0%","17.7%","106.9%","10,153"
"49 筑紫野店","P_4.00","2,787.5","637","122","533","383,758","65,485,791","19.1%","19.2%","16.3%","100.3%","9,982"
"50 福重店","P_4.00","2,560.5","319","77","506","256,285","52,403,175","19.8%","24.0%","20.1%","121.4%","13,152"
"51 伊都店","P_4.00","1,697.3","239","26","334","89,635","16,430,116","19.7%","10.9%","18.1%","55.1%","5,673"
"52 飯塚店","P_4.00","1,909.4","310","45","333","149,004","29,276,802","17.4%","14.7%","19.1%","84.0%","7,808"
"53 中間店","P_4.00","1,986.9","244","33","374","106,724","18,923,698","18.8%","13.4%","17.1%","71.3%","7,085"
"54 門司店","P_4.00","543.0","159","17","56","57,417","11,607,588","10.4%","10.5%","19.7%","101.8%","5,809"
"55 松浦店","P_4.00","238.5","159","9","11","29,723","9,286,256","4.7%","5.4%","31.1%","115.5%","2,670"
"56 佐々インター店","P_4.00","1,558.4","317","82","241","246,607","42,238,281","15.4%","26.0%","16.4%","168.3%","13,236"
"57 大野店","P_4.00","325.1","118","15","29","50,698","13,616,483","8.9%","12.6%","26.3%","142.0%","6,260"
"58 佐世保南店","P_4.00","1,150.9","250","56","227","186,998","47,449,005","19.7%","22.5%","24.7%","113.9%","11,940"
"59 大村店","P_4.00","751.1","199","54","127","167,258","32,163,265","17.0%","27.2%","18.5%","160.0%","14,784"
"60 諫早店","P_4.00","1,576.1","319","55","293","180,593","44,521,551","18.6%","17.2%","24.2%","92.5%","8,971"
"61 長与店","P_4.00","705.3","251","41","164","131,389","31,618,195","23.2%","16.4%","23.4%","70.7%","8,551"
"62 女神店","P_4.00","1,012.1","398","66","124","205,219","47,238,440","12.2%","16.6%","22.3%","135.8%","8,394"
"63 大分本店","P_4.00","2,494.7","263","19","332","66,751","11,517,615","13.3%","7.3%","16.9%","54.7%","3,887"
"64 南大分店","P_4.00","1,433.1","336","61","292","183,855","37,355,210","20.4%","18.1%","19.7%","89.1%","9,644"
"65 日向店","P_4.00","1,024.5","315","58","143","173,505","33,915,620","14.0%","18.5%","18.5%","132.5%","9,460"
"66 都城店","P_4.00","1,897.1","249","28","397","92,356","17,131,421","20.9%","11.3%","18.1%","53.9%","5,864"
"67 大淀店","P_4.00","2,419.4","395","100","517","282,625","41,411,687","21.4%","25.2%","14.0%","118.0%","13,022"
"68 延岡店","P_4.00","955.4","348","95","164","283,253","62,845,294","17.1%","27.4%","21.5%","159.8%","14,666"
"69 松橋インター店","P_4.00","760.5","255","27","147","99,530","18,476,800","19.3%","10.7%","18.6%","55.6%","5,568"
"70 八代店","P_4.00","1,048.6","280","47","144","174,909","33,597,500","13.7%","16.8%","19.2%","122.3%","8,653"
