"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"店舗平均","-","-","19,046","-","-","12,437,703","2,202,082,264","-","-","17.5%","-","9,654"
"1 沼田店","P_4.00","1,030.5","220","36","145","129,709","29,001,120","14.1%","16.4%","22.4%","116.2%","8,318"
"2 渋川インター店","P_4.00","490.1","250","34","83","138,090","22,744,864","16.9%","13.6%","16.5%","80.7%","7,371"
"3 中之条店","P_4.00","838.5","129","11","130","39,993","8,607,628","15.5%","8.9%","21.5%","57.1%","4,408"
"4 前橋若宮店","P_4.00","1,365.6","270","48","212","185,085","34,959,816","15.5%","17.9%","18.9%","115.6%","9,884"
"5 前橋大利根店","P_4.00","1,428.2","332","41","307","163,228","28,329,916","21.5%","12.4%","17.4%","57.9%","6,403"
"6 ガーデン前橋店","P_4.00","1,589.0","353","58","326","225,639","42,744,384","20.5%","16.5%","18.9%","80.2%","8,450"
"7 富岡店","P_4.00","451.1","251","41","54","146,726","28,404,724","12.0%","16.2%","19.4%","134.5%","8,355"
"8 安中店","P_4.00","733.3","254","29","46","118,772","23,242,832","6.2%","11.3%","19.6%","181.8%","6,057"
"9 高崎本店","P_4.00","2,152.9","370","100","467","384,334","48,925,200","21.7%","27.1%","12.7%","124.9%","15,139"
"10 倉賀野店","P_4.00","1,195.0","275","25","203","91,604","15,123,040","17.0%","9.0%","16.5%","52.8%","4,463"
"11 金古店","P_4.00","1,575.5","376","61","311","231,470","42,958,656","19.8%","16.2%","18.6%","82.2%","8,386"
"12 伊勢崎店","P_4.00","1,394.1","194","18","246","75,890","15,450,580","17.6%","9.5%","20.4%","53.6%","5,058"
"13 大間々店","P_4.00","931.9","292","40","105","152,110","31,368,388","11.2%","13.8%","20.6%","122.3%","7,212"
"14 館林店","P_4.00","928.8","237","34","101","134,479","23,632,688","10.9%","14.3%","17.6%","130.7%","7,622"
"15 太田矢島店","P_4.00","1,624.9","220","42","312","159,714","26,222,100","19.2%","19.0%","16.4%","98.8%","10,424"
"16 太田店","P_4.00","2,252.9","306","48","410","182,412","25,182,240","18.2%","15.9%","13.8%","87.0%","8,183"
"17 上越店","P_4.00","1,371.5","359","30","221","103,739","22,720,798","16.1%","8.5%","20.7%","52.5%","4,279"
"18 上田店","P_4.35","1,487.7","277","57","267","191,275","18,683,520","17.9%","20.5%","9.6%","114.3%","9,902"
"19 S熊谷店","P_4.00","1,563.3","321","83","188","315,356","50,628,980","12.0%","25.8%","16.1%","214.5%","13,564"
"20 S鴻巣店","P_4.00","1,181.7","301","52","211","205,323","30,605,692","17.8%","17.2%","14.9%","96.6%","8,948"
"21 S上里店","P_4.00","1,534.6","280","36","138","143,610","27,909,188","9.0%","13.0%","19.4%","144.4%","6,885"
"22 入間店","P_4.00","1,578.2","303","36","314","141,945","26,187,128","19.9%","12.0%","18.4%","60.2%","6,139"
"23 坂戸店","P_4.00","1,434.5","316","103","287","366,462","63,694,608","20.0%","32.5%","17.4%","162.6%","17,054"
"24 花園店","P_4.00","1,616.3","332","93","187","352,706","59,922,968","11.6%","28.1%","17.0%","243.4%","14,721"
"25 杉戸店","P_4.00","1,407.5","221","25","257","99,962","17,164,040","18.3%","11.3%","17.2%","62.0%","5,982"
"26 羽生店","P_4.00","840.8","196","19","67","84,412","19,223,600","7.9%","9.8%","22.8%","122.7%","5,457"
"27 千葉みなと店","P_4.00","1,897.9","305","30","447","116,840","23,537,488","23.6%","9.8%","20.1%","41.7%","5,004"
"28 浜野店","P_4.00","1,915.2","319","61","371","250,275","50,195,660","19.3%","19.1%","20.1%","98.6%","10,220"
