"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"30 S東金店","P_1.00","834.4","186","109","301","85,588","15,244,013","36.1%","58.6%","17.8%","162.6%","31,055"
"32 旭店","P_1.00","928.7","187","43","231","35,046","8,631,050","24.8%","23.1%","24.6%","93.1%","11,540"
"33 妙典駅前店","P_1.00","860.0","133","47","322","43,051","9,202,729","37.4%","35.5%","21.4%","94.9%","19,065"
"34 ＷＡＫＯ鹿島店","P_1.00","668.9","215","89","197","59,872","13,404,402","29.4%","41.4%","21.8%","140.8%","21,345"
"35 神栖店","P_1.00","848.9","176","57","264","41,152","9,977,361","31.0%","32.4%","23.7%","104.5%","16,459"
"36 立川店","P_1.00","782.8","139","39","292","29,797","6,593,329","37.2%","28.3%","21.2%","76.0%","15,130"
"37 新小岩店","P_1.00","1,593.4","247","90","470","62,681","13,720,258","29.5%","36.3%","21.2%","123.2%","18,842"
"38 八王子北野店","P_1.12","1,056.0","48","14","364","14,368","3,339,899","34.5%","28.6%","22.4%","82.9%","16,935"
"40 錦糸町店","P_1.00","706.7","162","66","252","46,247","8,495,864","35.6%","40.6%","17.7%","113.9%","21,134"
"41 座間店","P_1.00","759.6","253","89","330","73,103","16,028,148","43.4%","35.2%","21.9%","81.1%","18,435"
"42 平塚駅前店","P_1.00","997.7","197","62","364","51,861","11,509,869","36.5%","31.7%","22.2%","86.8%","16,913"
"43 上永谷店","P_1.00","724.1","129","45","300","37,466","8,876,880","41.4%","35.0%","23.7%","84.5%","18,243"
"44 姫路店　","P_1.02","902.5","200","59","312","40,166","8,358,513","34.6%","29.6%","20.6%","85.6%","14,501"
"45 新開地店","P_1.00","933.2","229","121","374","73,316","11,283,875","40.0%","53.0%","15.2%","132.4%","26,382"
"46 仙台東店","P_1.00","1,130.3","182","70","313","55,677","10,138,893","27.7%","38.6%","17.7%","139.2%","21,524"
"47 仙台泉店","P_1.00","961.3","167","81","318","64,416","13,596,829","33.1%","48.5%","20.8%","146.7%","26,871"
"48 福岡本店","P_1.00","1,959.7","200","96","761","62,762","15,917,558","38.8%","48.0%","23.6%","123.7%","25,517"
"49 筑紫野店","P_1.00","2,265.6","377","153","795","104,590","24,802,546","35.1%","40.5%","22.3%","115.5%","20,903"
"50 福重店","P_1.00","1,881.1","200","92","783","64,450","15,355,120","41.6%","46.2%","22.8%","111.0%","24,333"
"51 伊都店","P_1.00","1,664.3","239","77","622","54,852","12,309,157","37.4%","32.3%","21.5%","86.4%","17,327"
"52 飯塚店","P_1.00","1,901.3","310","123","678","74,657","18,871,528","35.7%","39.8%","23.7%","111.4%","20,018"
"53 中間店","P_1.00","1,163.9","204","87","446","52,462","11,099,782","38.3%","42.4%","19.7%","110.7%","21,271"
"54 門司店","P_1.00","585.9","202","66","172","38,522","9,618,419","29.3%","32.9%","23.4%","112.3%","16,271"
"55 松浦店","P_1.00","339.7","200","36","54","23,562","6,915,510","16.0%","17.9%","27.6%","111.8%","8,885"
"56 佐々インター店","P_1.00","1,430.0","197","114","514","69,101","14,443,421","36.0%","58.0%","18.4%","161.1%","29,705"
"57 大野店","P_1.00","601.9","196","62","135","40,631","9,120,921","22.5%","31.6%","20.9%","140.5%","15,941"
"58 佐世保南店","P_1.00","1,220.7","179","88","540","56,312","13,815,713","44.3%","49.3%","23.1%","111.3%","25,726"
"59 大村店","P_1.00","824.0","207","87","261","50,219","12,030,170","31.7%","42.2%","22.1%","133.3%","22,053"
"60 諫早店","P_1.00","1,448.4","318","119","526","77,731","19,347,297","36.3%","37.4%","23.6%","103.1%","19,434"
"61 長与店","P_1.00","593.9","214","105","287","65,459","16,623,861","48.3%","49.1%","23.5%","101.8%","24,780"
"62 女神店","P_1.00","1,259.7","317","151","427","93,482","24,598,680","33.9%","47.6%","24.3%","140.5%","23,722"
"63 大分本店","P_1.00","1,814.4","261","97","548","62,297","15,679,789","30.2%","37.2%","23.6%","123.3%","19,471"
"64 南大分店","P_1.00","870.8","263","108","319","67,012","16,547,368","36.6%","41.0%","23.5%","112.2%","21,232"
"65 日向店","P_1.00","1,220.2","271","113","384","69,645","14,723,130","31.5%","41.7%","18.7%","132.3%","20,810"
"66 都城店","P_1.00","1,880.9","275","84","770","50,982","10,310,552","41.0%","30.5%","18.4%","74.4%","16,005"
"67 大淀店","P_1.00","1,652.0","311","145","786","88,591","19,375,524","47.6%","46.6%","20.7%","97.8%","23,662"
"68 延岡店","P_1.00","1,105.1","213","99","419","57,715","12,728,687","37.9%","46.2%","20.3%","121.8%","23,240"
"69 松橋インター店","P_1.00","1,056.7","172","45","365","30,702","5,738,100","34.5%","26.4%","18.7%","76.4%","13,873"
"70 八代店","P_1.00","1,737.9","239","91","552","61,175","12,200,400","31.8%","38.0%","19.9%","119.8%","18,785"
