"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"60 諫早店","P_4.00","1,575.5","318","69","320","228,320","62,031,655","20.3%","21.6%","26.8%","106.5%","11,375"
"61 長与店","P_4.00","706.7","252","46","170","154,331","40,078,366","24.0%","18.3%","25.5%","76.3%","9,909"
"62 女神店","P_4.00","1,041.3","400","80","148","251,916","60,687,174","14.2%","20.0%","23.4%","140.7%","10,459"
"63 大分本店","P_4.00","2,567.7","264","26","400","89,907","23,256,601","15.6%","9.9%","25.5%","63.3%","5,339"
"64 南大分店","P_4.00","1,503.4","333","67","336","200,618","41,095,189","22.4%","20.2%","19.8%","90.5%","10,683"
"65 日向店","P_4.00","1,020.1","314","66","155","194,126","40,666,344","15.2%","20.9%","20.0%","137.2%","10,895"
"66 都城店","P_4.00","1,927.2","249","33","451","109,876","27,196,246","23.4%","13.3%","24.4%","56.7%","7,024"
"67 大淀店","P_4.00","2,410.5","394","100","562","286,780","55,323,242","23.3%","25.4%","18.7%","108.8%","13,251"
"68 延岡店","P_4.00","957.2","349","97","184","280,501","64,387,749","19.2%","27.7%","22.4%","144.5%","14,774"
"69 松橋インター店","P_4.00","761.7","256","39","162","138,143","34,863,600","21.2%","15.1%","25.2%","71.2%","7,978"
"70 八代店","P_4.00","1,049.5","281","59","168","209,153","41,658,500","16.0%","20.9%","19.9%","130.3%","10,924"
