"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"店舗平均","-","-","88","-","-","25,459","3,653,032","-","-","13.7%","-","16,340"
"10 倉賀野店","S_2.50","36.0","36","27","27","14,436","1,541,380","75.2%","75.2%","10.7%","100.0%","18,247"
"27 千葉みなと店","S_2.50","24.1","21","17","19","3,685","559,850","77.7%","82.7%","15.2%","106.5%","18,962"
"63 大分本店","S_2.50","155.4","39","22","85","7,338","1,551,802","54.4%","55.6%","18.8%","102.3%","13,410"
