"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"店舗平均","-","-","23,929","-","-","20,343,292","2,759,165,424","-","-","12.9%","-","8,792"
"1 沼田店","S_21.74","1,063.4","227","95","353","242,852","32,581,714","33.2%","41.6%","13.4%","125.6%","10,233"
"2 渋川インター店","S_21.74","524.5","284","100","191","261,136","34,977,434","36.5%","35.2%","13.4%","96.4%","8,864"
"3 中之条店","S_21.74","903.4","152","35","321","88,309","15,375,804","35.5%","23.0%","17.4%","64.8%","5,579"
"4 前橋若宮店","S_21.74","1,501.9","197","74","573","215,109","24,124,805","38.2%","37.6%","11.2%","98.4%","10,258"
"5 前橋大利根店","S_21.74","1,777.1","493","176","791","449,857","64,462,717","44.5%","35.7%","14.3%","80.1%","9,004"
"6 ガーデン前橋店","S_21.74","1,984.3","419","149","778","389,575","39,932,523","39.2%","35.5%","10.3%","90.5%","8,883"
"7 富岡店","S_21.74","395.4","247","83","109","213,642","33,542,803","27.6%","33.4%","15.7%","120.9%","8,096"
"8 安中店","S_21.74","632.3","218","89","140","227,120","32,696,107","22.2%","40.6%","14.4%","183.1%","10,146"
"9 高崎本店","S_21.74","2,513.8","447","224","1,124","603,831","68,126,720","44.7%","50.1%","11.3%","112.0%","13,338"
"10 倉賀野店","S_21.74","1,072.4","334","122","415","312,351","42,454,041","38.7%","36.4%","13.6%","94.1%","9,110"
"11 金古店","S_21.74","1,479.6","366","131","657","352,197","45,573,696","44.4%","35.7%","12.9%","80.5%","9,105"
"12 伊勢崎店","S_21.74","1,736.5","273","112","759","274,827","10,866,102","43.7%","41.1%","4.0%","94.0%","10,575"
"13 大間々店","S_21.74","885.7","331","126","311","327,099","40,563,827","35.1%","38.1%","12.4%","108.5%","9,551"
"14 館林店","S_21.74","1,220.1","386","113","300","301,662","36,987,783","24.6%","29.3%","12.3%","119.1%","7,371"
"15 太田矢島店","S_21.74","2,247.1","343","145","1,077","391,032","52,583,151","47.9%","42.2%","13.4%","88.0%","10,725"
"16 太田店","S_21.74","2,811.3","567","331","1,260","131,351","-18,671,609","44.8%","58.4%","-14.2%","130.3%","14,865"
"17 上越店","S_20.00","1,688.9","592","176","540","386,724","74,545,458","32.0%","29.7%","16.0%","93.0%","7,730"
"18 上田店","S_21.74","2,000.0","375","110","828","246,217","27,095,920","41.4%","29.4%","10.6%","71.1%","7,245"
"19 S熊谷店","S_21.74","2,278.5","409","179","635","459,902","61,105,434","27.9%","43.8%","13.3%","157.1%","10,668"
"20 S鴻巣店","S_21.74","1,690.3","452","166","564","413,373","46,036,978","33.4%","36.8%","11.1%","110.4%","9,078"
"21 S上里店","S_21.74","1,834.3","398","132","453","339,336","41,397,608","24.7%","33.2%","12.2%","134.5%","8,328"
"22 入間店","S_21.74","2,537.8","436","112","721","288,171","34,934,657","28.4%","25.7%","12.1%","90.6%","6,507"
"23 坂戸店","S_21.74","1,733.7","378","164","593","398,371","51,089,281","34.2%","43.5%","12.8%","127.1%","10,655"
"24 花園店","S_21.74","1,712.0","366","165","445","427,123","53,213,850","26.0%","45.1%","12.5%","173.3%","11,312"
"25 杉戸店","S_21.74","1,610.0","340","94","526","244,656","39,118,914","32.7%","27.5%","16.0%","84.3%","6,923"
"26 羽生店","S_21.74","1,239.1","317","74","290","181,546","22,234,193","23.4%","23.3%","12.2%","99.5%","5,810"
