"店舗名","種別","商圏総台数","台数","自店客数","商圏客数","売上合計(千円)","補粗利合計","商圏稼動率","自店稼動率","利益率","自店支持率","アウト"
"28 浜野店","P_1.00","1,129.9","191","71","298","61,615","13,591,771","26.4%","37.3%","22.1%","141.6%","19,718"
"29 佐倉店","P_1.00","1,225.9","196","86","389","66,677","12,649,359","31.7%","44.1%","19.0%","139.0%","22,647"
"30 S東金店","P_1.00","833.6","186","105","285","80,952","13,131,798","34.2%","56.7%","16.2%","165.6%","30,570"
"32 旭店","P_1.00","957.7","186","44","221","35,195","7,433,060","23.1%","23.7%","21.1%","102.6%","11,670"
"33 妙典駅前店","P_1.00","860.7","132","51","327","46,507","9,888,180","38.0%","38.2%","21.3%","100.6%","21,058"
"34 ＷＡＫＯ鹿島店","P_1.00","692.1","239","90","202","58,900","12,560,718","29.2%","37.8%","20.7%","129.6%","19,366"
"35 神栖店","P_1.00","893.1","176","61","277","41,643","8,194,076","31.1%","34.8%","19.2%","112.0%","17,609"
"36 立川店","P_1.00","843.2","199","53","305","38,001","11,010,601","36.1%","26.7%","28.1%","73.8%","14,041"
"37 新小岩店","P_1.00","1,681.4","242","95","483","65,857","17,219,639","28.7%","39.2%","25.5%","136.3%","20,401"
"38 八王子北野店","P_1.12","1,025.5","32","11","365","11,578","3,318,231","35.6%","34.5%","27.8%","96.9%","21,182"
"40 錦糸町店","P_1.00","602.1","95","44","235","34,142","10,649,543","39.0%","46.2%","30.5%","118.4%","24,936"
"41 座間店","P_1.00","759.0","251","74","305","63,937","16,623,327","40.2%","29.3%","26.0%","73.0%","15,477"
"42 平塚駅前店","P_1.00","996.4","195","65","347","54,026","12,195,708","34.8%","33.2%","22.6%","95.3%","17,741"
"43 上永谷店","P_1.00","727.3","130","43","293","37,895","10,509,820","40.4%","33.4%","27.7%","82.8%","17,590"
"44 姫路店　","P_1.02","904.1","202","60","303","38,603","9,671,155","33.5%","29.5%","24.9%","88.3%","14,274"
"45 新開地店","P_1.00","932.9","229","116","367","69,348","13,507,439","39.3%","50.6%","19.3%","128.7%","25,227"
"46 仙台東店","P_1.00","1,248.9","181","72","389","59,096","12,412,292","31.1%","39.9%","20.6%","128.0%","22,437"
"47 仙台泉店","P_1.00","1,081.5","168","81","390","64,378","11,026,068","36.0%","48.1%","16.8%","133.5%","26,847"
"48 福岡本店","P_1.00","1,960.3","199","100","757","62,833","16,072,084","38.6%","50.1%","24.1%","129.7%","26,325"
"49 筑紫野店","P_1.00","2,254.0","376","152","792","101,475","21,883,936","35.1%","40.4%","20.1%","115.0%","21,104"
"50 福重店","P_1.00","1,738.3","200","94","706","63,493","16,675,464","40.6%","46.8%","25.3%","115.3%","24,528"
"51 伊都店","P_1.00","1,668.2","239","78","621","52,115","11,764,830","37.2%","32.5%","21.6%","87.3%","17,259"
"52 飯塚店","P_1.00","1,972.4","311","125","660","74,760","16,797,432","33.5%","40.4%","21.0%","120.6%","20,427"
"53 中間店","P_1.00","1,340.2","206","77","469","44,434","10,791,496","35.0%","37.5%","23.0%","107.1%","18,683"
"54 門司店","P_1.00","588.3","204","65","164","35,238","6,838,163","28.0%","31.6%","17.8%","113.1%","15,453"
"55 松浦店","P_1.00","339.1","199","33","52","22,022","7,383,808","15.2%","16.5%","31.9%","108.7%","8,195"
"56 佐々インター店","P_1.00","1,429.9","198","112","483","63,831","10,349,693","33.8%","56.7%","13.9%","167.8%","28,658"
"57 大野店","P_1.00","602.2","196","58","132","36,729","9,894,010","21.9%","29.3%","25.4%","134.1%","14,754"
"58 佐世保南店","P_1.00","1,221.4","180","85","505","53,606","15,240,618","41.3%","47.6%","27.1%","115.1%","24,345"
"59 大村店","P_1.00","814.7","206","79","260","45,997","9,878,781","31.9%","38.4%","19.8%","120.3%","20,431"
"60 諫早店","P_1.00","1,448.8","319","119","513","74,555","18,560,491","35.4%","37.4%","23.7%","105.6%","19,222"
"61 長与店","P_1.00","594.6","215","100","268","62,910","17,800,857","45.0%","46.7%","26.5%","103.9%","24,084"
"62 女神店","P_1.00","1,359.1","319","137","428","88,017","25,918,639","31.5%","42.8%","27.6%","135.9%","21,689"
"63 大分本店","P_1.00","1,878.3","261","99","538","61,498","13,872,685","28.6%","38.0%","21.1%","132.9%","20,073"
"64 南大分店","P_1.00","869.9","262","101","302","58,360","12,083,144","34.7%","38.4%","19.5%","110.5%","19,570"
"65 日向店","P_1.00","1,221.3","271","106","361","63,329","13,484,078","29.6%","39.0%","18.9%","131.7%","19,588"
"66 都城店","P_1.00","1,880.2","275","88","744","51,176","10,667,424","39.6%","32.0%","19.1%","80.8%","16,786"
"67 大淀店","P_1.00","1,971.1","310","139","829","81,228","16,829,205","42.0%","44.8%","19.6%","106.5%","22,819"
"68 延岡店","P_1.00","1,057.9","214","83","386","49,828","9,649,797","36.5%","39.0%","17.6%","106.8%","19,997"
"69 松橋インター店","P_1.00","1,056.3","171","47","358","31,395","5,655,700","33.9%","27.4%","18.0%","80.8%","14,361"
"70 八代店","P_1.00","1,736.5","238","90","541","60,004","12,388,200","31.2%","38.1%","20.6%","122.2%","19,052"
